DATA IN NGS FORMAT FROM DATABASE 19JUN27XE_V006                                                 
    .00011    .00000    .00000    .00000  -4.406698567292162        0.    327503                
  1.392   0.752 -0.0005 -0.0022  0.0060 -0.0000       4224.129            327504
    .00000   -.00179    .00000    .00000    .00000    .00000              327505                
    17.600    17.800   992.100   888.539    99.400    98.500 0 0          327506                
       -3.5673617064    .01402        -.0095283303    .00298  0           327508                
KOKEE     NYALES20  0151+474 2019 06 28 17 55  58.0000000000              327601                
    6229944.43056047    .07775    93896.1488287126    .02737 8      I     327602                
    .00005    .00000    .00000    .00000    .727766758196888        0.    327603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            327604
   -.00179    .09400    .00000    .00000    .00000    .00000              327605                
    17.800     7.479   888.539   998.800    98.500    54.303 0 0          327606                
        3.7568444786    .03626        -.0076357186    .00870  0           327608                
KOKEE     WETTZELL  0151+474 2019 06 28 17 55  58.0000000000              327701                
   16455006.42046408    .06143   179364.9721239570    .02041 8      I     327702                
    .00006    .00000    .00000    .00000   3.813743886373257        0.    327703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            327704
   -.00179   -.03740    .00000    .00000    .00000    .00000              327705                
    17.800    24.461   888.539   951.100    98.500    37.795 0 0          327706                
       -3.4639266974    .03526         .0210523266    .00793  0           327708                
ISHIOKA   WETTZELL  0151+474 2019 06 28 17 55  58.0000000000              327801                
   11783330.99050961    .04293   877754.8665710710    .01426 8      I     327802                
    .00009    .00000    .00000    .00000    .012336948108170        0.    327803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            327804
    .00000   -.03740    .00000    .00000    .00000    .00000              327805                
    17.600    24.461   992.100   951.100    99.400    37.795 0 0          327806                
       -2.4636368202    .04429        -.0159712670    .00989  0           327808                
ISHIOKA   NYALES20  0151+474 2019 06 28 17 55  58.0000000000              327901                
    1558269.42433713    .05965   792285.6800070569    .02100 0      I     327902                
    .00007    .00000    .00000    .00000   -.812097551747983        0.    327903                
  1.392   0.428 -0.0005  0.0089  0.0060  0.0016    -169757.652            327904
    .00000    .09400    .00000    .00000    .00000    .00000              327905                
    17.600     7.479   992.100   998.800    99.400    54.303 0 0          327906                
         .2658606450    .03096        -.0128714824    .00740  0           327908                
NYALES20  WETTZELL  0151+474 2019 06 28 17 55  58.0000000000              328001                
   10225061.29558796    .04278    85469.1408594683    .01506 0      I     328002                
    .00009    .00000    .00000    .00000    .120692604712006        0.    328003                
  0.428   2.408  0.0089  0.1240  0.0016  0.0454     166967.234            328004
    .09400   -.03740    .00000    .00000    .00000    .00000              328005                
     7.479    24.461   998.800   951.100    54.303    37.795 0 0          328006                
       -2.7116464409    .02055         .0139458719    .00492  0           328008                
FORTLEZA  HART15M   1124-186 2019 06 28 17 57  37.0000000000              328101                
    2176138.20965470    .01848  1483405.8634239550    .03416 0      I     328102                
    .00049    .00000    .00000    .00000    .699712819536912        0.    328103                
  0.853   0.292 -0.0001  0.0000 -0.0016 -0.0009       3309.511            328104
   -.04353    .00000    .00000    .00000    .00000    .00000              328105                
    28.785     9.170  1008.021   868.900    54.675    65.852 0 0          328106                
        -.0752708655    .01254        -.0316404613    .01565  0           328108                
KATH12M   YARRA12M  3C418    2019 06 28 17 59  59.0000000000              328201                
    5140390.76988956    .01556  -261632.2018151115    .02140 0      I     328202                
    .00051    .00000    .00000    .00000   1.486375451819930        0.    328203                
  0.892   0.994  0.0015  0.0073 -0.0006 -0.0073      12679.741            328204
    .00000    .00000    .00000    .00000    .00000    .00000              328205                
    15.100     8.513   998.400   994.029    73.219   100.000 0 0          328206                
         .2392200262    .01921         .0184472676    .01774  0           328208                
ISHIOKA   KOKEE     2229+695 2019 06 28 18 00  45.0000000000              328301                
    5641182.43488626    .04743   456241.0930849250    .07382 0      I     328302                
    .00018    .00000    .00000    .00000   5.992444282550109        0.    328303                
  1.146   1.200 -0.0005 -0.0104  0.0004  0.0002       4224.040            328304
    .00000   -.00069    .00000    .00000    .00000    .00000              328305                
    17.578    17.821   992.100   888.600    99.400    98.500 0 0          328306                
       -3.5096188436    .00956        -.0279470302    .01083  0           328308                
WETTZELL  ZELENCHK  2229+695 2019 06 28 18 00  45.0000000000              328401                
    -309477.33174910    .00602  -130674.9459791696    .01228 0      I     328402                
    .00159    .00000    .00000    .00000    .029941144073974        0.    328403                
  0.557   0.789  0.0059 -0.0065 -0.0049 -0.0015     216639.443            328404
   -.03682    .00000    .00000    .00000    .00000    .00000              328405                
    24.380    15.790   951.100   879.520    38.159    89.849 0 0          328406                
        2.1392916311    .00937         .0236603060    .01360  0           328408                
ISHIOKA   ZELENCHK  2229+695 2019 06 28 18 00  45.0000000000              328501                
    5771717.90537002    .01524  -282792.2132499905    .03109 0      I     328502                
    .00063    .00000    .00000    .00000   3.251648584585645        0.    328503                
  1.146   0.789 -0.0005 -0.0065  0.0004 -0.0015     213849.011            328504
    .00000    .00000    .00000    .00000    .00000    .00000              328505                
    17.578    15.790   992.100   879.520    99.400    89.849 0 0          328506                
        -.4562938015    .01106         .0226394100    .01612  0           328508                
KOKEE     NYALES20  2229+695 2019 06 28 18 00  45.0000000000              328601                
   -6734497.68979083    .05194  -442256.5817188186    .08303 0      I     328602                
    .00016    .00000    .00000    .00000  -3.190285624644693        0.    328603                
  1.200   0.310 -0.0104  0.0023  0.0002 -0.0013    -173981.419            328604
   -.00069    .10430    .00000    .00000    .00000    .00000              328605                
    17.821     5.953   888.600   998.900    98.500    60.367 0 0          328606                
        3.7564782290    .01091         .0555556421    .01263  0           328608                
KOKEE     WETTZELL  2229+695 2019 06 28 18 00  45.0000000000              328701                
     440017.10656226    .03716  -608358.0222483513    .05940 0      I     328702                
    .00023    .00000    .00000    .00000   1.423826586245566        0.    328703                
  1.200   0.557 -0.0104  0.0059  0.0002 -0.0049      -7014.472            328704
   -.00069   -.03682    .00000    .00000    .00000    .00000              328705                
    17.821    24.380   888.600   951.100    98.500    38.159 0 0          328706                
         .8971588250    .00842         .0405225367    .00964  0           328708                
NYALES20  ZELENCHK  2229+695 2019 06 28 18 00  45.0000000000              328801                
    6865035.47495097    .01594  -296776.5309251729    .03250 0      I     328802                
    .00060    .00000    .00000    .00000   1.720284751945170        0.    328803                
  0.310   0.789  0.0023 -0.0065 -0.0013 -0.0015     383606.390            328804
    .10430    .00000    .00000    .00000    .00000    .00000              328805                
     5.953    15.790   998.900   879.520    60.367    89.849 0 0          328806                
        -.6984768333    .01224        -.0133103346    .01782  0           328808                
ISHIOKA   WETTZELL  2229+695 2019 06 28 18 00  45.0000000000              328901                
    6081196.08408160    .01790  -152117.3849548194    .02582 0      I     328902                
    .00045    .00000    .00000    .00000    .289923833648986        0.    328903                
  1.146   0.557 -0.0005  0.0059  0.0004 -0.0049      -2790.431            328904
    .00000   -.03682    .00000    .00000    .00000    .00000              328905                
    17.578    24.380   992.100   951.100    99.400    38.159 0 0          328906                
       -2.6069782723    .01100        -.0038254716    .01073  0           328908                
ISHIOKA   NYALES20  2229+695 2019 06 28 18 00  45.0000000000              329001                
   -1093317.82427592    .04049    13984.1893232177    .06139 0      I     329002                
    .00020    .00000    .00000    .00000  -6.173450819727307        0.    329003                
  1.146   0.310 -0.0005  0.0023  0.0004 -0.0013    -169757.378            329004
    .00000    .10430    .00000    .00000    .00000    .00000              329005                
    17.578     5.953   992.100   998.900    99.400    60.367 0 0          329006                
         .2450217098    .01397         .0608251890    .01462  0           329008                
KOKEE     ZELENCHK  2229+695 2019 06 28 18 00  45.0000000000              329101                
     130539.72733356    .03592  -739032.8373378076    .07326 0      I     329102                
    .00027    .00000    .00000    .00000   4.778021520185257        0.    329103                
  1.200   0.789 -0.0104 -0.0065  0.0002 -0.0015     209624.971            329104
   -.00069    .00000    .00000    .00000    .00000    .00000              329105                
    17.821    15.790   888.600   879.520    98.500    89.849 0 0          329106                
        3.0429807306    .00959         .0372525311    .01446  0           329108                
NYALES20  WETTZELL  2229+695 2019 06 28 18 00  45.0000000000              329201                
    7174513.70977330    .01656  -166101.6131353863    .02512 0      I     329202                
    .00050    .00000    .00000    .00000  -1.386683478522231        0.    329203                
  0.310   0.557  0.0023  0.0059 -0.0013 -0.0049     166966.947            329204
    .10430   -.03682    .00000    .00000    .00000    .00000              329205                
     5.953    24.380   998.900   951.100    60.367    38.159 0 0          329206                
       -2.8280731444    .01086        -.0262267404    .01112  0           329208                
FORTLEZA  HART15M   1144+402 2019 06 28 18 01   4.0000000000              329301                
    7645882.87271007    .01712  1221483.7243601700    .03491 0      I     329302                
    .00056    .00000    .00000    .00000   5.760804128831671        0.    329303                
  1.195   0.857  0.0006  0.0095 -0.0029 -0.0054       3309.470            329304
   -.04803    .00000    .00000    .00000    .00000    .00000              329305                
    28.800     8.964  1008.000   868.900    54.600    66.846 0 0          329306                
        -.0870200839    .00955        -.0501563389    .01320  0           329308                
ISHIOKA   KOKEE     0202+319 2019 06 28 18 03    .0000000000              329401                
   -7844716.57012216    .01482   869336.3394912574    .03022 0      I     329402                
    .00064    .00000    .00000    .00000  -3.840683092379953        0.    329403                
  1.543   0.696 -0.0004 -0.0008  0.0095 -0.0000       4223.999            329404
    .00000   -.00107    .00000    .00000    .00000    .00000              329405                
    17.500    17.900   992.081   888.600    99.419    98.500 0 0          329406                
       -3.5425865428    .00740        -.0047699739    .01026  0           329408                
KOKEE     NYALES20  0202+319 2019 06 28 18 03    .0000000000              329501                
   12979682.50319716    .02232   137335.0499891322    .04552 0      I     329502                
    .00043    .00000    .00000    .00000   3.592133463636166        0.    329503                
  0.696   0.707 -0.0008  0.0265 -0.0000  0.0059    -173981.249            329504
   -.00107    .10042    .00000    .00000    .00000    .00000              329505                
    17.900     6.496   888.600   998.900    98.500    58.933 0 0          329506                
        3.8555888490    .01058        -.0065350530    .01469  0           329508                
ISHIOKA   NYALES20  0202+319 2019 06 28 18 03    .0000000000              329601                
    5134964.85721482    .01813  1006672.2454021590    .02144 0      I     329602                
    .00040    .00000    .00000    .00000    .589220995649642        0.    329603                
  1.543   0.707 -0.0004  0.0265  0.0095  0.0059    -169757.250            329604
    .00000    .10042    .00000    .00000    .00000    .00000              329605                
    17.500     6.496   992.081   998.900    99.419    58.933 0 0          329606                
         .2808056822    .00999         .0163123883    .00801  0           329608                
KATH12M   WARK12M   0202+319 2019 06 28 18 03    .0000000000              329701                
 -259613927.47842820    .02511   687523.4959372500    .01092 0      I     329702                
    .00018    .00000    .00000    .00000   -.923989066525172        0.    329703                
  2.945   0.842  0.0122  0.0012  0.0578  0.0047 -256104705.759            329704
    .00000    .00000    .00000    .00000    .00000    .00000              329705                
    15.092     9.210   998.400  1026.910    72.970    91.000 0 0          329706                
        -.2187039726    .02236         .0073512236    .00654  0           329708                
ISHIOKA   KATH12M   0202+319 2019 06 28 18 03    .0000000000              329801                
   10490376.31791829    .02090  -256707.1232598836    .02169 0      I     329802                
    .00033    .00000    .00000    .00000   4.194405746260932        0.    329803                
  1.543   2.945 -0.0004  0.0122  0.0095  0.0578       2638.532            329804
    .00000    .00000    .00000    .00000    .00000    .00000              329805                
    17.500    15.092   992.081   998.400    99.419    72.970 0 0          329806                
        3.6078067500    .01723         .0285149961    .01204  0           329808                
ISHIOKA   WARK12M   0202+319 2019 06 28 18 03    .0000000000              329901                
 -249123543.91835690    .02214   430817.0799394659    .02297 0      I     329902                
    .00031    .00000    .00000    .00000  -2.180073655192952        0.    329903                
  1.543   0.842 -0.0004  0.0012  0.0095  0.0047 -256102067.227            329904
    .00000    .00000    .00000    .00000    .00000    .00000              329905                
    17.500     9.210   992.081  1026.910    99.419    91.000 0 0          329906                
        3.3470810077    .01872         .0199431249    .01308  0           329908                
KATH12M   KOKEE     0202+319 2019 06 28 18 03    .0000000000              330001                
  -18335104.64118664    .02783  1126042.7391984310    .05675 0      I     330002                
    .00034    .00000    .00000    .00000  -1.858773922319253        0.    330003                
  2.945   0.696  0.0122 -0.0008  0.0578 -0.0000       1585.467            330004
    .00000   -.00107    .00000    .00000    .00000    .00000              330005                
    15.092    17.900   998.400   888.600    72.970    98.500 0 0          330006                
       -7.1924897073    .01451        -.0076386751    .02009  0           330008                
KOKEE     WARK12M   0202+319 2019 06 28 18 03    .0000000000              330101                
 -241278830.82649400    .02468  -438518.6123611181    .05034 0      I     330102                
    .00039    .00000    .00000    .00000    .068624384903432        0.    330103                
  0.696   0.842 -0.0008  0.0012 -0.0000  0.0047 -256106291.226            330104
   -.00107    .00000    .00000    .00000    .00000    .00000              330105                
    17.900     9.210   888.600  1026.910    98.500    91.000 0 0          330106                
        6.8683353443    .01812        -.0044443223    .02492  0           330108                
NYALES20  WARK12M   0202+319 2019 06 28 18 03    .0000000000              330201                
 -254258505.71320210    .02829  -575854.9824250140    .03346 8      I     330202                
    .00026    .00000    .00000    .00000  -2.406692818150209        0.    330203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            330204
    .10042    .00000    .00000    .00000    .00000    .00000              330205                
     6.496     9.210   998.900  1026.910    58.933    91.000 0 0          330206                
        3.0534892992    .03823        -.0033394304    .03035  0           330208                
KATH12M   NYALES20  0202+319 2019 06 28 18 03    .0000000000              330301                
   -5355424.67274177    .03664  1263380.1889806760    .04334 0      I     330302                
    .00020    .00000    .00000    .00000  -2.556725193953132        0.    330303                
  2.945   0.707  0.0122  0.0265  0.0578  0.0059    -172395.782            330304
    .00000    .10042    .00000    .00000    .00000    .00000              330305                
    15.092     6.496   998.400   998.900    72.970    58.933 0 0          330306                
       -3.4131554501    .03267        -.0225395479    .02600  0           330308                
HART15M   YARRA12M  1954-388 2019 06 28 18 03  59.0000000000              330401                
  -13735197.95509145    .01805  1141941.6413572210    .02321 0      I     330402                
    .00042    .00000    .00000    .00000  -4.523321587220040        0.    330403                
  0.679   0.158 -0.0036 -0.0000  0.0057  0.0001      12105.069            330404
    .00000    .00000    .00000    .00000    .00000    .00000              330405                
     8.800     8.729   868.900   994.000    67.618   100.000 0 0          330406                
        3.5698433844    .01964         .0043345579    .01696  0           330408                
ISHIOKA   KOKEE     1803+784 2019 06 28 18 05  41.0000000000              330501                
    8127097.54061639    .01177    39952.3597393542    .02320 0      I     330502                
    .00080    .00000    .00000    .00000   2.541426398755062        0.    330503                
  1.431   2.435 -0.0011 -0.0486 -0.0018  0.0010       4223.949            330504
    .00000   -.00052    .00000    .00000    .00000    .00000              330505                
    17.516    17.900   992.016   888.600    99.500    98.500 0 0          330506                
       -3.3967132454    .00463        -.0381261855    .00625  0           330508                
WETTZELL  ZELENCHK  1803+784 2019 06 28 18 05  41.0000000000              330601                
     208591.29625044    .00214    44507.5080433210    .00436 0      I     330602                
    .00447    .00000    .00000    .00000   2.296288013051558        0.    330603                
  0.385   0.580  0.0021 -0.0027 -0.0019 -0.0003     216640.019            330604
   -.03653    .00000    .00000    .00000    .00000    .00000              330605                
    24.183    15.700   951.100   879.700    38.598    90.300 0 0          330606                
        2.1502135595    .00330         .0065210007    .00478  0           330608                
ISHIOKA   ZELENCHK  1803+784 2019 06 28 18 05  41.0000000000              330701                
   -2427302.30957024    .00630  -358398.9713687318    .01284 0      I     330702                
    .00152    .00000    .00000    .00000  -1.210987684032815        0.    330703                
  1.431   0.580 -0.0011 -0.0027 -0.0018 -0.0003     213849.575            330704
    .00000    .00000    .00000    .00000    .00000    .00000              330705                
    17.516    15.700   992.016   879.700    99.500    90.300 0 0          330706                
        -.4928285724    .00723         .0158357883    .01051  0           330708                
KOKEE     NYALES20  1803+784 2019 06 28 18 05  41.0000000000              330801                
  -14908124.55817202    .02241  -309141.2868089645    .04571 0      I     330802                
    .00043    .00000    .00000    .00000  -5.672730195789443        0.    330803                
  2.435   0.265 -0.0486  0.0005  0.0010 -0.0009    -173981.046            330804
   -.00052   -.01578    .00000    .00000    .00000    .00000              330805                
    17.900     7.133   888.600   998.900    98.500    56.133 0 0          330806                
        3.6288669988    .00801         .0237706688    .01126  0           330808                
KOKEE     WETTZELL  1803+784 2019 06 28 18 05  41.0000000000              330901                
  -10762987.43156253    .00909  -442858.8924239113    .01791 0      I     330902                
    .00104    .00000    .00000    .00000  -2.631390643539029        0.    330903                
  2.435   0.385 -0.0486  0.0021  0.0010 -0.0019      -7014.394            330904
   -.00052   -.03653    .00000    .00000    .00000    .00000              330905                
    17.900    24.183   888.600   951.100    98.500    38.598 0 0          330906                
         .7614646457    .00780         .0384302096    .01035  0           330908                
NYALES20  ZELENCHK  1803+784 2019 06 28 18 05  41.0000000000              331001                
    4353726.62893401    .00567   -89210.0747150428    .01156 0      I     331002                
    .00169    .00000    .00000    .00000    .300935871598409        0.    331003                
  0.265   0.580  0.0005 -0.0027 -0.0009 -0.0003     383606.671            331004
   -.01578    .00000    .00000    .00000    .00000    .00000              331005                
     7.133    15.700   998.900   879.700    56.133    90.300 0 0          331006                
        -.7158770163    .00484         .0303917620    .00704  0           331008                
ISHIOKA   WETTZELL  1803+784 2019 06 28 18 05  41.0000000000              331101                
   -2635893.49970926    .00859  -402906.4112636354    .01693 0      I     331102                
    .00110    .00000    .00000    .00000  -3.489854761971673        0.    331103                
  1.431   0.385 -0.0011  0.0021 -0.0018 -0.0019      -2790.444            331104
    .00000   -.03653    .00000    .00000    .00000    .00000              331105                
    17.516    24.183   992.016   951.100    99.500    38.598 0 0          331106                
       -2.6576769305    .01051         .0075832108    .01391  0           331108                
ISHIOKA   NYALES20  1803+784 2019 06 28 18 05  41.0000000000              331201                
   -6781029.56212310    .01925  -269188.9009265890    .03926 0      I     331202                
    .00050    .00000    .00000    .00000   -.722880723123947        0.    331203                
  1.431   0.265 -0.0011  0.0005 -0.0018 -0.0009    -169757.096            331204
    .00000   -.01578    .00000    .00000    .00000    .00000              331205                
    17.516     7.133   992.016   998.900    99.500    56.133 0 0          331206                
         .2024649366    .01070         .0014522236    .01479  0           331208                
KOKEE     ZELENCHK  1803+784 2019 06 28 18 05  41.0000000000              331301                
  -10554396.60154856    .00662  -398351.5005689680    .01349 0      I     331302                
    .00144    .00000    .00000    .00000   -.175039258701684        0.    331303                
  2.435   0.580 -0.0486 -0.0027  0.0010 -0.0003     209625.625            331304
   -.00052    .00000    .00000    .00000    .00000    .00000              331305                
    17.900    15.700   888.600   879.700    98.500    90.300 0 0          331306                
        2.8993284699    .00583         .0540054254    .00848  0           331308                
NYALES20  WETTZELL  1803+784 2019 06 28 18 05  41.0000000000              331401                
    4145135.15947583    .00972  -133717.6316067681    .01982 0      I     331402                
    .00098    .00000    .00000    .00000   1.701155532151240        0.    331403                
  0.265   0.385  0.0005  0.0021 -0.0009 -0.0019     166966.652            331404
   -.01578   -.03653    .00000    .00000    .00000    .00000              331405                
     7.133    24.183   998.900   951.100    56.133    38.598 0 0          331406                
       -2.8701431237    .00641         .0090577962    .00883  0           331408                
FORTLEZA  HART15M   0530-727 2019 06 28 18 06  48.0000000000              331501                
   -1123726.50996556    .02859  -124653.8555449625    .02684 0      I     331502                
    .00023    .00000    .00000    .00000  -3.643059761581206        0.    331503                
  4.194   0.986 -0.0128 -0.0134  0.0264 -0.0033       3309.402            331504
   -.05078    .00000    .00000    .00000    .00000    .00000              331505                
    28.800     8.840  1008.000   868.920    54.600    67.860 0 0          331506                
        -.1586046542    .01681        -.0034204126    .01068  0           331508                
WETTZELL  ZELENCHK  1806+456 2019 06 28 18 08  37.0000000000              331601                
   -3567665.66263726    .00681   146075.6713342484    .01390 0      I     331602                
    .00140    .00000    .00000    .00000   1.442541018699716        0.    331603                
  0.450   0.525  0.0014 -0.0006 -0.0086 -0.0008     216640.360            331604
   -.03600    .00000    .00000    .00000    .00000    .00000              331605                
    24.100    15.700   951.100   879.685    38.171    90.373 0 0          331606                
        2.1130123931    .00984         .0161900813    .01429  0           331608                
ISHIOKA   ZELENCHK  1806+456 2019 06 28 18 08  37.0000000000              331701                
   -2722039.00858614    .01447 -1255231.0118441220    .02854 0      I     331702                
    .00065    .00000    .00000    .00000  -1.155158772837047        0.    331703                
  1.295   0.525 -0.0005 -0.0006 -0.0052 -0.0008     213849.909            331704
    .00000    .00000    .00000    .00000    .00000    .00000              331705                
    17.600    15.700   992.100   879.685    99.500    90.373 0 0          331706                
        -.5163991670    .01169         .0032412256    .01645  0           331708                
NYALES20  ZELENCHK  1806+456 2019 06 28 18 08  37.0000000000              331801                
   -2296368.88677476    .02179  -325823.6744454652    .04443 0      I     331802                
    .00044    .00000    .00000    .00000  -5.301110566750914        0.    331803                
  0.345   0.525 -0.0005 -0.0006 -0.0052 -0.0008     383606.837            331804
    .06155    .00000    .00000    .00000    .00000    .00000              331805                
     7.440    15.700   998.900   879.685    54.260    90.373 0 0          331806                
        -.7191165933    .01211        -.0207793574    .01772  0           331808                
ISHIOKA   WETTZELL  1806+456 2019 06 28 18 08  37.0000000000              331901                
     845626.55131311    .02033 -1401306.4579953860    .03536 0      I     331902                
    .00043    .00000    .00000    .00000   3.512400284811957        0.    331903                
  1.295   0.450 -0.0005  0.0014 -0.0052 -0.0086      -2790.451            331904
    .00000   -.03600    .00000    .00000    .00000    .00000              331905                
    17.600    24.100   992.100   951.100    99.500    38.171 0 0          331906                
       -2.6519599518    .01278        -.0190835332    .01503  0           331908                
ISHIOKA   NYALES20  1806+456 2019 06 28 18 08  37.0000000000              332001                
    -425670.11283551    .04099  -929407.5680907185    .05270 0      I     332002                
    .00019    .00000    .00000    .00000   -.404691961877623        0.    332003                
  1.295   0.345 -0.0005 -0.0005 -0.0052 -0.0052    -169756.928            332004
    .00000    .06155    .00000    .00000    .00000    .00000              332005                
    17.600     7.440   992.100   998.900    99.500    54.260 0 0          332006                
         .2232384237    .01607        -.0046056339    .01416  0           332008                
NYALES20  WETTZELL  1806+456 2019 06 28 18 08  37.0000000000              332101                
    1271296.55785294    .02172  -471899.2898978041    .03779 0      I     332102                
    .00041    .00000    .00000    .00000   3.858124933307209        0.    332103                
  0.345   0.450 -0.0005  0.0014 -0.0052 -0.0086     166966.477            332104
    .06155   -.03600    .00000    .00000    .00000    .00000              332105                
     7.440    24.100   998.900   951.100    54.260    38.171 0 0          332106                
       -2.8857214025    .01264         .0010703221    .01489  0           332108                
KATH12M   WARK12M   0131-522 2019 06 28 18 09   1.0000000000              332201                
 -266106010.09076860    .03204   559096.8694509619    .02178 0      I     332202                
    .00017    .00000    .00000    .00000   -.466306956726238        0.    332203                
  0.766   0.249 -0.0012 -0.0000  0.0027  0.0002 -256104706.098            332204
    .00000    .00000    .00000    .00000    .00000    .00000              332205                
    15.000     9.376   998.385  1026.900    73.756    90.876 0 0          332206                
        -.4256552585    .02055        -.0180111313    .00944  0           332208                
WARK12M   YARRA12M  0131-522 2019 06 28 18 09   1.0000000000              332301                
  265909532.64835450    .03165  -559350.1067463001    .02151 0      I     332302                
    .00017    .00000    .00000    .00000   5.083787034420524        0.    332303                
  0.249   0.305 -0.0000 -0.0003  0.0002 -0.0062  256117386.530            332304
    .00000    .00000    .00000    .00000    .00000    .00000              332305                
     9.376     8.291  1026.900   993.996    90.876   100.000 0 0          332306                
         .6035168235    .01903        -.0024086182    .00875  0           332308                
KATH12M   YARRA12M  0131-522 2019 06 28 18 09   1.0000000000              332401                
    -196471.91627139    .02002     -253.1803050959    .01273 0      I     332402                
    .00027    .00000    .00000    .00000   -.780129764970999        0.    332403                
  0.766   0.305 -0.0012 -0.0003  0.0027 -0.0062      12680.432            332404
    .00000    .00000    .00000    .00000    .00000    .00000              332405                
    15.000     8.291   998.385   993.996    73.756   100.000 0 0          332406                
         .1684531301    .01339        -.0216977897    .00575  0           332408                
KOKEE     YARRA12M  0131-522 2019 06 28 18 09   1.0000000000              332501                
   -4357937.61509361    .04102  -910783.3960396742    .05642 0      I     332502                
    .00019    .00000    .00000    .00000  -5.435375431003913        0.    332503                
  2.521   0.305  0.0523 -0.0003  0.0005 -0.0062      11094.913            332504
   -.00087    .00000    .00000    .00000    .00000    .00000              332505                
    17.931     8.291   888.600   993.996    98.500   100.000 0 0          332506                
        7.0698734196    .01065         .0826268903    .01034  0           332508                
KATH12M   KOKEE     0131-522 2019 06 28 18 09   1.0000000000              332601                
    4161469.49362920    .05023   910531.2226855119    .06908 0      I     332602                
    .00016    .00000    .00000    .00000   5.298447938293053        0.    332603                
  0.766   2.521 -0.0012  0.0523  0.0027  0.0005       1585.518            332604
    .00000   -.00087    .00000    .00000    .00000    .00000              332605                
    15.000    17.931   998.385   888.600    73.756    98.500 0 0          332606                
       -6.9352135541    .01165        -.0700443198    .01145  0           332608                
KOKEE     WARK12M   0131-522 2019 06 28 18 09   1.0000000000              332701                
 -270267478.09568110    .02543  -351433.9961732950    .03419 0      I     332702                
    .00031    .00000    .00000    .00000  -5.521837618954426        0.    332703                
  2.521   0.249  0.0523 -0.0000  0.0005  0.0002 -256106291.617            332704
   -.00087    .00000    .00000    .00000    .00000    .00000              332705                
    17.931     9.376   888.600  1026.900    98.500    90.876 0 0          332706                
        6.4667259039    .01267         .0676383591    .01157  0           332708                
ISHIOKA   KOKEE     2255-282 2019 06 28 18 11   5.0000000000              332801                
     187073.01305600    .00535  1188289.7068152910    .01054 0      I     332802                
    .00177    .00000    .00000    .00000   3.421388618771262        0.    332803                
  2.307   1.698  0.0038  0.0164  0.0065  0.0025       4223.849            332804
    .00000   -.00162    .00000    .00000    .00000    .00000              332805                
    17.578    18.000   992.122   888.600    99.500    98.500 0 0          332806                
       -3.4491313822    .00515        -.0486425854    .00683  0           332808                
FORTLEZA  HART15M   0834-201 2019 06 28 18 11  40.0000000000              332901                
   15087044.95013892    .03591   772943.3569228213    .05180 8      I     332902                
    .00022    .00000    .00000    .00000   1.590903592499158        0.    332903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            332904
   -.05403    .00000    .00000    .00000    .00000    .00000              332905                
    28.800     8.981  1008.000   869.000    54.600    67.719 0 0          332906                
        -.0056592789    .04311        -.1442501482    .04176  0           332908                
WETTZELL  ZELENCHK  0059+581 2019 06 28 18 12   2.0000000000              333001                
     716068.01524874    .00365  -277706.1297050440    .00744 8      I     333002                
    .00262    .00000    .00000    .00000   5.227419301491768        0.    333003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            333004
   -.03815    .00000    .00000    .00000    .00000    .00000              333005                
    24.085    15.715   951.100   879.600    38.600    90.756 0 0          333006                
         .0000000000    .00000         .0000000000    .00000  0           333008                
NYALES20  ZELENCHK  0059+581 2019 06 28 18 12   2.0000000000              333101                
   10075970.99630882    .00723  -322588.5794268890    .01474 8      I     333102                
    .00132    .00000    .00000    .00000   5.301448255577136        0.    333103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            333104
    .08030    .00000    .00000    .00000    .00000    .00000              333105                
     7.803    15.715   999.000   879.600    54.880    90.756 0 0          333106                
         .0000000000    .00000         .0000000000    .00000  0           333108                
NYALES20  WETTZELL  0059+581 2019 06 28 18 12   2.0000000000              333201                
    9359905.53383203    .00931   -44882.5199482270    .01898 0      I     333202                
    .00102    .00000    .00000    .00000   -.083948796382237        0.    333203                
  0.343   1.040  0.0048  0.0239 -0.0004 -0.0039     166966.273            333204
    .08030   -.03815    .00000    .00000    .00000    .00000              333205                
     7.803    24.085   999.000   951.100    54.880    38.600 0 0          333206                
       -2.7917899721    .00502        -.0122298312    .00694  0           333208                
ISHIOKA   KOKEE     0003-066 2019 06 28 18 13  24.0000000000              333301                
   -3193626.30118622    .00518  1334888.8272142580    .00408 0      I     333302                
    .00115    .00000    .00000    .00000  -2.520909405717092        0.    333303                
  1.542   0.897  0.0011  0.0029  0.0066  0.0006       4223.806            333304
    .00000   -.00014    .00000    .00000    .00000    .00000              333305                
    17.500    18.000   992.205   888.600    99.500    98.500 0 0          333306                
       -3.5413880005    .00330        -.0207780646    .00176  0           333308                
