DATA IN NGS FORMAT FROM DATABASE 19JUN27XE_V006                                                 
WARK12M   YARRA12M  2227-088 2019 06 27 21 04  38.0000000000               28601                
  244593943.02182130    .04084  -930772.0270870210    .07792 0      I      28602                
    .00023    .00000    .00000    .00000   3.419844517971234        0.     28603                
  0.622   0.279  0.0022  0.0000 -0.0167  0.0004  256117220.357             28604
    .00000    .00000    .00000    .00000    .00000    .00000               28605                
    12.200     8.762  1027.245   988.500   100.000   100.000 0 0           28606                
         .3814774789    .01719         .0118747452    .02242  0            28608                
KATH12M   YARRA12M  2227-088 2019 06 27 21 04  38.0000000000               28701                
    -608148.03152712    .02925  -437346.2501561797    .05766 0      I      28702                
    .00032    .00000    .00000    .00000    .574944521415027        0.     28703                
  0.367   0.279  0.0000  0.0000  0.0000  0.0004      12584.707             28704
    .00000    .00000    .00000    .00000    .00000    .00000               28705                
    10.900     8.762   999.108   988.500    76.240   100.000 0 0           28706                
         .1646750822    .01302         .0160120598    .01751  0            28708                
HART15M   WARK12M   2227-088 2019 06 27 21 04  38.0000000000               28801                
 -259001318.05961300    .02826  2504987.7622378400    .05764 0      I      28802                
    .00034    .00000    .00000    .00000   -.125763845994006        0.     28803                
  0.844   0.622 -0.0002  0.0022 -0.0212 -0.0167 -256105172.754             28804
    .00000    .00000    .00000    .00000    .00000    .00000               28805                
     5.486    12.200   870.193  1027.245    86.780   100.000 0 0           28806                
        3.0509302931    .01540        -.0590590059    .02130  0            28808                
HART15M   YARRA12M  2227-088 2019 06 27 21 04  38.0000000000               28901                
  -14407372.56045665    .02672  1574213.4649599210    .05449 0      I      28902                
    .00036    .00000    .00000    .00000  -4.175008346145231        0.     28903                
  0.844   0.279 -0.0002  0.0000 -0.0212  0.0004      12047.603             28904
    .00000    .00000    .00000    .00000    .00000    .00000               28905                
     5.486     8.762   870.193   988.500    86.780   100.000 0 0           28906                
        3.4676781233    .00822        -.0185756325    .01165  0            28908                
HART15M   KATH12M   2227-088 2019 06 27 21 04  38.0000000000               29001                
  -13799230.60717177    .01904  2011560.4583718140    .03882 0      I      29002                
    .00051    .00000    .00000    .00000  -1.768097947733962        0.     29003                
  0.844   0.367 -0.0002  0.0000 -0.0212  0.0000       -537.104             29004
    .00000    .00000    .00000    .00000    .00000    .00000               29005                
     5.486    10.900   870.193   999.108    86.780    76.240 0 0           29006                
        3.3539480571    .00835        -.0125282692    .01163  0            29008                
FORTLEZA  KOKEE     1053+704 2019 06 27 21 06  20.0000000000               29101                
   -2300063.18924468    .04270  -747126.8863203207    .03157 0      I      29102                
    .00014    .00000    .00000    .00000  -1.698816344607769        0.     29103                
  3.491   2.272 -0.0488 -0.0102 -0.0049  0.0090       4362.246             29104
    .00872    .00041    .00000    .00000    .00000    .00000               29105                
    27.565    18.329  1009.732   885.329    73.574    98.171 0 0           29106                
       -3.7194455463    .01236        -.0305753080    .00639  0            29108                
WETTZELL  ZELENCHK  0454+844 2019 06 27 21 07  59.0000000000               29201                
    1692392.90612201    .00692   -50512.2703614827    .00322 0      I      29202                
    .00066    .00000    .00000    .00000   4.944477610430697        0.     29203                
  0.375   0.945  0.0023 -0.0072 -0.0001 -0.0001     216631.725             29204
    .00919    .00000    .00000    .00000    .00000    .00000               29205                
    21.645    17.473   951.927   882.873    30.327    81.982 0 0           29206                
        2.0885535588    .00855        -.0068894237    .00283  0            29208                
ISHIOKA   ZELENCHK  0454+844 2019 06 27 21 07  59.0000000000               29301                
     152433.88892410    .07737    79314.9116893924    .03603 0      I      29302                
    .00006    .00000    .00000    .00000   5.997884055392706        0.     29303                
  1.929   0.945 -0.0100 -0.0072  0.0004 -0.0001     213844.781             29304
    .00000    .00000    .00000    .00000    .00000    .00000               29305                
    22.828    17.473   986.572   882.873    98.800    81.982 0 0           29306                
        -.6911635740    .01298         .0235217441    .00472  0            29308                
NYALES20  ZELENCHK  0454+844 2019 06 27 21 07  59.0000000000               29401                
    7540782.60061792    .01972   -35782.5496661962    .00918 0      I      29402                
    .00023    .00000    .00000    .00000   -.730840978201221        0.     29403                
  0.192   0.945 -0.0013 -0.0072  0.0001 -0.0001     383674.426             29404
   -.06445    .00000    .00000    .00000    .00000    .00000               29405                
     3.700    17.473   991.300   882.873    62.547    81.982 0 0           29406                
        -.7567119857    .01218        -.0079184632    .00406  0            29408                
ISHIOKA   WETTZELL  0454+844 2019 06 27 21 07  59.0000000000               29501                
   -1539993.86415692    .09739   129806.5493407048    .02894 2      I      29502                
    .00005    .00000    .00000    .00000  -1.786412107076274        0.     29503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             29504
    .00000    .00919    .00000    .00000    .00000    .00000               29505                
    22.828    21.645   986.572   951.927    98.800    30.327 0 0           29506                
        -.1025154702    .01526        1.5693782602    .00346  0            29508                
ISHIOKA   NYALES20  0454+844 2019 06 27 21 07  59.0000000000               29601                
   -7388398.96312478    .07939   115097.4261710010    .02359 2      I      29602                
    .00005    .00000    .00000    .00000  -6.277043525073646        0.     29603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             29604
    .00000   -.06445    .00000    .00000    .00000    .00000               29605                
    22.828     3.700   986.572   991.300    98.800    62.547 0 0           29606                
        3.9360044638    .01648         .0254759195    .00355  0            29608                
NYALES20  WETTZELL  0454+844 2019 06 27 21 07  59.0000000000               29701                
    5848390.03384308    .02370    14729.7186688909    .00704 0      I      29702                
    .00015    .00000    .00000    .00000   2.852984288361252        0.     29703                
  0.192   0.375 -0.0013  0.0023  0.0001 -0.0001     167042.701             29704
   -.06445    .00919    .00000    .00000    .00000    .00000               29705                
     3.700    21.645   991.300   951.927    62.547    30.327 0 0           29706                
       -2.8794140317    .01265        -.0022658929    .00255  0            29708                
KATH12M   WARK12M   0104-408 2019 06 27 21 10  32.0000000000               29801                
 -256826372.05400710    .01742   717459.9496342008    .01288 0      I      29802                
    .00033    .00000    .00000    .00000  -4.385985831914071        0.     29803                
  0.380   0.274 -0.0002 -0.0005 -0.0001 -0.0011 -256104635.975             29804
    .00000    .00000    .00000    .00000    .00000    .00000               29805                
    10.900    12.500   999.200  1027.300    76.726   100.000 0 0           29806                
        -.4076796485    .02433         .0023547315    .01207  0            29808                
WARK12M   YARRA12M  0104-408 2019 06 27 21 10  32.0000000000               29901                
  256475766.32661430    .02139  -979393.9901741503    .01601 0      I      29902                
    .00027    .00000    .00000    .00000    .721141678932125        0.     29903                
  0.274   0.267 -0.0005  0.0000 -0.0011 -0.0008  256117221.122             29904
    .00000    .00000    .00000    .00000    .00000    .00000               29905                
    12.500     8.675  1027.300   988.500   100.000   100.000 0 0           29906                
         .6333596886    .02527         .0356177881    .01271  0            29908                
KATH12M   YARRA12M  0104-408 2019 06 27 21 10  32.0000000000               30001                
    -350605.14242782    .01543  -261934.7574491809    .01141 0      I      30002                
    .00037    .00000    .00000    .00000  -1.289621909433203        0.     30003                
  0.380   0.267 -0.0002  0.0000 -0.0001 -0.0008      12585.147             30004
    .00000    .00000    .00000    .00000    .00000    .00000               30005                
    10.900     8.675   999.200   988.500    76.726   100.000 0 0           30006                
         .1568188041    .01454         .0003724437    .00723  0            30008                
KOKEE     YARRA12M  0104-408 2019 06 27 21 10  32.0000000000               30101                
  -16072176.71549770    .02992 -1403610.1504123060    .03217 0      I      30102                
    .00023    .00000    .00000    .00000  -2.325203817219311        0.     30103                
  5.401   0.267  0.0478  0.0000 -0.0942 -0.0008      11011.116             30104
    .00136    .00000    .00000    .00000    .00000    .00000               30105                
    18.400     8.675   885.400   988.500    98.124   100.000 0 0           30106                
        6.8457093826    .01044         .0738020858    .00775  0            30108                
KATH12M   KOKEE     0104-408 2019 06 27 21 10  32.0000000000               30201                
   15721593.61062977    .02402  1141676.7843244570    .02537 0      I      30202                
    .00029    .00000    .00000    .00000   2.184038303107753        0.     30203                
  0.380   5.401 -0.0002  0.0478 -0.0001 -0.0942       1574.031             30204
    .00000    .00136    .00000    .00000    .00000    .00000               30205                
    10.900    18.400   999.200   885.400    76.726    98.124 0 0           30206                
       -6.7075006335    .00995        -.0635421775    .00719  0            30208                
KOKEE     WARK12M   0104-408 2019 06 27 21 10  32.0000000000               30301                
 -272547959.01422010    .02486  -424216.5531300078    .02626 0      I      30302                
    .00028    .00000    .00000    .00000  -1.878817405315407        0.     30303                
  5.401   0.274  0.0478 -0.0005 -0.0942 -0.0011 -256106210.006             30304
    .00136    .00000    .00000    .00000    .00000    .00000               30305                
    18.400    12.500   885.400  1027.300    98.124   100.000 0 0           30306                
        6.3011901482    .01740         .0627088875    .01240  0            30308                
FORTLEZA  HART15M   1759-396 2019 06 27 21 11  29.0000000000               30401                
  -15527534.61595502    .02500   972945.3287843632    .05097 0      I      30402                
    .00039    .00000    .00000    .00000  -2.864720040336904        0.     30403                
  3.552   0.210  0.0331 -0.0001  0.0235 -0.0002       3325.339             30404
    .00672    .00000    .00000    .00000    .00000    .00000               30405                
    27.536     5.321  1009.757   870.079    73.798    86.542 0 0           30406                
         .0001896560    .01257        -.0128353879    .01742  0            30408                
WETTZELL  ZELENCHK  1803+784 2019 06 27 21 14   8.0000000000               30501                
    1065216.96848301    .00246   101749.9725017394    .00502 0      I      30502                
    .00388    .00000    .00000    .00000   5.783252978924386        0.     30503                
  0.292   0.711  0.0010 -0.0029  0.0002  0.0000     216631.712             30504
    .01284    .00000    .00000    .00000    .00000    .00000               30505                
    21.540    17.382   952.000   882.800    30.299    82.236 0 0           30506                
        2.1149287001    .00380        -.0111598414    .00552  0            30508                
NYALES20  ZELENCHK  1803+784 2019 06 27 21 14   8.0000000000               30601                
    4106513.91676542    .00511    46995.4358711226    .01043 0      I      30602                
    .00187    .00000    .00000    .00000    .588469784485158        0.     30603                
  0.195   0.711 -0.0000 -0.0029 -0.0003  0.0000     383674.036             30604
   -.09725    .00000    .00000    .00000    .00000    .00000               30605                
     3.600    17.382   991.300   882.800    64.557    82.236 0 0           30606                
        -.7588306084    .00456        -.0068862393    .00663  0            30608                
NYALES20  WETTZELL  1803+784 2019 06 27 21 14   8.0000000000               30701                
    3041296.63341336    .00725   -54754.5386191396    .01478 0      I      30702                
    .00132    .00000    .00000    .00000   4.754150009438222        0.     30703                
  0.195   0.292 -0.0000  0.0010 -0.0003  0.0002     167042.324             30704
   -.09725    .01284    .00000    .00000    .00000    .00000               30705                
     3.600    21.540   991.300   952.000    64.557    30.299 0 0           30706                
       -2.8940870266    .00592         .0053926119    .00814  0            30708                
HART15M   YARRA12M  1758-651 2019 06 27 21 16  31.0000000000               30801                
    5519547.52850069    .02264   650416.4062754199    .00673 0      I      30802                
    .00016    .00000    .00000    .00000   -.265635638059895        0.     30803                
  0.257   0.476 -0.0003  0.0007 -0.0001  0.0028      12048.126             30804
    .00000    .00000    .00000    .00000    .00000    .00000               30805                
     5.311     8.568   869.970   988.581    86.789   100.000 0 0           30806                
        3.5834671375    .00742        -.0005429811    .00153  0            30808                
ISHIOKA   KOKEE     0332-403 2019 06 27 21 16  50.0000000000               30901                
   -6677610.28776013    .07687  1001881.1024368300    .02273 0      I      30902                
    .00005    .00000    .00000    .00000  -5.511278185232261        0.     30903                
 11.005   1.863  0.3874  0.0050  0.0769 -0.0051       4247.698             30904
    .00000    .00151    .00000    .00000    .00000    .00000               30905                
    22.943    18.400   986.372   885.442    98.800    98.158 0 0           30906                
       -3.7532548531    .01550         .0079054797    .00334  0            30908                
ISHIOKA   WARK12M   0332-403 2019 06 27 21 16  50.0000000000               31001                
 -275217716.22086030    .09253   528974.2198510481    .02736 8      I      31002                
    .00005    .00000    .00000    .00000  -1.041681079314608        0.     31003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31004
    .00000    .00000    .00000    .00000    .00000    .00000               31005                
    22.943    12.550   986.372  1027.350    98.800   100.000 0 0           31006                
       -2.6687702650    .04446       -6.3067673448    .00895  0            31008                
KOKEE     WARK12M   0332-403 2019 06 27 21 16  50.0000000000               31101                
 -268540109.52885320    .04896  -472881.4685981246    .01448 0      I      31102                
    .00007    .00000    .00000    .00000   1.740789893916289        0.     31103                
  1.863   0.258  0.0050 -0.0002 -0.0051  0.0001 -256106210.412             31104
    .00151    .00000    .00000    .00000    .00000    .00000               31105                
    18.400    12.550   885.442  1027.350    98.158   100.000 0 0           31106                
        6.5966075372    .01376         .0110910729    .00285  0            31108                
KATH12M   ZELENCHK  0059+581 2019 06 27 21 16  51.0000000000               31201                
   -4785571.60265815    .01251  -456250.2424786638    .02552 0      I      31202                
    .00076    .00000    .00000    .00000  -3.746498269900429        0.     31203                
  1.139   1.104  0.0039 -0.0080 -0.0005 -0.0020     211171.130             31204
    .00000    .00000    .00000    .00000    .00000    .00000               31205                
    10.886    17.316   999.200   882.784    76.886    82.353 0 0           31206                
       -4.2878268451    .00898         .0371558043    .01310  0            31208                
NYALES20  WETTZELL  0805+410 2019 06 27 21 17  19.0000000000               31301                
    7653991.66652944    .01000   440945.0662998071    .00821 0      I      31302                
    .00061    .00000    .00000    .00000   5.676312147455600        0.     31303                
  0.351   1.187 -0.0069  0.0237  0.0070 -0.0226     167042.129             31304
   -.03475    .00430    .00000    .00000    .00000    .00000               31305                
     3.560    21.700   991.200   952.000    62.880    29.878 0 0           31306                
       -2.7602306666    .00928        -.0063271694    .00513  0            31308                
FORTLEZA  WETTZELL  0805+410 2019 06 27 21 17  19.0000000000               31401                
    -886071.60316592    .01549  -498500.8561926922    .01272 0      I      31402                
    .00039    .00000    .00000    .00000   2.015406010777554        0.     31403                
  4.944   1.187 -0.0697  0.0237 -0.0449 -0.0226      -2672.798             31404
    .00972    .00430    .00000    .00000    .00000    .00000               31405                
    27.504    21.700  1009.787   952.000    74.050    29.878 0 0           31406                
       -2.9149965125    .01565        -.0355236747    .00864  0            31408                
FORTLEZA  NYALES20  0805+410 2019 06 27 21 17  19.0000000000               31501                
   -8540059.56457351    .02849  -939445.6977457337    .02080 0      I      31502                
    .00020    .00000    .00000    .00000  -1.660745657876759        0.     31503                
  4.944   0.351 -0.0697 -0.0069 -0.0449  0.0070    -169714.927             31504
    .00972   -.03475    .00000    .00000    .00000    .00000               31505                
    27.504     3.560  1009.787   991.200    74.050    62.880 0 0           31506                
        -.1495931738    .01542        -.0431832776    .00764  0            31508                
KATH12M   ZELENCHK  3C418    2019 06 27 21 19  57.0000000000               31601                
  -16616977.28301394    .00967 -1172617.2913562070    .01972 0      I      31602                
    .00099    .00000    .00000    .00000  -1.467467407554531        0.     31603                
  2.496   0.635  0.0151 -0.0008  0.0193 -0.0004     211171.205             31604
    .00000    .00000    .00000    .00000    .00000    .00000               31605                
    10.800    17.410   999.200   882.700    76.751    82.048 0 0           31606                
       -4.2539034888    .01250         .0387547959    .01816  0            31608                
KOKEE     WARK12M   0727-115 2019 06 27 21 21  55.0000000000               31701                
 -252780194.20838240    .01361  -246534.8500336370    .02875 8      I      31702                
    .00072    .00000    .00000    .00000   -.312007497777223        0.     31703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31704
    .00006    .00000    .00000    .00000    .00000    .00000               31705                
    18.425    12.700   885.525  1027.400    98.100   100.000 0 0           31706                
         .0000000000    .00000         .0000000000    .00000  0            31708                
KATH12M   YARRA12M  0202+319 2019 06 27 21 22  13.0000000000               31801                
    6655883.90737272    .01580  -237337.5937697275    .00857 0      I      31802                
    .00031    .00000    .00000    .00000   4.873006356256241        0.     31803                
  0.524   0.777  0.0007 -0.0030 -0.0006 -0.0098      12586.022             31804
    .00000    .00000    .00000    .00000    .00000    .00000               31805                
    10.800     8.512   999.200   988.720    76.538   100.000 0 0           31806                
         .1798449450    .01166         .0294902802    .00427  0            31808                
ISHIOKA   YARRA12M  0202+319 2019 06 27 21 22  13.0000000000               31901                
   14146219.99352979    .02149  -461192.9577272736    .02270 0      I      31902                
    .00032    .00000    .00000    .00000   4.200335807060212        0.     31903                
  1.213   0.777  0.0003 -0.0030  0.0004 -0.0098      15259.475             31904
    .00000    .00000    .00000    .00000    .00000    .00000               31905                
    23.000     8.512   986.178   988.720    98.800   100.000 0 0           31906                
        3.7979902721    .01639         .0171899563    .01167  0            31908                
ISHIOKA   KATH12M   0202+319 2019 06 27 21 22  13.0000000000               32001                
    7490337.90094318    .01473  -223855.5370720391    .01528 0      I      32002                
    .00046    .00000    .00000    .00000   2.715775565839280        0.     32003                
  1.213   0.524  0.0003  0.0007  0.0004 -0.0006       2673.453             32004
    .00000    .00000    .00000    .00000    .00000    .00000               32005                
    23.000    10.800   986.178   999.200    98.800    76.538 0 0           32006                
        3.6443462824    .01485        -.0185990775    .01036  0            32008                
FORTLEZA  KOKEE     OJ287    2019 06 27 21 23  50.0000000000               32101                
   -4646538.81498142    .02524 -2442766.6638066110    .05148 0      I      32102                
    .00038    .00000    .00000    .00000  -4.998726201835611        0.     32103                
  2.162   1.290 -0.0069 -0.0002 -0.0089  0.0069       4361.632             32104
    .00322   -.00014    .00000    .00000    .00000    .00000               32105                
    27.468    18.472  1009.819   885.544    74.333    98.100 0 0           32106                
       -3.7622363117    .00467        -.0544648246    .00704  0            32108                
HART15M   ZELENCHK  1538+149 2019 06 27 21 24  55.0000000000               32201                
    -562108.24411312    .02902    82231.9997667222    .04638 0      I      32202                
    .00029    .00000    .00000    .00000   -.856731931880629        0.     32203                
  0.308   0.851  0.0004  0.0020  0.0010  0.0015     210633.595             32204
    .00000    .00000    .00000    .00000    .00000    .00000               32205                
     5.100    17.500   869.888   882.700    87.000    81.589 0 0           32206                
        -.7630503789    .02778        -.0270491921    .03167  0            32208                
NYALES20  WETTZELL  1100+122 2019 06 27 21 25    .0000000000               32301                
     183216.28095524    .02500   699183.9194329249    .00743 0      I      32302                
    .00015    .00000    .00000    .00000   4.693700513751168        0.     32303                
  0.855   1.127  0.0058  0.0014  0.0591 -0.0255     167041.659             32304
   -.04858   -.00897    .00000    .00000    .00000    .00000               32305                
     3.300    21.577   991.200   952.000    63.303    29.965 0 0           32306                
       -2.8343834148    .02055        -.0096944185    .00411  0            32308                
KOKEE     WARK12M   0808+019 2019 06 27 21 26  33.0000000000               32401                
 -247380368.28298420    .03745  -157670.1280897716    .02517 0      I      32402                
    .00015    .00000    .00000    .00000    .589493969661375        0.     32403                
  1.177   1.088  0.0003  0.0113  0.0053  0.0316 -256106211.040             32404
   -.00124    .00000    .00000    .00000    .00000    .00000               32405                
    18.378    12.701   885.400  1027.449    98.122   100.000 0 0           32406                
        6.8822071691    .02047         .0462205825    .00933  0            32408                
KATH12M   YARRA12M  0229+131 2019 06 27 21 26  59.0000000000               32501                
    6073679.57918615    .01869  -240226.8100037178    .01176 0      I      32502                
    .00028    .00000    .00000    .00000   3.520741039029976        0.     32503                
  0.423   0.510  0.0004 -0.0009 -0.0008 -0.0047      12586.379             32504
    .00000    .00000    .00000    .00000    .00000    .00000               32505                
    10.800     8.465   999.200   988.837    76.300   100.000 0 0           32506                
         .1987784076    .00740         .0250376080    .00319  0            32508                
ISHIOKA   YARRA12M  0229+131 2019 06 27 21 26  59.0000000000               32601                
    8260136.16948480    .08886  -512497.0708333312    .06111 2      I      32602                
    .00007    .00000    .00000    .00000   1.014656252678865        0.     32603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32604
    .00000    .00000    .00000    .00000    .00000    .00000               32605                
    22.976     8.465   986.124   988.837    98.800   100.000 0 0           32606                
        3.4045274714    .00962       -1.4079011114    .00566  0            32608                
ISHIOKA   KATH12M   0229+131 2019 06 27 21 26  59.0000000000               32701                
    2186452.63639843    .07397  -272289.0044508420    .05029 0      I      32702                
    .00007    .00000    .00000    .00000   -.414233202536023        0.     32703                
  1.344   0.423  0.0022  0.0004  0.0008 -0.0008       2673.316             32704
    .00000    .00000    .00000    .00000    .00000    .00000               32705                
    22.976    10.800   986.124   999.200    98.800    76.300 0 0           32706                
        3.5725902367    .00825        -.0004528263    .00475  0            32708                
WETTZELL  ZELENCHK  0151+474 2019 06 27 21 30  44.0000000000               32801                
   -2326570.73470374    .01425  -253098.2432589882    .01478 8      I      32802                
    .00048    .00000    .00000    .00000  -4.955059414706018        0.     32803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32804
   -.00222    .00000    .00000    .00000    .00000    .00000               32805                
    21.400    17.485   952.000   882.700    30.215    81.545 0 0           32806                
        2.1029120535    .04111        -.0141561254    .03033  0            32808                
NYALES20  ZELENCHK  0151+474 2019 06 27 21 30  44.0000000000               32901                
    6254533.19897042    .02745  -579790.7914847205    .02849 8      I      32902                
    .00025    .00000    .00000    .00000   1.818360053303137        0.     32903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32904
   -.06325    .00000    .00000    .00000    .00000    .00000               32905                
     3.200    17.485   991.200   882.700    64.460    81.545 0 0           32906                
        2.5055160007    .03722         .0392044224    .02750  0            32908                
NYALES20  WETTZELL  0151+474 2019 06 27 21 30  44.0000000000               33001                
    8581106.04925521    .02601  -326692.6697130672    .01183 0      I      33002                
    .00017    .00000    .00000    .00000   3.685895908766804        0.     33003                
  0.310   1.085 -0.0056  0.0199 -0.0032  0.0094     167041.308             33004
   -.06325   -.00222    .00000    .00000    .00000    .00000               33005                
     3.200    21.400   991.200   952.000    64.460    30.215 0 0           33006                
       -2.8461010333    .01778         .0113481484    .00546  0            33008                
FORTLEZA  HART15M   1351-018 2019 06 27 21 30  50.0000000000               33101                
   10328439.14931411    .02168  1411377.8955505660    .01441 0      I      33102                
    .00025    .00000    .00000    .00000   3.361388132043995        0.     33103                
  0.856   0.407 -0.0001  0.0002  0.0002  0.0026       3325.075             33104
    .01822    .00000    .00000    .00000    .00000    .00000               33105                
    27.429     5.100  1009.854   869.822    74.636    86.978 0 0           33106                
         .1156555591    .01069        -.0039781056    .00483  0            33108                
KATH12M   WARK12M   0131-522 2019 06 27 21 31   1.0000000000               33201                
 -258829203.56390710    .04960   587899.2621359403    .03372 0      I      33202                
    .00011    .00000    .00000    .00000  -2.130271078069871        0.     33203                
  0.408   0.292 -0.0006 -0.0012 -0.0003 -0.0007 -256104637.104             33204
    .00000    .00000    .00000    .00000    .00000    .00000               33205                
    10.800    12.900   999.235  1027.500    76.265   100.000 0 0           33206                
        -.4811343370    .02111        -.0101535232    .00980  0            33208                
WARK12M   YARRA12M  0131-522 2019 06 27 21 31   1.0000000000               33301                
  257310586.53759660    .06585  -796030.6975808406    .04426 0      I      33302                
    .00008    .00000    .00000    .00000   6.232733318224689        0.     33303                
  0.292   0.315 -0.0012  0.0002 -0.0007 -0.0006  256117223.787             33304
    .00000    .00000    .00000    .00000    .00000    .00000               33305                
    12.900     8.426  1027.500   988.936   100.000   100.000 0 0           33306                
         .5209225548    .02030         .0078413584    .00949  0            33308                
KATH12M   YARRA12M  0131-522 2019 06 27 21 31   1.0000000000               33401                
   -1518614.79931261    .01590  -208131.9927160853    .01011 0      I      33402                
    .00034    .00000    .00000    .00000  -4.663784692594090        0.     33403                
  0.408   0.315 -0.0006  0.0002 -0.0003 -0.0006      12586.683             33404
    .00000    .00000    .00000    .00000    .00000    .00000               33405                
    10.800     8.426   999.235   988.936    76.265   100.000 0 0           33406                
         .1311904958    .01383         .0162772685    .00592  0            33408                
KATH12M   WARK12M   0454-234 2019 06 27 21 34   6.0000000000               33501                
 -265347057.44955790    .03063   827216.7793485461    .06469 0      I      33502                
    .00032    .00000    .00000    .00000  -5.291371386644494        0.     33503                
  0.643   0.279 -0.0008  0.0007 -0.0050  0.0006 -256104637.274             33504
    .00000    .00000    .00000    .00000    .00000    .00000               33505                
    10.800    12.850   999.300  1027.500    76.226   100.000 0 0           33506                
        -.4303600123    .02221         .0273132195    .03163  0            33508                
WARK12M   YARRA12M  0454-234 2019 06 27 21 34   6.0000000000               33601                
  268932779.69849750    .02860  -823548.9177382765    .06264 1      I      33602                
    .00035    .00000    .00000    .00000   3.122797926828777        0.     33603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             33604
    .00000    .00000    .00000    .00000    .00000    .00000               33605                
    12.850     8.400  1027.500   989.000   100.000   100.000 0 0           33606                
         .5688077000    .02200        -.0484765932    .03247  0            33608                
KATH12M   YARRA12M  0454-234 2019 06 27 21 34   6.0000000000               33701                
    3585729.59615306    .01914     3667.7089007353    .03904 0      I      33702                
    .00050    .00000    .00000    .00000   -.248869607548760        0.     33703                
  0.643   0.821 -0.0008  0.0008 -0.0050 -0.0108      12586.914             33704
    .00000    .00000    .00000    .00000    .00000    .00000               33705                
    10.800     8.400   999.300   989.000    76.226   100.000 0 0           33706                
         .1285916716    .01158         .0467516005    .01597  0            33708                
ISHIOKA   KOKEE     0019+058 2019 06 27 21 34  18.0000000000               33801                
   11609261.42146988    .05457  1079099.5800663620    .02017 0      I      33802                
    .00007    .00000    .00000    .00000   5.013350152013454        0.     33803                
  1.374   2.600  0.0031  0.0000 -0.0006 -0.0352       4247.361             33804
    .00000    .00226    .00000    .00000    .00000    .00000               33805                
    22.974    18.332   986.175   885.432    98.800    98.200 0 0           33806                
       -3.4407370650    .01332        -.0492275021    .00350  0            33808                
WETTZELL  ZELENCHK  1546+027 2019 06 27 21 36  37.0000000000               33901                
    2633774.30149229    .00175   510931.7467900622    .00357 0      I      33902                
    .00545    .00000    .00000    .00000   1.445209239795867        0.     33903                
  0.387   1.045 -0.0020  0.0040 -0.0006  0.0026     216631.665             33904
    .00878    .00000    .00000    .00000    .00000    .00000               33905                
    21.400    17.400   952.020   882.700    30.280    81.800 0 0           33906                
        2.0786382528    .00456        -.0225400912    .00662  0            33908                
NYALES20  ZELENCHK  1546+027 2019 06 27 21 36  37.0000000000               34001                
   -6463372.15750126    .00548   703065.4761925916    .01118 0      I      34002                
    .00174    .00000    .00000    .00000  -2.885784845611104        0.     34003                
  0.849   1.045  0.0581  0.0040  0.0119  0.0026     383672.613             34004
   -.05213    .00000    .00000    .00000    .00000    .00000               34005                
     3.200    17.400   991.100   882.700    64.020    81.800 0 0           34006                
        -.9309113224    .00870        -.0068543932    .01263  0            34008                
NYALES20  WETTZELL  1546+027 2019 06 27 21 36  37.0000000000               34101                
   -9097141.73439540    .00797   192133.5409899276    .01626 0      I      34102                
    .00120    .00000    .00000    .00000  -5.107898229665666        0.     34103                
  0.849   0.387  0.0581 -0.0020  0.0119 -0.0006     167040.948             34104
   -.05213    .00878    .00000    .00000    .00000    .00000               34105                
     3.200    21.400   991.100   952.020    64.020    30.280 0 0           34106                
       -3.0086355401    .00935        -.0289963660    .01281  0            34108                
FORTLEZA  HART15M   1546+027 2019 06 27 21 36  37.0000000000               34201                
     880730.16389309    .01032  1609129.2599603430    .02105 0      I      34202                
    .00093    .00000    .00000    .00000   1.893138820393417        0.     34203                
  1.062   0.288 -0.0004  0.0002  0.0012  0.0006       3324.997             34204
    .01172    .00000    .00000    .00000    .00000    .00000               34205                
    27.397     5.100  1009.883   869.920    74.887    86.880 0 0           34206                
         .0741239044    .01352         .0191949016    .01851  0            34208                
HART15M   ZELENCHK  1546+027 2019 06 27 21 36  37.0000000000               34301                
    4636448.91205583    .00613    79727.1293464195    .01251 0      I      34302                
    .00156    .00000    .00000    .00000   2.704321576306958        0.     34303                
  0.288   1.045  0.0002  0.0040  0.0006  0.0026     210633.513             34304
    .00000    .00000    .00000    .00000    .00000    .00000               34305                
     5.100    17.400   869.920   882.700    86.880    81.800 0 0           34306                
        -.7622101833    .00816        -.0143992639    .01185  0            34308                
FORTLEZA  ZELENCHK  1546+027 2019 06 27 21 36  37.0000000000               34401                
    5517179.16106551    .00664  1688856.5362300120    .01354 0      I      34402                
    .00144    .00000    .00000    .00000   2.183243083206255        0.     34403                
  1.062   1.045 -0.0004  0.0040  0.0012  0.0026     213958.510             34404
    .01172    .00000    .00000    .00000    .00000    .00000               34405                
    27.397    17.400  1009.883   882.700    74.887    81.800 0 0           34406                
