DATA IN NGS FORMAT FROM DATABASE 19JAN17XE_V002                                                 
       -1.0518576447   0.04487            -0.08488   0.01455  0           132408                
FORTLEZA  ISHIOKA   0716+714 2019 01 18 01 05   4.0000000000              132501                
   -1396678.90669532   0.01825   256885.6153325292   0.01540 0      I     132502                
   0.00034    .00000    .00000    .00000  -2.695497192034980       0.0    132503                
  4.434   0.226 -0.0171 -0.0284 -0.0003  0.0029       -411.504            132504
  -0.01738   0.00000    .00000    .00000    .00000    .00000              132505                
    26.107     6.242  1009.900  1003.088   100.000    35.570 0 0          132506                
       -0.3014192799   0.02134            -0.01894   0.01249  0           132508                
FORTLEZA  KOKEE     0716+714 2019 01 18 01 05   4.0000000000              132601                
    2291899.76818837   0.02573  -175917.8264398006   0.02111 0      I     132602                
   0.00024    .00000    .00000    .00000   0.255645821205385       0.0    132603                
  4.434   3.123 -0.0171 -0.1339 -0.0003  0.0439       8490.101            132604
  -0.01738  -0.00551    .00000    .00000    .00000    .00000              132605                
    26.107    11.500  1009.900   884.500   100.000    94.700 0 0          132606                
        0.0232563132   0.01564             0.09806   0.00728  0           132608                
FORTLEZA  MEDICINA  0716+714 2019 01 18 01 05   4.0000000000              132701                
  -12914157.34945681   0.00720   335783.3452096467   0.01037 0      I     132702                
   0.00114    .00000    .00000    .00000  -5.015776824398735       0.0    132703                
  4.434   0.411 -0.0171  0.0004 -0.0003  0.0002      -5696.697            132704
  -0.01738   0.00000    .00000    .00000    .00000    .00000              132705                
    26.107     5.000  1009.900  1007.740   100.000    86.474 0 0          132706                
       -0.7012032780   0.01496             0.01161   0.01273  0           132708                
FORTLEZA  NYALES20  0716+714 2019 01 18 01 05   4.0000000000              132801                
  -15758415.94756751   0.01032   190874.1289586179   0.01033 0      I     132802                
   0.00065    .00000    .00000    .00000  -0.968926714126951       0.0    132803                
  4.434   0.004 -0.0171 -0.0000 -0.0003  0.0002    -149229.083            132804
  -0.01738   0.00691    .00000    .00000    .00000    .00000              132805                
    26.107   -14.263  1009.900   994.700   100.000    56.008 0 0          132806                
       -0.3584066627   0.01434            -0.04868   0.01014  0           132808                
FORTLEZA  WETTZ13N  0716+714 2019 01 18 01 05   4.0000000000              132901                
  -13634248.33650956   0.01270   325198.5824730964   0.02502 0      I     132902                
   0.00074    .00000    .00000    .00000  -5.730261399553989       0.0    132903                
  4.434   0.146 -0.0171 -0.0012 -0.0003 -0.0005        134.474            132904
  -0.01738   0.00000    .00000    .00000    .00000    .00000              132905                
    26.107    -0.511  1009.900   938.900   100.000    89.033 0 0          132906                
        0.1931129926   0.02031            -0.02054   0.02851  0           132908                
FORTLEZA  WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              133001                
  -13636934.69746136   0.00972   325193.0882476448   0.01741 0      I     133002                
   0.00093    .00000    .00000    .00000  -0.065214460960127       0.0    133003                
  4.434   0.140 -0.0171 -0.0021 -0.0003 -0.0004      -2378.040            133004
  -0.01738   0.00775    .00000    .00000    .00000    .00000              133005                
    26.107    -0.511  1009.900   938.900   100.000    89.034 0 0          133006                
        0.7069064508   0.01451             0.03312   0.01844  0           133008                
FORTLEZA  YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              133101                
  -12746444.59903434   0.00567   262164.9363618323   0.00838 0      I     133102                
   0.00144    .00000    .00000    .00000  -4.358533701081425       0.0    133103                
  4.434   0.097 -0.0171  0.0005 -0.0003  0.0001      -5295.300            133104
  -0.01738  -0.00946    .00000    .00000    .00000    .00000              133105                
    26.107    -1.077  1009.900   913.100   100.000    77.885 0 0          133106                
       -2.0743301558   0.01503            -0.00514   0.01658  0           133108                
FORTLEZA  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              133201                
  -10641758.38795458   0.01036   460068.9783395241   0.02111 0      I     133202                
   0.00092    .00000    .00000    .00000  -3.247404038440276       0.0    133203                
  4.434   0.037 -0.0171  0.0026 -0.0003  0.0008     213509.229            133204
  -0.01738   0.00000    .00000    .00000    .00000    .00000              133205                
    26.107    -6.300  1009.900   886.900   100.000    54.700 0 0          133206                
       -1.0765390161   0.02071            -0.05255   0.03375  0           133208                
ISHIOKA   KOKEE     0716+714 2019 01 18 01 05   4.0000000000              133301                
    3688578.14405343   0.01528  -432803.3535309043   0.01290 0      I     133302                
   0.00040    .00000    .00000    .00000   0.740716378997399       0.0    133303                
  0.226   3.123 -0.0284 -0.1339  0.0029  0.0439       8901.606            133304
   0.00000  -0.00551    .00000    .00000    .00000    .00000              133305                
     6.242    11.500  1003.088   884.500    35.570    94.700 0 0          133306                
        0.3156916783   0.00969             0.11388   0.00437  0           133308                
ISHIOKA   MEDICINA  0716+714 2019 01 18 01 05   4.0000000000              133401                
  -11517478.34075214   0.00571    78897.4898751206   0.00823 0      I     133402                
   0.00142    .00000    .00000    .00000  -2.629251858867586       0.0    133403                
  0.226   0.411 -0.0284  0.0004  0.0029  0.0002      -5285.193            133404
   0.00000   0.00000    .00000    .00000    .00000    .00000              133405                
     6.242     5.000  1003.088  1007.740    35.570    86.474 0 0          133406                
       -0.4098535539   0.01209             0.04149   0.00949  0           133408                
ISHIOKA   NYALES20  0716+714 2019 01 18 01 05   4.0000000000              133501                
  -14361737.11889332   0.00667   -66011.5141754949   0.00668 0      I     133502                
   0.00100    .00000    .00000    .00000  -5.327203153847075       0.0    133503                
  0.226   0.004 -0.0284 -0.0000  0.0029  0.0002    -148817.579            133504
   0.00000   0.00691    .00000    .00000    .00000    .00000              133505                
     6.242   -14.263  1003.088   994.700    35.570    56.008 0 0          133506                
       -0.0669048706   0.01118            -0.02235   0.00732  0           133508                
ISHIOKA   WETTZ13N  0716+714 2019 01 18 01 05   4.0000000000              133601                
  -12237569.35297170   0.00980    68312.4822809810   0.01929 0      I     133602                
   0.00096    .00000    .00000    .00000  -4.055490736428546       0.0    133603                
  0.226   0.146 -0.0284 -0.0012  0.0029 -0.0005        545.978            133604
   0.00000   0.00000    .00000    .00000    .00000    .00000              133605                
     6.242    -0.511  1003.088   938.900    35.570    89.033 0 0          133606                
        0.5108401024   0.01797             0.05738   0.02323  0           133608                
ISHIOKA   WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              133701                
  -12240255.69629747   0.00744    68307.0719879181   0.01332 0      I     133702                
   0.00121    .00000    .00000    .00000  -0.952015574625920       0.0    133703                
  0.226   0.140 -0.0284 -0.0021  0.0029 -0.0004      -1966.536            133704
   0.00000   0.00775    .00000    .00000    .00000    .00000              133705                
     6.242    -0.511  1003.088   938.900    35.570    89.034 0 0          133706                
        1.0108647138   0.01224             0.02454   0.01430  0           133708                
ISHIOKA   YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              133801                
  -11349765.68085790   0.00464     5279.0739688191   0.00686 0      I     133802                
   0.00175    .00000    .00000    .00000  -1.044195436278779       0.0    133803                
  0.226   0.097 -0.0284  0.0005  0.0029  0.0001      -4883.796            133804
   0.00000  -0.00946    .00000    .00000    .00000    .00000              133805                
     6.242    -1.077  1003.088   913.100    35.570    77.885 0 0          133806                
       -1.7626535754   0.01476             0.00312   0.01462  0           133808                
ISHIOKA   ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              133901                
   -9245079.18612707   0.00721   203182.8833235571   0.01468 0      I     133902                
   0.00132    .00000    .00000    .00000  -4.534425371069017       0.0    133903                
  0.226   0.037 -0.0284  0.0026  0.0029  0.0008     213920.734            133904
   0.00000   0.00000    .00000    .00000    .00000    .00000              133905                
     6.242    -6.300  1003.088   886.900    35.570    54.700 0 0          133906                
       -0.7983215559   0.01696             0.01639   0.02429  0           133908                
KOKEE     MEDICINA  0716+714 2019 01 18 01 05   4.0000000000              134001                
  -15206058.30629929   0.00907   511700.0990405062   0.01307 0      I     134002                
   0.00090    .00000    .00000    .00000  -2.889284771915686       0.0    134003                
  3.123   0.411 -0.1339  0.0004  0.0439  0.0002     -14186.798            134004
  -0.00551   0.00000    .00000    .00000    .00000    .00000              134005                
    11.500     5.000   884.500  1007.740    94.700    86.474 0 0          134006                
       -0.7318168203   0.00833            -0.00324   0.00607  0           134008                
KOKEE     NYALES20  0716+714 2019 01 18 01 05   4.0000000000              134101                
  -18050316.60627805   0.01206   366791.9173787987   0.01207 0      I     134102                
   0.00055    .00000    .00000    .00000  -0.422318193420854       0.0    134103                
  3.123   0.004 -0.1339 -0.0000  0.0439  0.0002    -157719.184            134104
  -0.00551   0.00691    .00000    .00000    .00000    .00000              134105                
    11.500   -14.263   884.500   994.700    94.700    56.008 0 0          134106                
       -0.4062558785   0.00795            -0.15893   0.00435  0           134108                
KOKEE     WETTZ13N  0716+714 2019 01 18 01 05   4.0000000000              134201                
  -15926149.24422825   0.01210   501115.6372709874   0.02382 0      I     134202                
   0.00078    .00000    .00000    .00000  -2.300257188340212       0.0    134203                
  3.123   0.146 -0.1339 -0.0012  0.0439 -0.0005      -8355.628            134204
  -0.00551   0.00000    .00000    .00000    .00000    .00000              134205                
    11.500    -0.511   884.500   938.900    94.700    89.033 0 0          134206                
        0.1729114097   0.01137            -0.01289   0.01372  0           134208                
KOKEE     WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              134301                
  -15928835.61900882   0.00902   501110.1351388369   0.01614 0      I     134302                
   0.00100    .00000    .00000    .00000  -2.950856257369991       0.0    134303                
  3.123   0.140 -0.1339 -0.0021  0.0439 -0.0004     -10868.141            134304
  -0.00551   0.00775    .00000    .00000    .00000    .00000              134305                
    11.500    -0.511   884.500   938.900    94.700    89.034 0 0          134306                
        0.6703636357   0.00871            -0.00451   0.00961  0           134308                
KOKEE     YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              134401                
  -15038345.38543449   0.00684   438081.7569141860   0.01011 0      I     134402                
   0.00120    .00000    .00000    .00000  -3.657091957364834       0.0    134403                
  3.123   0.097 -0.1339  0.0005  0.0439  0.0001     -13785.401            134404
  -0.00551  -0.00946    .00000    .00000    .00000    .00000              134405                
    11.500    -1.077   884.500   913.100    94.700    77.885 0 0          134406                
       -2.0896707778   0.00986            -0.01939   0.00948  0           134408                
KOKEE     ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              134501                
  -12933659.60241207   0.00893   635986.0983054462   0.01819 0      I     134502                
   0.00107    .00000    .00000    .00000  -3.252152720979997       0.0    134503                
  3.123   0.037 -0.1339  0.0026  0.0439  0.0008     205019.128            134504
  -0.00551   0.00000    .00000    .00000    .00000    .00000              134505                
    11.500    -6.300   884.500   886.900    94.700    54.700 0 0          134506                
       -1.1148524907   0.01058            -0.01282   0.01452  0           134508                
MEDICINA  NYALES20  0716+714 2019 01 18 01 05   4.0000000000              134601                
   -2844260.45671240   0.00318  -144909.1945515021   0.00458 0      I     134602                
   0.00256    .00000    .00000    .00000  -4.723140161705340       0.0    134603                
  0.411   0.004  0.0004 -0.0000  0.0002  0.0002    -143532.386            134604
   0.00000   0.00691    .00000    .00000    .00000    .00000              134605                
     5.000   -14.263  1007.740   994.700    86.474    56.008 0 0          134606                
        0.3516478370   0.00742            -0.04311   0.00584  0           134608                
MEDICINA  WETTZ13N  0716+714 2019 01 18 01 05   4.0000000000              134701                
    -720091.12589992   0.00327   -10584.9729590230   0.00644 0      I     134702                
   0.00288    .00000    .00000    .00000  -1.529743165959107       0.0    134703                
  0.411   0.146  0.0004 -0.0012  0.0002 -0.0005       5831.170            134704
   0.00000   0.00000    .00000    .00000    .00000    .00000              134705                
     5.000    -0.511  1007.740   938.900    86.474    89.033 0 0          134706                
        0.8985698844   0.00767            -0.00326   0.00825  0           134708                
MEDICINA  WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              134801                
    -722777.47821503   0.00248   -10590.4300569339   0.00458 0      I     134802                
   0.00368    .00000    .00000    .00000  -2.145898507346456       0.0    134803                
  0.411   0.140  0.0004 -0.0021  0.0002 -0.0004       3318.657            134804
   0.00000   0.00775    .00000    .00000    .00000    .00000              134805                
     5.000    -0.511  1007.740   938.900    86.474    89.034 0 0          134806                
        1.3886658997   0.00586            -0.00448   0.00591  0           134808                
MEDICINA  YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              134901                
     167711.80342327   0.00150   -73618.3434482350   0.00227 0      I     134902                
   0.00552    .00000    .00000    .00000   1.852584336471745       0.0    134903                
  0.411   0.097  0.0004  0.0005  0.0002  0.0001        401.397            134904
   0.00000  -0.00946    .00000    .00000    .00000    .00000              134905                
     5.000    -1.077  1007.740   913.100    86.474    77.885 0 0          134906                
       -1.3422765938   0.00636            -0.00605   0.00554  0           134908                
MEDICINA  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              135001                
    2272400.57084669   0.00276   124285.2956619464   0.00563 0      I     135002                
   0.00347    .00000    .00000    .00000   2.854434113258691       0.0    135003                
  0.411   0.037  0.0004  0.0026  0.0002  0.0008     219205.926            135004
   0.00000   0.00000    .00000    .00000    .00000    .00000              135005                
     5.000    -6.300  1007.740   886.900    86.474    54.700 0 0          135006                
       -0.3800402356   0.00857             0.01581   0.01125  0           135008                
NYALES20  WETTZ13N  0716+714 2019 01 18 01 05   4.0000000000              135101                
    2124169.69338494   0.00548   134324.3799532362   0.01079 0      I     135102                
   0.00171    .00000    .00000    .00000   3.128659011755823       0.0    135103                
  0.004   0.146 -0.0000 -0.0012  0.0002 -0.0005     149363.557            135104
   0.00691   0.00000    .00000    .00000    .00000    .00000              135105                
   -14.263    -0.511   994.700   938.900    56.008    89.033 0 0          135106                
        0.5706467483   0.00942             0.09008   0.01214  0           135108                
NYALES20  WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              135201                
    2121483.33954240   0.00428   134318.8732548547   0.00790 0      I     135202                
   0.00212    .00000    .00000    .00000   2.502407094043766       0.0    135203                
  0.004   0.140 -0.0000 -0.0021  0.0002 -0.0004     146851.043            135204
   0.00691   0.00775    .00000    .00000    .00000    .00000              135205                
   -14.263    -0.511   994.700   938.900    56.008    89.034 0 0          135206                
        1.0628210123   0.00751             0.06610   0.00908  0           135208                
NYALES20  YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              135301                
    3011972.45059078   0.00255    71290.9223743321   0.00387 0      I     135302                
   0.00323    .00000    .00000    .00000   3.883885157899328       0.0    135303                
  0.004   0.097 -0.0000  0.0005  0.0002  0.0001     143933.783            135304
   0.00691  -0.00946    .00000    .00000    .00000    .00000              135305                
   -14.263    -1.077   994.700   913.100    56.008    77.885 0 0          135306                
       -1.6856433820   0.00969             0.05307   0.00987  0           135308                
NYALES20  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              135401                
    5116661.75420341   0.00423   269194.6565290374   0.00862 0      I     135402                
   0.00226    .00000    .00000    .00000   1.205709431910332       0.0    135403                
  0.004   0.037 -0.0000  0.0026  0.0002  0.0008     362738.312            135404
   0.00691   0.00000    .00000    .00000    .00000    .00000              135405                
   -14.263    -6.300   994.700   886.900    56.008    54.700 0 0          135406                
       -0.7120361338   0.01100             0.10418   0.01579  0           135408                
WETTZ13N  WETTZELL  0716+714 2019 01 18 01 05   4.0000000000              135501                
      -2686.36645662   0.00361       -5.4617509680   0.00710 2      I     135502                
   0.00260    .00000    .00000    .00000  -0.603368706045551       0.0    135503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            135504
   0.00000   0.00775    .00000    .00000    .00000    .00000              135505                
    -0.511    -0.511   938.900   938.900    89.033    89.034 0 0          135506                
        0.5096850947   0.00568            -0.00637   0.00655  0           135508                
WETTZ13N  YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              135601                
     887802.87547801   0.00268   -63033.3496343955   0.00528 0      I     135602                
   0.00350    .00000    .00000    .00000   0.988320518975180       0.0    135603                
  0.146   0.097 -0.0012  0.0005 -0.0005  0.0001      -5429.774            135604
   0.00000  -0.00946    .00000    .00000    .00000    .00000              135605                
    -0.511    -1.077   938.900   913.100    89.033    77.885 0 0          135606                
       -2.2735879657   0.00871             0.01221   0.01150  0           135608                
WETTZ13N  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              135701                
    2992491.78805257   0.00413   134870.2890105709   0.00841 0      I     135702                
   0.00231    .00000    .00000    .00000   3.136581383366591       0.0    135703                
  0.146   0.037 -0.0012  0.0026 -0.0005  0.0008     213374.756            135704
   0.00000   0.00000    .00000    .00000    .00000    .00000              135705                
    -0.511    -6.300   938.900   886.900    89.033    54.700 0 0          135706                
       -1.2882068938   0.00924             0.00498   0.01321  0           135708                
WETTZELL  YEBES40M  0716+714 2019 01 18 01 05   4.0000000000              135801                
     890489.23676127   0.00200   -63027.9131228909   0.00359 0      I     135802                
   0.00450    .00000    .00000    .00000   1.604092631481667       0.0    135803                
  0.140   0.097 -0.0021  0.0005 -0.0004  0.0001      -2917.260            135804
   0.00775  -0.00946    .00000    .00000    .00000    .00000              135805                
    -0.511    -1.077   938.900   913.100    89.034    77.885 0 0          135806                
       -2.7761887821   0.00678             0.01322   0.00814  0           135808                
WETTZELL  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              135901                
    2995178.14509496   0.00326   134875.7334272289   0.00664 0      I     135902                
   0.00293    .00000    .00000    .00000   3.751722593010838       0.0    135903                
  0.140   0.037 -0.0021  0.0026 -0.0004  0.0008     215887.269            135904
   0.00775   0.00000    .00000    .00000    .00000    .00000              135905                
    -0.511    -6.300   938.900   886.900    89.034    54.700 0 0          135906                
       -1.7622184174   0.00812            -0.00192   0.01165  0           135908                
YEBES40M  ZELENCHK  0716+714 2019 01 18 01 05   4.0000000000              136001                
    2104688.73119938   0.00212   197903.6580895681   0.00432 0      I     136002                
   0.00450    .00000    .00000    .00000   5.648177448435566       0.0    136003                
  0.097   0.037  0.0005  0.0026  0.0001  0.0008     218804.530            136004
  -0.00946   0.00000    .00000    .00000    .00000    .00000              136005                
    -1.077    -6.300   913.100   886.900    77.885    54.700 0 0          136006                
        0.9866460149   0.00976             0.01718   0.01412  0           136008                
HART15M   ISHIOKA   1514+197 2019 01 18 01 10  43.0000000000              136101                
  -11510621.31486267   0.02209  2056085.5877045679   0.00669 0      I     136102                
   0.00017    .00000    .00000    .00000  -1.948253072310661       0.0    136103                
  2.342   0.087  0.0063  0.0006  0.0135  0.0036     -12231.498            136104
   0.00000   0.00000    .00000    .00000    .00000    .00000              136105                
    14.725     6.001   860.925  1003.000    86.675    36.150 0 0          136106                
       -0.1328499040   0.01702            -0.01812   0.00300  0           136108                
HART15M   MEDICINA  1514+197 2019 01 18 01 10  43.0000000000              136201                
   -2718016.24058945   0.01413   174878.0225308366   0.00439 0      I     136202                
   0.00026    .00000    .00000    .00000  -0.759186865895698       0.0    136203                
  2.342   1.121  0.0063  0.0009  0.0135 -0.0043     -17516.756            136204
   0.00000   0.00000    .00000    .00000    .00000    .00000              136205                
    14.725     5.079   860.925  1007.900    86.675    86.241 0 0          136206                
       -0.4085837858   0.01469             0.00594   0.00236  0           136208                
HART15M   NYALES20  1514+197 2019 01 18 01 10  43.0000000000              136301                
   -3582083.03832725   0.02189   932126.0713563474   0.00663 0      I     136302                
   0.00017    .00000    .00000    .00000  -3.280439220182164       0.0    136303                
  2.342   0.065  0.0063 -0.0001  0.0135 -0.0065    -161048.741            136304
   0.00000   0.01246    .00000    .00000    .00000    .00000              136305                
    14.725   -14.459   860.925   994.700    86.675    57.824 0 0          136306                
       -0.1170372233   0.02753            -0.01597   0.00533  0           136308                
HART15M   WETTZ13N  1514+197 2019 01 18 01 10  43.0000000000              136401                
   -3239066.03144074   0.02033   262832.7739606092   0.00616 0      I     136402                
   0.00018    .00000    .00000    .00000  -1.359022689018177       0.0    136403                
  2.342   0.365  0.0063 -0.0021  0.0135  0.0176     -11685.504            136404
   0.00000   0.00000    .00000    .00000    .00000    .00000              136405                
    14.725    -0.600   860.925   938.900    86.675    89.249 0 0          136406                
        0.5101572247   0.01903             0.00347   0.00353  0           136408                
HART15M   WETTZELL  1514+197 2019 01 18 01 10  43.0000000000              136501                
   -3241566.41474135   0.01549   262853.5431898908   0.00469 0      I     136502                
   0.00024    .00000    .00000    .00000  -5.716502976730421       0.0    136503                
  2.342   0.349  0.0063 -0.0038  0.0135  0.0155     -14198.040            136504
   0.00000   0.00378    .00000    .00000    .00000    .00000              136505                
    14.725    -0.600   860.925   938.900    86.675    89.249 0 0          136506                
        0.9762593080   0.01544             0.00250   0.00290  0           136508                
HART15M   YEBES40M  1514+197 2019 01 18 01 10  43.0000000000              136601                
    1445618.04399759   0.01287   108057.2018060013   0.00390 0      I     136602                
   0.00029    .00000    .00000    .00000   3.728229517454704       0.0    136603                
  2.342   0.607  0.0063  0.0114  0.0135 -0.0632     -17115.353            136604
   0.00000  -0.00001    .00000    .00000    .00000    .00000              136605                
    14.725    -0.900   860.925   913.125    86.675    76.750 0 0          136606                
       -1.7135013869   0.01650             0.00216   0.00322  0           136608                
HART15M   ZELENCHK  1514+197 2019 01 18 01 10  43.0000000000              136701                
   -9400594.23174970   0.01787   366371.5647155091   0.00951 0      I     136702                
   0.00027    .00000    .00000    .00000  -0.618871166487984       0.0    136703                
  2.342   0.043  0.0063 -0.0010  0.0135 -0.0032     201689.212            136704
   0.00000   0.00000    .00000    .00000    .00000    .00000              136705                
    14.725    -6.300   860.925   886.900    86.675    54.700 0 0          136706                
       -0.8059499588   0.02474            -0.01178   0.00901  0           136708                
ISHIOKA   MEDICINA  1514+197 2019 01 18 01 10  43.0000000000              136801                
    8792583.43620729   0.01222 -1881204.2795557578   0.00380 0      I     136802                
   0.00031    .00000    .00000    .00000   2.203740635168268       0.0    136803                
  0.087   1.121  0.0006  0.0009  0.0036 -0.0043      -5285.258            136804
   0.00000   0.00000    .00000    .00000    .00000    .00000              136805                
     6.001     5.079  1003.000  1007.900    36.150    86.241 0 0          136806                
       -0.3199279634   0.01787             0.02990   0.00297  0           136808                
ISHIOKA   NYALES20  1514+197 2019 01 18 01 10  43.0000000000              136901                
    7928525.37255151   0.01766 -1123957.8512791595   0.00524 0      I     136902                
   0.00021    .00000    .00000    .00000   3.179993039663755       0.0    136903                
  0.087   0.065  0.0006 -0.0001  0.0036 -0.0065    -148817.243            136904
   0.00000   0.01246    .00000    .00000    .00000    .00000              136905                
     6.001   -14.459  1003.000   994.700    36.150    57.824 0 0          136906                
       -0.0014929302   0.03169            -0.00011   0.00617  0           136908                
ISHIOKA   WETTZ13N  1514+197 2019 01 18 01 10  43.0000000000              137001                
    8271534.68206869   0.01791 -1793249.7005306529   0.00543 0      I     137002                
   0.00021    .00000    .00000    .00000   3.416936612376976       0.0    137003                
  0.087   0.365  0.0006 -0.0021  0.0036  0.0176        545.994            137004
   0.00000   0.00000    .00000    .00000    .00000    .00000              137005                
     6.001    -0.600  1003.000   938.900    36.150    89.249 0 0          137006                
        0.6312987798   0.02130             0.03227   0.00410  0           137008                
ISHIOKA   WETTZELL  1514+197 2019 01 18 01 10  43.0000000000              137101                
    8269034.25729363   0.01381 -1793228.9341325252   0.00408 0      I     137102                
   0.00026    .00000    .00000    .00000  -0.681248724225229       0.0    137103                
  0.087   0.349  0.0006 -0.0038  0.0036  0.0155      -1966.542            137104
   0.00000   0.00378    .00000    .00000    .00000    .00000              137105                
     6.001    -0.600  1003.000   938.900    36.150    89.249 0 0          137106                
        1.1518985616   0.01772             0.02614   0.00335  0           137108                
ISHIOKA   YEBES40M  1514+197 2019 01 18 01 10  43.0000000000              137201                
   12956216.96149830   0.01118 -1948025.1928586662   0.00330 0      I     137202                
   0.00033    .00000    .00000    .00000  -1.595490754318765       0.0    137203                
  0.087   0.607  0.0006  0.0114  0.0036 -0.0632      -4883.855            137204
   0.00000  -0.00001    .00000    .00000    .00000    .00000              137205                
     6.001    -0.900  1003.000   913.125    36.150    76.750 0 0          137206                
       -1.6251118675   0.02088             0.01991   0.00408  0           137208                
ISHIOKA   ZELENCHK  1514+197 2019 01 18 01 10  43.0000000000              137301                
    2110007.64749952   0.01492 -1689710.7361410491   0.00794 1      I     137302                
   0.00033    .00000    .00000    .00000   2.957033459518430       0.0    137303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            137304
   0.00000   0.00000    .00000    .00000    .00000    .00000              137305                
     6.001    -6.300  1003.000   886.900    36.150    54.700 0 0          137306                
       -3.9527574447   0.02641             0.04757   0.00978  0           137308                
MEDICINA  NYALES20  1514+197 2019 01 18 01 10  43.0000000000              137401                
    -864064.73767620   0.00740   757247.9098590816   0.00230 0      I     137402                
   0.00050    .00000    .00000    .00000   2.473587696307474       0.0    137403                
  1.121   0.065  0.0009 -0.0001 -0.0043 -0.0065    -143531.985            137404
   0.00000   0.01246    .00000    .00000    .00000    .00000              137405                
     5.079   -14.459  1007.900   994.700    86.241    57.824 0 0          137406                
        0.3188997042   0.01597             0.19419   0.00271  0           137408                
MEDICINA  WETTZ13N  1514+197 2019 01 18 01 10  43.0000000000              137501                
    -521049.54526820   0.00708    87954.7427079079   0.00220 0      I     137502                
   0.00053    .00000    .00000    .00000  -1.060725743743928       0.0    137503                
  1.121   0.365  0.0009 -0.0021 -0.0043  0.0176       5831.252            137504
   0.00000   0.00000    .00000    .00000    .00000    .00000              137505                
     5.079    -0.600  1007.900   938.900    86.241    89.249 0 0          137506                
        0.8927764672   0.00854            -0.00520   0.00140  0           137508                
MEDICINA  WETTZELL  1514+197 2019 01 18 01 10  43.0000000000              137601                
    -523549.94294916   0.00555    87975.5157029751   0.00173 0      I     137602                
   0.00067    .00000    .00000    .00000  -2.822060993363797       0.0    137603                
  1.121   0.349  0.0009 -0.0038 -0.0043  0.0155       3318.716            137604
   0.00000   0.00378    .00000    .00000    .00000    .00000              137605                
     5.079    -0.600  1007.900   938.900    86.241    89.249 0 0          137606                
        1.3786926299   0.00709            -0.00641   0.00117  0           137608                
MEDICINA  YEBES40M  1514+197 2019 01 18 01 10  43.0000000000              137701                
    4163634.11725020   0.00457   -66820.8554851214   0.00142 0      I     137702                
   0.00082    .00000    .00000    .00000   1.310341702188183       0.0    137703                
  1.121   0.607  0.0009  0.0114 -0.0043 -0.0632        401.403            137704
   0.00000  -0.00001    .00000    .00000    .00000    .00000              137705                
     5.079    -0.900  1007.900   913.125    86.241    76.750 0 0          137706                
       -1.3269064021   0.00830            -0.00974   0.00146  0           137708                
MEDICINA  ZELENCHK  1514+197 2019 01 18 01 10  43.0000000000              137801                
   -6682577.46977236   0.00795   191493.5504361874   0.00423 0      I     137802                
   0.00061    .00000    .00000    .00000  -4.631404382164252       0.0    137803                
  1.121   0.043  0.0009 -0.0010 -0.0043 -0.0032     219205.968            137804
   0.00000   0.00000    .00000    .00000    .00000    .00000              137805                
     5.079    -6.300  1007.900   886.900    86.241    54.700 0 0          137806                
       -0.3975614031   0.01326            -0.00270   0.00446  0           137808                
NYALES20  WETTZ13N  1514+197 2019 01 18 01 10  43.0000000000              137901                
     343014.69435241   0.01035  -669292.6529575676   0.00314 0      I     137902                
   0.00036    .00000    .00000    .00000   3.031353497110944       0.0    137903                
  0.065   0.365 -0.0001 -0.0021 -0.0065  0.0176     149363.237            137904
   0.01246   0.00000    .00000    .00000    .00000    .00000              137905                
   -14.459    -0.600   994.700   938.900    57.824    89.249 0 0          137906                
        0.6002879348   0.01627             0.01381   0.00321  0           137908                
NYALES20  WETTZELL  1514+197 2019 01 18 01 10  43.0000000000              138001                
     340514.29858637   0.00832  -669271.8776597936   0.00247 0      I     138002                
   0.00044    .00000    .00000    .00000   1.238305192072357       0.0    138003                
  0.065   0.349 -0.0001 -0.0038 -0.0065  0.0155     146850.701            138004
   0.01246   0.00378    .00000    .00000    .00000    .00000              138005                
   -14.459    -0.600   994.700   938.900    57.824    89.249 0 0          138006                
        1.0842821845   0.01320            -0.07579   0.00255  0           138008                
NYALES20  YEBES40M  1514+197 2019 01 18 01 10  43.0000000000              138101                
    5027698.25314020   0.00674  -824068.1526567767   0.00200 0      I     138102                
