DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
   0.00031    .00000    .00000    .00000  -4.089650837414883       0.0      4703                
  0.622   0.156  0.0045 -0.0015  0.0089 -0.0020      14015.367              4704
   0.00000   0.00000    .00000    .00000    .00000    .00000                4705                
    22.983     7.535  1001.277   996.435    54.460    93.069 0 0            4706                
        0.0547721235   0.01763        0.0078720262   0.00559  0             4708                
NYALES20  YEBES40M  2229+695 2019 07 11 19 11  51.0000000000                4801                
    9416237.02406006   0.00623  -241371.3884785731   0.00945 0      I       4802                
   0.00132    .00000    .00000    .00000   1.306166531389211       0.0      4803                
  0.379   0.634  0.0025 -0.0176 -0.0010  0.0016     163869.799              4804
  -0.02612   0.02039    .00000    .00000    .00000    .00000                4805                
     7.801    31.215  1006.900   911.600    77.263    13.000 0 0            4806                
       -1.3576600674   0.00779        0.0123999526   0.00824  0             4808                
KATH12M   NYALES20  0202+319 2019 07 11 19 15  35.0000000000                4901                
    2318928.82132594   0.01313   754567.7545661322   0.01552 0      I       4902                
   0.00055    .00000    .00000    .00000   1.488595862378783       0.0      4903                
  0.826   0.895 -0.0113  0.0454 -0.0147 -0.0051    -173985.854              4904
   0.00000  -0.00052    .00000    .00000    .00000    .00000                4905                
    22.771     7.826  1001.296  1007.012    55.098    77.053 0 0            4906                
        0.3417098507   0.02201       -0.0096086229   0.01698  0             4908                
KATH12M   YARRA12M  0202+319 2019 07 11 19 15  35.0000000000                5001                
    7467562.56042442   0.01738  -136804.8930335532   0.01772 0      I       5002                
   0.00039    .00000    .00000    .00000   0.533314120412962       0.0      5003                
  0.826   1.017 -0.0113  0.1823 -0.0147  0.1443      14015.661              5004
   0.00000   0.00000    .00000    .00000    .00000    .00000                5005                
    22.771     7.600  1001.296   996.500    55.098    93.256 0 0            5006                
        0.1353926865   0.02154        0.0039206293   0.01399  0             5008                
NYALES20  YARRA12M  0202+319 2019 07 11 19 15  35.0000000000                5101                
    5148635.96713347   0.01588  -891372.0776357048   0.01879 0      I       5102                
   0.00046    .00000    .00000    .00000   0.568844617517227       0.0      5103                
  0.895   1.017  0.0454  0.1823 -0.0051  0.1443     188001.515              5104
  -0.00052   0.00000    .00000    .00000    .00000    .00000                5105                
     7.826     7.600  1007.012   996.500    77.053    93.256 0 0            5106                
       -0.3291750119   0.02438       -0.0298834162   0.01871  0             5108                
KATH12M   NYALES20  0017+200 2019 07 11 19 18   4.0000000000                5201                
   12131932.44881286   0.02387   142493.4867725188   0.03815 0      I       5202                
   0.00035    .00000    .00000    .00000   1.551822635608627       0.0      5203                
  0.502   1.490 -0.0035  0.1038 -0.0022 -0.0370    -173985.637              5204
   0.00000   0.04533    .00000    .00000    .00000    .00000                5205                
    22.660     7.938  1001.315  1007.092    55.377    76.590 0 0            5206                
        0.4380269529   0.01964        0.1020357424   0.01860  0             5208                
KATH12M   YARRA12M  0017+200 2019 07 11 19 18   4.0000000000                5301                
    5536102.42779796   0.01793  -310200.6783887541   0.00822 0      I       5302                
   0.00025    .00000    .00000    .00000   0.735632271318383       0.0      5303                
  0.502   0.272 -0.0035  0.0116 -0.0022  0.0062      14015.839              5304
   0.00000   0.00000    .00000    .00000    .00000    .00000                5305                
    22.660     7.600  1001.315   996.500    55.377    93.423 0 0            5306                
        0.1076513821   0.01573        0.0052175130   0.00434  0             5308                
NYALES20  YARRA12M  0017+200 2019 07 11 19 18   4.0000000000                5401                
   -6595824.44595835   0.02597  -452695.3380619804   0.04151 0      I       5402                
   0.00033    .00000    .00000    .00000  -2.291091919448704       0.0      5403                
  1.490   0.272  0.1038  0.0116 -0.0370  0.0062     188001.476              5404
