DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
       -1.0521921387   0.01309        0.0271609617   0.01553  0            13308                
HART15M   WETTZELL  1751+288 2019 07 11 20 10  48.0000000000               13401                
   -6780406.76794439   0.01147  -169628.9672733951   0.02340 0      I      13402                
   0.00083    .00000    .00000    .00000  -0.586904245238354       0.0     13403                
  0.167   0.592 -0.0029 -0.0003  0.0018 -0.0009      -6043.013             13404
   0.00000   0.00214    .00000    .00000    .00000    .00000               13405                
     8.069    13.215   870.500   944.600    47.084    99.800 0 0           13406                
        0.9760092464   0.01239        0.0457339696   0.01582  0            13408                
HART15M   YEBES40M  1751+288 2019 07 11 20 10  48.0000000000               13501                
   -5438920.82507996   0.00667  -472118.8494752428   0.01361 0      I      13502                
   0.00143    .00000    .00000    .00000  -4.322114440542374       0.0     13503                
  0.167   0.344 -0.0029  0.0003  0.0018  0.0000     -11107.777             13504
   0.00000   0.00209    .00000    .00000    .00000    .00000               13505                
     8.069    28.168   870.500   911.816    47.084    14.160 0 0           13506                
       -1.5450073612   0.01093        0.0374151586   0.01588  0            13508                
NYALES20  SVETLOE   1751+288 2019 07 11 20 10  48.0000000000               13601                
   -4343258.57274038   0.00540    30884.3185370713   0.01101 0      I      13602                
   0.00177    .00000    .00000    .00000  -1.768651752082644       0.0     13603                
  0.468   0.465 -0.0098  0.0046 -0.0032  0.0008     385670.609             13604
   0.09953   0.00000    .00000    .00000    .00000    .00000               13605                
     7.863     7.500  1007.144  1000.216    77.504    80.800 0 0           13606                
       -1.0231964982   0.00780        0.0437220151   0.00921  0            13608                
NYALES20  WETTZELL  1751+288 2019 07 11 20 10  48.0000000000               13701                
   -5455819.54225772   0.01000  -247696.4415460977   0.02040 0      I      13702                
   0.00095    .00000    .00000    .00000  -1.830772115037614       0.0     13703                
  0.468   0.592 -0.0098 -0.0003 -0.0032 -0.0009     168930.440             13704
   0.09953   0.00214    .00000    .00000    .00000    .00000               13705                
     7.863    13.215  1007.144   944.600    77.504    99.800 0 0           13706                
        1.0335934662   0.01120        0.0486507025   0.01438  0            13708                
NYALES20  YEBES40M  1751+288 2019 07 11 20 10  48.0000000000               13801                
   -4114333.93035420   0.00496  -550186.2940891432   0.00978 0      I      13802                
   0.00189    .00000    .00000    .00000  -4.791337858267871       0.0     13803                
  0.468   0.344 -0.0098  0.0003 -0.0032  0.0000     163865.675             13804
   0.09953   0.00209    .00000    .00000    .00000    .00000               13805                
     7.863    28.168  1007.144   911.816    77.504    14.160 0 0           13806                
       -1.4778504945   0.00962        0.0590033427   0.01362  0            13808                
SVETLOE   WETTZELL  1751+288 2019 07 11 20 10  48.0000000000               13901                
   -1112562.27376863   0.00505  -278580.6936164668   0.01030 0      I      13902                
   0.00189    .00000    .00000    .00000   1.251279979745168       0.0     13903                
  0.465   0.592  0.0046 -0.0003  0.0008 -0.0009    -216740.169             13904
   0.00000   0.00214    .00000    .00000    .00000    .00000               13905                
     7.500    13.215  1000.216   944.600    80.800    99.800 0 0           13906                
        2.0371217664   0.00764        0.0096208217   0.00904  0            13908                
SVETLOE   YEBES40M  1751+288 2019 07 11 20 10  48.0000000000               14001                
     228921.87622696   0.00300  -581070.5262730959   0.00591 0      I      14002                
   0.00316    .00000    .00000    .00000   6.235177034840946       0.0     14003                
  0.465   0.344  0.0046  0.0003  0.0008  0.0000    -221804.934             14004
   0.00000   0.00209    .00000    .00000    .00000    .00000               14005                
     7.500    28.168  1000.216   911.816    80.800    14.160 0 0           14006                
       -0.4407585973   0.00773        0.0355431396   0.00904  0            14008                
WETTZELL  YEBES40M  1751+288 2019 07 11 20 10  48.0000000000               14101                
    1341483.88009994   0.00403  -302489.9250846938   0.00822 0      I      14102                
   0.00237    .00000    .00000    .00000   3.792069749841647       0.0     14103                
  0.592   0.344 -0.0003  0.0003 -0.0009  0.0000      -5064.764             14104
   0.00214   0.00209    .00000    .00000    .00000    .00000               14105                
    13.215    28.168   944.600   911.816    99.800    14.160 0 0           14106                
       -2.5138108690   0.00898        0.0222372020   0.01321  0            14108                
AGGO      FORTLEZA  OJ287    2019 07 11 20 13  23.0000000000               14201                
   -1056985.64678361   0.01947   484057.9452420078   0.03838 0      I      14202                
   0.00049    .00000    .00000    .00000  -1.852538396942941       0.0     14203                
  1.461   2.118  0.0123 -0.0008  0.0167 -0.0208        496.422             14204
   0.01827  -0.00998    .00000    .00000    .00000    .00000               14205                
    16.500    27.062  1010.000  1008.800    71.054    80.670 0 0           14206                
        0.2759753377   0.01780       -0.1100587517   0.02330  0            14208                
AGGO      NYALES20  OJ287    2019 07 11 20 13  23.0000000000               14301                
    2365843.09274474   0.02971  -517597.8394660539   0.06059 0      I      14302                
   0.00032    .00000    .00000    .00000   2.129500092934293       0.1     14303                
  1.461   1.086  0.0123  0.0289  0.0167  0.0401    -171420.801             14304
   0.01827   0.00863    .00000    .00000    .00000    .00000               14305                
    16.500     7.499  1010.000  1007.100    71.054    78.706 0 0           14306                
       -0.1828934694   0.01622       -0.1354948708   0.01577  0            14308                
FORTLEZA  NYALES20  OJ287    2019 07 11 20 13  23.0000000000               14401                
    3422827.64052593   0.01047 -1001655.3087186125   0.02135 0      I      14402                
   0.00091    .00000    .00000    .00000  -0.343081927166540       0.0     14403                
  2.118   1.086 -0.0008  0.0289 -0.0208  0.0401    -171917.223             14404
  -0.00998   0.00863    .00000    .00000    .00000    .00000               14405                
    27.062     7.499  1008.800  1007.100    80.670    78.706 0 0           14406                
       -0.4152270756   0.00632       -0.0026337422   0.00725  0            14408                
HART15M   SVETLOE   1413+135 2019 07 11 20 15  17.0000000000               14501                
     -77658.11196780   0.00731  -429374.1573543728   0.00379 0      I      14502                
   0.00066    .00000    .00000    .00000  -1.773287916066308       0.0     14503                
  0.203   0.714 -0.0022  0.0104 -0.0115 -0.0150     210697.128             14504
   0.00000   0.00000    .00000    .00000    .00000    .00000               14505                
     7.926     7.471   870.500  1000.300    47.078    80.945 0 0           14506                
       -0.9814272002   0.02223        0.0115543525   0.00686  0            14508                
HART15M   WETTZELL  1413+135 2019 07 11 20 15  17.0000000000               14601                
   -4534742.46116277   0.00767  -466627.1594657531   0.00228 0      I      14602                
   0.00047    .00000    .00000    .00000  -5.325718175223247       0.0     14603                
  0.203   0.746 -0.0022 -0.0008 -0.0115  0.0019      -6043.042             14604
   0.00000   0.00011    .00000    .00000    .00000    .00000               14605                
     7.926    13.300   870.500   944.580    47.078    99.800 0 0           14606                
        0.9933957592   0.01524        0.0198568550   0.00298  0            14608                
HART15M   YEBES40M  1413+135 2019 07 11 20 15  17.0000000000               14701                
   -7657840.62931738   0.00579  -673963.5807808685   0.00364 0      I      14702                
   0.00092    .00000    .00000    .00000  -1.009086051521882       0.0     14703                
  0.203   0.338 -0.0022  0.0015 -0.0115  0.0000     -11107.824             14704
   0.00000   0.00719    .00000    .00000    .00000    .00000               14705                
     7.926    28.020   870.500   911.920    47.078    15.000 0 0           14706                
       -1.5759571187   0.01654        0.0098824251   0.00756  0            14708                
SVETLOE   WETTZELL  1413+135 2019 07 11 20 15  17.0000000000               14801                
   -4457084.35245427   0.00367   -37253.0179692441   0.00191 4      I      14802                
   0.00131    .00000    .00000    .00000  -4.199251101548223       0.0     14803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             14804
   0.00000   0.00011    .00000    .00000    .00000    .00000               14805                
     7.471    13.300  1000.300   944.580    80.945    99.800 0 0           14806                
        2.2365457466   0.04787        0.0186981453   0.01488  0            14808                
SVETLOE   YEBES40M  1413+135 2019 07 11 20 15  17.0000000000               14901                
   -7580182.57828958   0.00229  -244589.5120227170   0.00142 4      I      14902                
   0.00232    .00000    .00000    .00000  -2.891597194690202       0.0     14903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             14904
   0.00000   0.00719    .00000    .00000    .00000    .00000               14905                
     7.471    28.020  1000.300   911.920    80.945    15.000 0 0           14906                
       -0.1229004908   0.05176       -5.3724723837   0.01931  0            14908                
WETTZELL  YEBES40M  1413+135 2019 07 11 20 15  17.0000000000               15001                
   -3123099.10215856   0.00333  -207336.4154678544   0.00210 0      I      15002                
   0.00159    .00000    .00000    .00000  -0.139607556551483       0.0     15003                
  0.746   0.338 -0.0008  0.0015  0.0019  0.0000      -5064.783             15004
   0.00011   0.00719    .00000    .00000    .00000    .00000               15005                
    13.300    28.020   944.580   911.920    99.800    15.000 0 0           15006                
       -2.5357167710   0.01670        0.0147776292   0.00768  0            15008                
KATH12M   YARRA12M  0454-234 2019 07 11 20 18  31.0000000000               15101                
    3560311.16191950   0.01843    40081.9325234717   0.03758 0      I      15102                
   0.00052    .00000    .00000    .00000   1.702354354115939       0.0     15103                
  0.885   0.565  0.0054 -0.0134 -0.0251  0.0330      14020.175             15104
   0.00000   0.00000    .00000    .00000    .00000    .00000               15105                
    19.563     6.991  1001.614   996.600    65.730    94.609 0 0           15106                
        0.1139338925   0.01548       -0.0148725738   0.01881  0            15108                
NYALES20  SVETLOE   0642+449 2019 07 11 20 20  26.0000000000               15201                
    6777055.64641697   0.00371    41166.0083901627   0.00757 0      I      15202                
   0.00257    .00000    .00000    .00000   0.471470692921847       0.0     15203                
  0.520   1.291  0.0110 -0.0709  0.0041 -0.0137     385669.973             15204
   0.03118   0.00000    .00000    .00000    .00000    .00000               15205                
     7.304     7.382  1007.019  1000.300    80.262    81.230 0 0           15206                
       -1.0041115940   0.00414        0.0309120980   0.00476  0            15208                
KATH12M   NYALES20  0059+581 2019 07 11 20 23  15.0000000000               15301                
  -10396560.13118047   0.01728    -4579.9026922069   0.01622 0      I      15302                
   0.00037    .00000    .00000    .00000  -1.329222449052408       0.0     15303                
  1.304   0.383 -0.0372  0.0042 -0.0049 -0.0023    -173979.935             15304
   0.00000  -0.01667    .00000    .00000    .00000    .00000               15305                
    19.373     7.171  1001.649  1007.056    65.442    80.334 0 0           15306                
        0.3276752331   0.01002        0.0085159735   0.00472  0            15308                
KATH12M   SVETLOE   0059+581 2019 07 11 20 23  15.0000000000               15401                
   -7381604.97701567   0.01441  -256339.3264442031   0.02841 0      I      15402                
   0.00066    .00000    .00000    .00000   0.463933447694218       0.0     15403                
  1.304   0.585 -0.0372 -0.0080 -0.0049  0.0056     211689.852             15404
   0.00000   0.00000    .00000    .00000    .00000    .00000               15405                
    19.373     7.300  1001.649  1000.300    65.442    80.900 0 0           15406                
       -0.7028354463   0.00980        0.0138082966   0.00963  0            15408                
KATH12M   WETTZELL  0059+581 2019 07 11 20 23  15.0000000000               15501                
   -3016115.23548067   0.01339  -302537.3594346123   0.00977 0      I      15502                
   0.00043    .00000    .00000    .00000  -3.743546954780403       0.0     15503                
  1.304   1.211 -0.0372  0.0037 -0.0049 -0.0036      -5050.318             15504
   0.00000  -0.00196    .00000    .00000    .00000    .00000               15505                
    19.373    13.314  1001.649   944.500    65.442    99.800 0 0           15506                
        1.3695571526   0.00873        0.0209964793   0.00346  0            15508                
KATH12M   YEBES40M  0059+581 2019 07 11 20 23  15.0000000000               15601                
    1268348.28209575   0.00764  -247366.1219893578   0.00314 0      I      15602                
   0.00056    .00000    .00000    .00000   0.064971360125684       0.0     15603                
  1.304   1.254 -0.0372 -0.0408 -0.0049 -0.0006     -10115.134             15604
   0.00000   0.01728    .00000    .00000    .00000    .00000               15605                
    19.373    28.100  1001.649   912.000    65.442    15.000 0 0           15606                
       -1.0262726827   0.00617        0.0314979202   0.00163  0            15608                
NYALES20  SVETLOE   0059+581 2019 07 11 20 23  15.0000000000               15701                
    3014952.53688901   0.00342  -251759.3256084082   0.00698 0      I      15702                
   0.00279    .00000    .00000    .00000   0.851205939197742       0.0     15703                
  0.383   0.585  0.0042 -0.0080 -0.0023  0.0056     385669.787             15704
  -0.01667   0.00000    .00000    .00000    .00000    .00000               15705                
     7.171     7.300  1007.056  1000.300    80.334    80.900 0 0           15706                
       -1.0438770678   0.00320        0.0066871807   0.00357  0            15708                
NYALES20  WETTZELL  0059+581 2019 07 11 20 23  15.0000000000               15801                
    7380441.83959975   0.00341  -297957.6118490740   0.00320 0      I      15802                
   0.00190    .00000    .00000    .00000   3.735505539868909       0.0     15803                
  0.383   1.211  0.0042  0.0037 -0.0023 -0.0036     168929.617             15804
  -0.01667  -0.00196    .00000    .00000    .00000    .00000               15805                
     7.171    13.314  1007.056   944.500    80.334    99.800 0 0           15806                
        1.0466091714   0.00323        0.0050464731   0.00185  0            15808                
NYALES20  YEBES40M  0059+581 2019 07 11 20 23  15.0000000000               15901                
   11664905.93395222   0.00227  -242786.5612027816   0.00213 0      I      15902                
   0.00285    .00000    .00000    .00000  -0.800181969819723       0.0     15903                
  0.383   1.254  0.0042 -0.0408 -0.0023 -0.0006     163864.802             15904
  -0.01667   0.01728    .00000    .00000    .00000    .00000               15905                
     7.171    28.100  1007.056   912.000    80.334    15.000 0 0           15906                
       -1.3430097332   0.00280        0.0211883899   0.00183  0            15908                
SVETLOE   WETTZELL  0059+581 2019 07 11 20 23  15.0000000000               16001                
    4365489.44004076   0.00285   -46198.1856361281   0.00581 0      I      16002                
   0.00335    .00000    .00000    .00000   2.827353227082003       0.0     16003                
  0.585   1.211 -0.0080  0.0037  0.0056 -0.0036    -216740.171             16004
   0.00000  -0.00196    .00000    .00000    .00000    .00000               16005                
     7.300    13.314  1000.300   944.500    80.900    99.800 0 0           16006                
        2.0764309929   0.00294        0.0159854422   0.00334  0            16008                
SVETLOE   YEBES40M  0059+581 2019 07 11 20 23  15.0000000000               16101                
    8649953.37239832   0.00201     8972.9299074838   0.00396 0      I      16102                
   0.00471    .00000    .00000    .00000   3.475292597131120       0.0     16103                
  0.585   1.254 -0.0080 -0.0408  0.0056 -0.0006    -221804.986             16104
   0.00000   0.01728    .00000    .00000    .00000    .00000               16105                
     7.300    28.100  1000.300   912.000    80.900    15.000 0 0           16106                
       -0.2877208707   0.00265        0.0197203826   0.00300  0            16108                
WETTZELL  YEBES40M  0059+581 2019 07 11 20 23  15.0000000000               16201                
    4284463.67967943   0.00176    55171.1880543516   0.00128 0      I      16202                
   0.00325    .00000    .00000    .00000   0.144828658901448       0.0     16203                
  1.211   1.254  0.0037 -0.0408 -0.0036 -0.0006      -5064.815             16204
  -0.00196   0.01728    .00000    .00000    .00000    .00000               16205                
    13.314    28.100   944.500   912.000    99.800    15.000 0 0           16206                
       -2.3899789748   0.00230        0.0139156388   0.00117  0            16208                
AGGO      HART15M   1406-076 2019 07 11 20 23  25.0000000000               16301                
    2451385.12633097   0.03416  1797132.9175334193   0.01224 0      I      16302                
   0.00012    .00000    .00000    .00000   2.045451261563610       0.1     16303                
  0.769   0.169  0.0017 -0.0004 -0.0042 -0.0072       3552.533             16304
   0.01579   0.00000    .00000    .00000    .00000    .00000               16305                
    16.261     7.914  1009.961   870.500    72.157    47.414 0 0           16306                
       -0.1852038417   0.02111        0.0093604623   0.00397  0            16308                
FORTLEZA  YARRA12M  1657-261 2019 07 11 20 26   9.0000000000               16401                
    7907532.38597507   0.01272  2388820.6790027465   0.00378 4      I      16402                
   0.00029    .00000    .00000    .00000   3.911832104062511       0.0     16403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             16404
  -0.00623   0.00000    .00000    .00000    .00000    .00000               16405                
    26.800     6.941  1008.900   996.600    81.430    94.822 0 0           16406                
       -2.9949825959   0.04474       -4.1325488301   0.00969  0            16408                
NYALES20  SVETLOE   0529+483 2019 07 11 20 26  35.0000000000               16501                
    6493607.99694252   0.00470   -73292.1471843807   0.00959 0      I      16502                
   0.00203    .00000    .00000    .00000   1.114278451156004       0.0     16503                
  0.500   1.141  0.0104 -0.0504  0.0016  0.0011     385669.567             16504
  -0.00097   0.00000    .00000    .00000    .00000    .00000               16505                
     7.060     7.300  1007.000  1000.300    81.911    80.888 0 0           16506                
       -1.0083243105   0.00705       -0.0000916911   0.00834  0            16508                
NYALES20  WETTZELL  0529+483 2019 07 11 20 26  35.0000000000               16601                
   10088060.81273915   0.00833   117600.7289123255   0.01699 0      I      16602                
   0.00114    .00000    .00000    .00000  -0.219754748734280       0.0     16603                
  0.500   3.588  0.0104  0.0413  0.0016  0.0121     168929.396             16604
  -0.00097  -0.00210    .00000    .00000    .00000    .00000               16605                
     7.060    13.400  1007.000   944.500    81.911    99.800 0 0           16606                
        1.1233863666   0.01168        0.0087621791   0.01534  0            16608                
SVETLOE   WETTZELL  0529+483 2019 07 11 20 26  35.0000000000               16701                
    3594451.64548460   0.00552   190892.9344811318   0.01125 0      I      16702                
   0.00173    .00000    .00000    .00000   1.318210943735203       0.0     16703                
  1.141   3.588 -0.0504  0.0413  0.0011  0.0121    -216740.171             16704
   0.00000  -0.00210    .00000    .00000    .00000    .00000               16705                
     7.300    13.400  1000.300   944.500    80.888    99.800 0 0           16706                
        2.1130179956   0.00882        0.0063143644   0.01047  0            16708                
HART15M   NYALES20  1514+197 2019 07 11 20 31  31.0000000000               16801                
     866361.00606846   0.01974  -670773.3025948083   0.00587 0      I      16802                
   0.00018    .00000    .00000    .00000   0.404983811043583       0.0     16803                
  0.191   0.624 -0.0020 -0.0158 -0.0063  0.0042    -174972.215             16804
   0.00000   0.04013    .00000    .00000    .00000    .00000               16805                
     7.700     7.062   870.516  1007.000    47.684    81.603 0 0           16806                
        0.0034667992   0.01875        0.0009923915   0.00341  0            16808                
HART15M   SVETLOE   1514+197 2019 07 11 20 31  31.0000000000               16901                
   -2155219.44303036   0.01697  -325226.0507384541   0.01320 0      I      16902                
   0.00035    .00000    .00000    .00000  -1.485580897708705       0.0     16903                
  0.191   0.577 -0.0020  0.0059 -0.0063 -0.0054     210697.025             16904
   0.00000   0.00000    .00000    .00000    .00000    .00000               16905                
     7.700     7.300   870.516  1000.300    47.684    80.653 0 0           16906                
       -1.0080066188   0.02825        0.0052322400   0.01283  0            16908                
HART15M   WETTZELL  1514+197 2019 07 11 20 31  31.0000000000               17001                
   -6025336.35510633   0.01813  -426203.6112912436   0.00750 0      I      17002                
   0.00024    .00000    .00000    .00000  -1.516320301432890       0.0     17003                
  0.191   0.646 -0.0020 -0.0005 -0.0063  0.0007      -6043.146             17004
   0.00000   0.00221    .00000    .00000    .00000    .00000               17005                
     7.700    13.384   870.516   944.500    47.684    99.800 0 0           17006                
        0.9982346417   0.01830        0.0071165209   0.00469  0            17008                
HART15M   YEBES40M  1514+197 2019 07 11 20 31  31.0000000000               17101                
   -8199178.38018654   0.00850  -672951.3666555420   0.00263 0      I      17102                
   0.00044    .00000    .00000    .00000  -1.381122132375873       0.0     17103                
  0.191   0.314 -0.0020  0.0009 -0.0063  0.0000     -11107.995             17104
   0.00000   0.00599    .00000    .00000    .00000    .00000               17105                
     7.700    28.116   870.516   912.032    47.684    15.000 0 0           17106                
       -1.5823080275   0.01194        0.0273386207   0.00260  0            17108                
NYALES20  SVETLOE   1514+197 2019 07 11 20 31  31.0000000000               17201                
   -3021580.80156731   0.01074   345547.4419274764   0.00836 0      I      17202                
   0.00055    .00000    .00000    .00000  -1.519166155373748       0.0     17203                
  0.624   0.577 -0.0158  0.0059  0.0042 -0.0054     385669.240             17204
   0.04013   0.00000    .00000    .00000    .00000    .00000               17205                
     7.062     7.300  1007.000  1000.300    81.603    80.653 0 0           17206                
       -1.0246788295   0.01652        0.0046753706   0.00747  0            17208                
NYALES20  WETTZELL  1514+197 2019 07 11 20 31  31.0000000000               17301                
   -6891697.63436966   0.01182   244569.7950289324   0.00489 0      I      17302                
   0.00036    .00000    .00000    .00000  -2.358190263113250       0.0     17303                
  0.624   0.646 -0.0158 -0.0005  0.0042  0.0007     168929.069             17304
   0.04013   0.00221    .00000    .00000    .00000    .00000               17305                
     7.062    13.384  1007.000   944.500    81.603    99.800 0 0           17306                
        0.9863361870   0.01781       -0.0054159489   0.00477  0            17308                
NYALES20  YEBES40M  1514+197 2019 07 11 20 31  31.0000000000               17401                
   -9065539.40859900   0.00584    -2178.1286879464   0.00181 0      I      17402                
   0.00064    .00000    .00000    .00000  -1.570515363299893       0.0     17403                
  0.624   0.314 -0.0158  0.0009  0.0042  0.0000     163864.220             17404
   0.04013   0.00599    .00000    .00000    .00000    .00000               17405                
     7.062    28.116  1007.000   912.032    81.603    15.000 0 0           17406                
       -1.5590245279   0.01247        0.0334409790   0.00278  0            17408                
SVETLOE   WETTZELL  1514+197 2019 07 11 20 31  31.0000000000               17501                
   -3870117.18582222   0.00857  -100977.5273869998   0.00658 0      I      17502                
   0.00069    .00000    .00000    .00000   0.301065800570091       0.0     17503                
  0.577   0.646  0.0059 -0.0005 -0.0054  0.0007    -216740.171             17504
   0.00000   0.00221    .00000    .00000    .00000    .00000               17505                
     7.300    13.384  1000.300   944.500    80.653    99.800 0 0           17506                
        2.0156636448   0.01413       -0.0026380221   0.00633  0            17508                
SVETLOE   YEBES40M  1514+197 2019 07 11 20 31  31.0000000000               17601                
   -6043959.79111068   0.00476  -347725.2743150606   0.00366 0      I      17602                
   0.00123    .00000    .00000    .00000  -4.509051304834959       0.0     17603                
  0.577   0.314  0.0059  0.0009 -0.0054  0.0000    -221805.020             17604
   0.00000   0.00599    .00000    .00000    .00000    .00000               17605                
     7.300    28.116  1000.300   912.032    80.653    15.000 0 0           17606                
       -0.5310700810   0.01458        0.0231937759   0.00666  0            17608                
WETTZELL  YEBES40M  1514+197 2019 07 11 20 31  31.0000000000               17701                
   -2173843.49381567   0.00489  -246747.7569967922   0.00201 0      I      17702                
   0.00088    .00000    .00000    .00000  -1.073463510079722       0.0     17703                
  0.646   0.314 -0.0005  0.0009  0.0007  0.0000      -5064.850             17704
   0.00221   0.00599    .00000    .00000    .00000    .00000               17705                
    13.384    28.116   944.500   912.032    99.800    15.000 0 0           17706                
       -2.5629915314   0.00942        0.0181891549   0.00278  0            17708                
KATH12M   YARRA12M  2215+150 2019 07 11 20 32  10.0000000000               17801                
     594758.76077419   0.01568  -422688.4764773051   0.00533 0      I      17802                
   0.00025    .00000    .00000    .00000   6.035806936683216       0.0     17803                
  0.556   0.215 -0.0028  0.0041  0.0058 -0.0014      14021.154             17804
   0.00000   0.00000    .00000    .00000    .00000    .00000               17805                
    19.000     7.019  1001.648   996.600    67.608    95.019 0 0           17806                
        0.1458967124   0.01815        0.0204523722   0.00390  0            17808                
FORTLEZA  SVETLOE   1749+096 2019 07 11 20 35   5.0000000000               17901                
   -5729137.92507581   0.00480  1416591.8237386839   0.00946 0      I      17902                
   0.00198    .00000    .00000    .00000  -4.994236644869956       0.0     17903                
  2.736   0.604  0.0000  0.0095  0.0377  0.0000     213752.848             17904
  -0.00773   0.00000    .00000    .00000    .00000    .00000               17905                
    26.600     7.314  1009.000  1000.300    81.808    80.272 0 0           17906                
       -1.4735848008   0.00658       -0.1157344018   0.00748  0            17908                
KATH12M   YARRA12M  3C446    2019 07 11 20 37  51.0000000000               18001                
   -1140563.17420474   0.02099  -437417.5871364952   0.03762 0      I      18002                
   0.00043    .00000    .00000    .00000  -5.305572426841233       0.0     18003                
  0.475   0.173 -0.0005  0.0013  0.0042 -0.0007      14021.563             18004
   0.00000   0.00000    .00000    .00000    .00000    .00000               18005                
    18.667     7.100  1001.682   996.600    68.657    95.122 0 0           18006                
        0.0950699763   0.01399        0.0037836180   0.01373  0            18008                
FORTLEZA  HART15M   1639+230 2019 07 11 20 39   6.0000000000               18101                
   -1254907.67863864   0.02677  1450544.9929798250   0.00796 0      I      18102                
   0.00014    .00000    .00000    .00000  -1.542938996002395       0.0     18103                
  1.701   0.152  0.0001 -0.0017  0.0112 -0.0021       3055.803             18104
  -0.00498   0.00000    .00000    .00000    .00000    .00000               18105                
    26.590     7.700  1009.000   870.600    82.290    47.611 0 0           18106                
       -0.2854310469   0.01359       -0.0683166257   0.00192  0            18108                
FORTLEZA  NYALES20  1639+230 2019 07 11 20 39   6.0000000000               18201                
      26081.46485184   0.03534  1090785.2147604546   0.01357 0      I      18202                
   0.00012    .00000    .00000    .00000   1.704869709765519       0.1     18203                
  1.701   0.563  0.0001 -0.0121  0.0112  0.0001    -171915.958             18204
  -0.00498   0.07668    .00000    .00000    .00000    .00000               18205                
    26.590     6.884  1009.000  1007.000    82.290    83.404 0 0           18206                
       -0.2758695316   0.02069        0.0037710302   0.00438  0            18208                
FORTLEZA  SVETLOE   1639+230 2019 07 11 20 39   6.0000000000               18301                
   -4061058.06431854   0.02238  1311278.3415264541   0.02206 0      I      18302                
   0.00030    .00000    .00000    .00000  -3.786058995261338       0.0     18303                
  1.701   0.504  0.0001  0.0044  0.0112 -0.0016     213752.780             18304
  -0.00498   0.00000    .00000    .00000    .00000    .00000               18305                
    26.590     7.360  1009.000  1000.300    82.290    80.100 0 0           18306                
       -1.3345188387   0.01818       -0.0725299603   0.00950  0            18308                
FORTLEZA  WETTZELL  1639+230 2019 07 11 20 39   6.0000000000               18401                
   -7004247.55095721   0.02044  1113533.2342410216   0.01246 0      I      18402                
   0.00026    .00000    .00000    .00000  -0.771927029076473       0.0     18403                
  1.701   0.599  0.0001 -0.0004  0.0112  0.0000      -2987.390             18404
  -0.00498   0.00407    .00000    .00000    .00000    .00000               18405                
    26.590    13.300  1009.000   944.500    82.290    99.800 0 0           18406                
        0.6684469975   0.01601       -0.0675619043   0.00623  0            18408                
FORTLEZA  YEBES40M  1639+230 2019 07 11 20 39   6.0000000000               18501                
   -7737317.01684411   0.00958   817391.4704578273   0.00457 0      I      18502                
   0.00049    .00000    .00000    .00000  -1.394840075150871       0.0     18503                
  1.701   0.323  0.0001  0.0007  0.0112 -0.0001      -8052.271             18504
  -0.00498   0.00347    .00000    .00000    .00000    .00000               18505                
    26.590    28.200  1009.000   912.200    82.290    15.000 0 0           18506                
       -1.8705959993   0.01052       -0.0518080569   0.00344  0            18508                
HART15M   NYALES20  1639+230 2019 07 11 20 39   6.0000000000               18601                
    1280938.62727395   0.09306  -359759.4577798179   0.03574 2      I      18602                
   0.00004    .00000    .00000    .00000   3.995387984315419       0.2     18603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             18604
   0.00000   0.07668    .00000    .00000    .00000    .00000               18605                
     7.700     6.884   870.600  1007.000    47.611    83.404 0 0           18606                
        3.8792345571   0.03895        0.0826037035   0.00403  0            18608                
HART15M   SVETLOE   1639+230 2019 07 11 20 39   6.0000000000               18701                
   -2806150.60843247   0.06515  -139266.6980672062   0.06530 0      I      18702                
   0.00010    .00000    .00000    .00000  -5.335391308934632       0.1     18703                
  0.152   0.504 -0.0017  0.0044 -0.0021 -0.0016     210696.977             18704
   0.00000   0.00000    .00000    .00000    .00000    .00000               18705                
     7.700     7.360   870.600  1000.300    47.611    80.100 0 0           18706                
       -1.0193541209   0.02770        0.0059775612   0.00760  0            18708                
HART15M   WETTZELL  1639+230 2019 07 11 20 39   6.0000000000               18801                
   -5749340.18264335   0.05651  -337011.4392803459   0.03445 0      I      18802                
   0.00009    .00000    .00000    .00000  -2.401617099428627       0.1     18803                
  0.152   0.599 -0.0017 -0.0004 -0.0021  0.0000      -6043.193             18804
   0.00000   0.00407    .00000    .00000    .00000    .00000               18805                
     7.700    13.300   870.600   944.500    47.611    99.800 0 0           18806                
        0.9664461574   0.02389        0.0088154865   0.00411  0            18808                
HART15M   YEBES40M  1639+230 2019 07 11 20 39   6.0000000000               18901                
   -6482410.09917759   0.02278  -633152.7313642428   0.01095 0      I      18902                
   0.00020    .00000    .00000    .00000  -3.171211265969219       0.0     18903                
  0.152   0.323 -0.0017  0.0007 -0.0021 -0.0001     -11108.074             18904
   0.00000   0.00347    .00000    .00000    .00000    .00000               18905                
     7.700    28.200   870.600   912.200    47.611    15.000 0 0           18906                
       -1.5743381068   0.01093        0.0193290531   0.00228  0            18908                
NYALES20  SVETLOE   1639+230 2019 07 11 20 39   6.0000000000               19001                
