DATA IN NGS FORMAT FROM DATABASE 19JUN13XE_V002                                                 
ISHIOKA   KOKEE     2227-088 2019 06 13 20 53  11.0000000000               31101                
   11421519.19107918   0.01552  1013275.7550988699   0.03059 0      I      31102                
   0.00061    .00000    .00000    .00000   1.255400955215957       0.0     31103                
  0.552   2.545 -0.0060  0.0056  0.0003  0.0654       4581.670             31104
   0.00000   0.02775    .00000    .00000    .00000    .00000               31105                
    18.000    20.276  1001.700   890.100    96.824    75.048 0 0           31106                
        0.7219222339   0.00747       -0.0272742622   0.00597  0            31108                
ISHIOKA   YARRA12M  2227-088 2019 06 13 20 53  11.0000000000               31201                
  994593433.63794494   0.02306  -544510.2665800651   0.04703 0      I      31202                
   0.00041    .00000    .00000    .00000   3.776800782047787       0.0     31203                
  0.552   0.325 -0.0060 -0.0005  0.0003  0.0001  999322473.920             31204
   0.00000   0.00000    .00000    .00000    .00000    .00000               31205                
    18.000    10.700  1001.700   990.800    96.824    50.000 0 0           31206                
        0.0050932285   0.01455        0.0067624965   0.01578  0            31208                
KATH12M   KOKEE     2227-088 2019 06 13 20 53  11.0000000000               31301                
   17933661.36998052   0.09771  1141287.9159349168   0.19927 4      I      31302                
   0.00013    .00000    .00000    .00000   3.675192131713557       0.2     31303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31304
   0.00000   0.02775    .00000    .00000    .00000    .00000               31305                
    16.473    20.276   997.470   890.100    81.118    75.048 0 0           31306                
       -3.0033849398   0.06091        4.6598054724   0.06557  0            31308                
KATH12M   YARRA12M  2227-088 2019 06 13 20 53  11.0000000000               31401                
 1001105587.40349174   0.10208  -416540.5318499656   0.20124 4      I      31402                
   0.00011    .00000    .00000    .00000   1.309239552971053       0.2     31403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31404
   0.00000   0.00000    .00000    .00000    .00000    .00000               31405                
    16.473    10.700   997.470   990.800    81.118    50.000 0 0           31406                
       -4.5720724848   0.06081       -7.0714668233   0.06152  0            31408                
KOKEE     YARRA12M  2227-088 2019 06 13 20 53  11.0000000000               31501                
  983171932.18506634   0.02490 -1557785.4232944991   0.05079 0      I      31502                
   0.00038    .00000    .00000    .00000   2.986546877034797       0.0     31503                
  2.545   0.325  0.0056 -0.0005  0.0654  0.0001  999317892.250             31504
   0.02775   0.00000    .00000    .00000    .00000    .00000               31505                
    20.276    10.700   890.100   990.800    75.048    50.000 0 0           31506                
       -0.7103302570   0.01184        0.0699294053   0.00959  0            31508                
ISHIOKA   KATH12M   0104-408 2019 06 13 20 55  18.0000000000               31601                
  -13016163.92549517   0.09777  -213849.7383030206   0.15217 4      I      31602                
   0.00009    .00000    .00000    .00000  -0.609105953981909       0.2     31603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31604
   0.00000   0.00000    .00000    .00000    .00000    .00000               31605                
    18.030    16.438  1001.700   997.482    96.890    81.176 0 0           31606                
       -5.6819302711   0.05993        1.6333421587   0.04877  0            31608                
ISHIOKA   KOKEE     0104-408 2019 06 13 20 55  18.0000000000               31701                
   -2367842.73510153   0.02514  1031923.0526446915   0.03913 1      I      31702                
   0.00033    .00000    .00000    .00000  -3.557382939836158       0.0     31703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31704
   0.00000   0.02867    .00000    .00000    .00000    .00000               31705                
    18.030    20.200  1001.700   890.081    96.890    75.276 0 0           31706                
        0.6069843003   0.01206       -0.0469199073   0.00755  0            31708                
ISHIOKA   YARRA12M  0104-408 2019 06 13 20 55  18.0000000000               31801                
  987582841.51284635   0.01976  -399609.0800231131   0.02997 0      I      31802                
   0.00042    .00000    .00000    .00000   4.935174656110832       0.0     31803                
  1.896   0.388 -0.1046  0.0007 -0.0031  0.0008  999322474.015             31804
   0.00000   0.00000    .00000    .00000    .00000    .00000               31805                
    18.030    10.693  1001.700   990.800    96.890    50.000 0 0           31806                
       -0.1026172276   0.01765        0.0049081596   0.01619  0            31808                
KATH12M   KOKEE     0104-408 2019 06 13 20 55  18.0000000000               31901                
   10648375.22385411   0.10006  1245801.5460813076   0.08966 4      I      31902                
   0.00007    .00000    .00000    .00000   0.903687523219389       0.2     31903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             31904
   0.00000   0.02867    .00000    .00000    .00000    .00000               31905                
    16.438    20.200   997.482   890.081    81.176    75.276 0 0           31906                
        1.5146311671   0.06123       -9.7015470615   0.02862  0            31908                
KATH12M   YARRA12M  0104-408 2019 06 13 20 55  18.0000000000               32001                
 1000599041.99345672   0.09476  -185776.0728822196   0.08491 4      I      32002                
   0.00009    .00000    .00000    .00000   3.936384052468060       0.2     32003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32004
   0.00000   0.00000    .00000    .00000    .00000    .00000               32005                
    16.438    10.693   997.482   990.800    81.176    50.000 0 0           32006                
        1.6641829681   0.05550        9.2615528944   0.02514  0            32008                
KOKEE     YARRA12M  0104-408 2019 06 13 20 55  18.0000000000               32101                
  989950680.87500513   0.02142 -1431530.7920118100   0.01836 0      I      32102                
   0.00029    .00000    .00000    .00000   2.785832681474904       0.0     32103                
  1.200   0.388  0.0040  0.0007  0.0072  0.0008  999317892.389             32104
   0.02867   0.00000    .00000    .00000    .00000    .00000               32105                
    20.200    10.693   890.081   990.800    75.276    50.000 0 0           32106                
       -0.6965180454   0.01182        0.0588513700   0.00489  0            32108                
FORTLEZA  MATERA    1705+018 2019 06 13 20 55  21.0000000000               32201                
  -11419770.02185920   0.09992  1030166.1860895803   0.03862 1      I      32202                
   0.00005    .00000    .00000    .00000  -3.919242349795656       0.2     32203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32204
  -0.04532  -0.27300    .00000    .00000    .00000    .00000               32205                
    26.200    21.471  1009.900   962.400    98.995    66.080 0 0           32206                
       -5.8376637097   0.04815       -1.1567701579   0.00649  0            32208                
HART15M   NYALES20  1413+135 2019 06 13 20 55  53.0000000000               32301                
    5316603.88341874   0.00784  -597588.1341464599   0.00233 0      I      32302                
   0.00046    .00000    .00000    .00000   2.556509211588726       0.0     32303                
  0.107   0.531  0.0022  0.0065  0.0009  0.0033    -177157.682             32304
   0.00000   0.05558    .00000    .00000    .00000    .00000               32305                
     4.914     3.659   874.724  1014.600    47.329    79.900 0 0           32306                
        0.0128416344   0.01732       -0.0624234210   0.00340  0            32308                
HART15M   WETTZELL  1413+135 2019 06 13 20 55  53.0000000000               32401                
   -2676276.23424328   0.00789  -417698.2067104033   0.00234 0      I      32402                
   0.00046    .00000    .00000    .00000  -5.323243033306126       0.0     32403                
  0.107   0.575  0.0022  0.0041  0.0009 -0.0043      -5969.062             32404
   0.00000   0.01123    .00000    .00000    .00000    .00000               32405                
     4.914    21.400   874.724   946.339    47.329    42.839 0 0           32406                
        1.0087962543   0.01293       -0.0168485061   0.00250  0            32408                
NYALES20  WETTZELL  1413+135 2019 06 13 20 55  53.0000000000               32501                
   -7992881.11669187   0.00592   179889.7729463212   0.00176 0      I      32502                
   0.00062    .00000    .00000    .00000  -2.377995393191842       0.0     32503                
  0.531   0.575  0.0065  0.0041  0.0033 -0.0043     171188.620             32504
   0.05558   0.01123    .00000    .00000    .00000    .00000               32505                
     3.659    21.400  1014.600   946.339    79.900    42.839 0 0           32506                
        0.9905334363   0.00937        0.0411615561   0.00181  0            32508                
KATH12M   KOKEE     0454-234 2019 06 13 20 58  26.0000000000               32601                
  -10625062.07251429   0.10469   976090.2105342742   0.21349 4      I      32602                
   0.00011    .00000    .00000    .00000  -0.313351894785008       0.2     32603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32604
   0.00000   0.02997    .00000    .00000    .00000    .00000               32605                
    16.380    20.215   997.546   890.000    81.486    75.554 0 0           32606                
        2.7094268574   0.06355       -3.6783119599   0.06723  0            32608                
FORTLEZA  ISHIOKA   0642+449 2019 06 13 21 01  32.0000000000               32701                
   -3348496.17393162   0.10620 -1929524.2352606936   0.14275 2      I      32702                
   0.00008    .00000    .00000    .00000  -1.001840056248968       0.2     32703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32704
  -0.04807   0.00000    .00000    .00000    .00000    .00000               32705                
    25.640    18.300  1010.153  1001.700   100.000    96.893 0 0           32706                
       -2.3275730233   0.04519        1.0615689063   0.01767  0            32708                
FORTLEZA  KOKEE     0642+449 2019 06 13 21 01  32.0000000000               32801                
  -13193977.44688011   0.10849 -1782231.4868765834   0.14582 2      I      32802                
   0.00011    .00000    .00000    .00000  -4.040911261040907       0.2     32803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32804
  -0.04807   0.03327    .00000    .00000    .00000    .00000               32805                
    25.640    20.316  1010.153   890.000   100.000    75.284 0 0           32806                
       -2.4804702881   0.04398       -2.3838500289   0.01298  0            32808                
FORTLEZA  MATERA    0642+449 2019 06 13 21 01  32.0000000000               32901                
     358002.62853316   0.05511  -447654.3381172645   0.10864 2      I      32902                
   0.00017    .00000    .00000    .00000   1.984466603655504       0.1     32903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             32904
  -0.04807  -0.25340    .00000    .00000    .00000    .00000               32905                
    25.640    21.400  1010.153   962.387   100.000    67.474 0 0           32906                
       -1.4689216477   0.02746        0.0307853769   0.01981  0            32908                
FORTLEZA  NYALES20  0642+449 2019 06 13 21 01  32.0000000000               33001                
  -10674764.08757132   0.03871  -900088.4822297443   0.07893 0      I      33002                
   0.00025    .00000    .00000    .00000  -1.746733536837128       0.1     33003                
 10.084   0.364 -0.1590 -0.0019 -0.3237  0.0038    -174221.892             33004
  -0.04807   0.06261    .00000    .00000    .00000    .00000               33005                
    25.640     3.128  1010.153  1014.601   100.000    81.805 0 0           33006                
       -0.2245487775   0.01787       -0.0321317996   0.01357  0            33008                
FORTLEZA  WETTZELL  0642+449 2019 06 13 21 01  32.0000000000               33101                
   -2770480.87939279   0.03127  -502018.0712099692   0.06165 0      I      33102                
   0.00031    .00000    .00000    .00000  -0.700642662231513       0.1     33103                
 10.084   1.776 -0.1590 -0.0570 -0.3237 -0.0994      -3033.598             33104
  -0.04807   0.01129    .00000    .00000    .00000    .00000               33105                
    25.640    21.400  1010.153   946.400   100.000    42.881 0 0           33106                
        0.9168725858   0.01468       -0.0500308424   0.01119  0            33108                
ISHIOKA   KOKEE     0642+449 2019 06 13 21 01  32.0000000000               33201                
   -9845487.26462597   0.01297   147247.8240537650   0.01744 0      I      33202                
   0.00060    .00000    .00000    .00000  -0.891383252930032       0.0     33203                
  1.308   0.492  0.0353 -0.0001 -0.0033 -0.0014       4581.499             33204
   0.00000   0.03327    .00000    .00000    .00000    .00000               33205                
    18.300    20.316  1001.700   890.000    96.893    75.284 0 0           33206                
        0.3598988469   0.00595        0.0020180698   0.00295  0            33208                
ISHIOKA   MATERA    0642+449 2019 06 13 21 01  32.0000000000               33301                
    3706555.25456898   0.10547  1481854.5828519559   0.20792 1      I      33302                
   0.00009    .00000    .00000    .00000   3.804059034753075       0.2     33303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             33304
   0.00000  -0.25340    .00000    .00000    .00000    .00000               33305                
    18.300    21.400  1001.700   962.387    96.893    67.474 0 0           33306                
       -3.0617903982   0.04482        0.3315316354   0.02340  0            33308                
ISHIOKA   NYALES20  0642+449 2019 06 13 21 01  32.0000000000               33401                
   -7326238.66969238   0.02989  1029424.0366906433   0.06095 0      I      33402                
   0.00032    .00000    .00000    .00000  -2.595940773636766       0.1     33403                
  1.308   0.364  0.0353 -0.0019 -0.0033  0.0038    -173982.687             33404
   0.00000   0.06261    .00000    .00000    .00000    .00000               33405                
    18.300     3.128  1001.700  1014.601    96.893    81.805 0 0           33406                
        0.1262650555   0.01322       -0.0481954551   0.00904  0            33408                
ISHIOKA   WETTZELL  0642+449 2019 06 13 21 01  32.0000000000               33501                
     578046.06022358   0.07544  1427494.8938765731   0.14872 0      I      33502                
   0.00013    .00000    .00000    .00000   3.540261743504148       0.1     33503                
  1.308   1.776  0.0353 -0.0570 -0.0033 -0.0994      -2794.394             33504
   0.00000   0.01129    .00000    .00000    .00000    .00000               33505                
    18.300    21.400  1001.700   946.400    96.893    42.881 0 0           33506                
        1.2333092099   0.03095       -0.0208187225   0.01433  0            33508                
KOKEE     MATERA    0642+449 2019 06 13 21 01  32.0000000000               33601                
   13552061.95643150   0.10058  1334600.6654689729   0.19829 1      I      33602                
   0.00010    .00000    .00000    .00000  -0.038646179197819       0.2     33603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             33604
   0.03327  -0.25340    .00000    .00000    .00000    .00000               33605                
    20.316    21.400   890.000   962.387    75.284    67.474 0 0           33606                
       -3.9063742176   0.04089        0.7057836677   0.01766  0            33608                
KOKEE     NYALES20  0642+449 2019 06 13 21 01  32.0000000000               33701                
    2519257.24185406   0.04920   882175.5019243022   0.10033 0      I      33702                
   0.00019    .00000    .00000    .00000   0.599657524487499       0.1     33703                
  0.492   0.364 -0.0001 -0.0019 -0.0014  0.0038    -178564.186             33704
   0.03327   0.06261    .00000    .00000    .00000    .00000               33705                
    20.316     3.128   890.000  1014.601    75.284    81.805 0 0           33706                
       -0.2345512016   0.01998       -0.0366369893   0.00910  0            33708                
KOKEE     WETTZELL  0642+449 2019 06 13 21 01  32.0000000000               33801                
   10423545.80799780   0.04416  1280246.0424153067   0.08706 0      I      33802                
   0.00021    .00000    .00000    .00000   2.044142983678109       0.1     33803                
  0.492   1.776 -0.0001 -0.0570 -0.0014 -0.0994      -7375.893             33804
   0.03327   0.01129    .00000    .00000    .00000    .00000               33805                
    20.316    21.400   890.000   946.400    75.284    42.881 0 0           33806                
        0.8933527416   0.01810       -0.0096226344   0.00847  0            33808                
MATERA    NYALES20  0642+449 2019 06 13 21 01  32.0000000000               33901                
  -11032766.63381226   0.02313  -452434.0813089489   0.04717 2      I      33902                
   0.00041    .00000    .00000    .00000  -0.139235296565360       0.0     33903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             33904
  -0.25340   0.06261    .00000    .00000    .00000    .00000               33905                
    21.400     3.128   962.387  1014.601    67.474    81.805 0 0           33906                
        1.2454072034   0.01276       -0.0939086216   0.01058  0            33908                
MATERA    WETTZELL  0642+449 2019 06 13 21 01  32.0000000000               34001                
   -3128483.55201818   0.01156   -54363.6923741670   0.02279 2      I      34002                
   0.00082    .00000    .00000    .00000  -1.397086851004516       0.0     34003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34004
  -0.25340   0.01129    .00000    .00000    .00000    .00000               34005                
    21.400    21.400   962.387   946.400    67.474    42.881 0 0           34006                
        2.3499786072   0.01011       -0.0549616194   0.00995  0            34008                
NYALES20  WETTZELL  0642+449 2019 06 13 21 01  32.0000000000               34101                
    7904287.40469554   0.00834   398070.3862288485   0.01700 0      I      34102                
   0.00114    .00000    .00000    .00000   1.945239572379182       0.0     34103                
  0.364   1.776 -0.0019 -0.0570  0.0038 -0.0994     171188.293             34104
   0.06261   0.01129    .00000    .00000    .00000    .00000               34105                
     3.128    21.400  1014.601   946.400    81.805    42.881 0 0           34106                
        1.1350437737   0.00522        0.0311318772   0.00563  0            34108                
ISHIOKA   KATH12M   3C418    2019 06 13 21 04   9.0000000000               34201                
   11184205.72479469   0.09805    22068.9686200097   0.19995 4      I      34202                
   0.00010    .00000    .00000    .00000  -0.491558717287233       0.2     34203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34204
   0.00000   0.00000    .00000    .00000    .00000    .00000               34205                
    18.300    16.376  1001.691   997.625    97.257    81.578 0 0           34206                
       -4.2533767053   0.05983        7.1052677183   0.06360  0            34208                
ISHIOKA   MATERA    3C418    2019 06 13 21 04   9.0000000000               34301                
    3538222.36473126   0.01966 -1295503.7480112147   0.03877 2      I      34302                
   0.00048    .00000    .00000    .00000   6.140932557553004       0.0     34303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34304
   0.00000  -0.32561    .00000    .00000    .00000    .00000               34305                
    18.300    21.400  1001.691   962.288    97.257    67.275 0 0           34306                
        2.5712104259   0.02237        0.0021337166   0.02300  0            34308                
ISHIOKA   NYALES20  3C418    2019 06 13 21 04   9.0000000000               34401                
      21074.37733914   0.00758  -767980.7599822828   0.01547 0      I      34402                
   0.00127    .00000    .00000    .00000   1.017665424973573       0.0     34403                
  0.452   0.265  0.0024 -0.0001  0.0002 -0.0025    -173982.542             34404
   0.00000  -0.06247    .00000    .00000    .00000    .00000               34405                
    18.300     2.688  1001.691  1014.600    97.257    84.146 0 0           34406                
        0.1767955182   0.00716        0.0531425612   0.00894  0            34408                
ISHIOKA   WETTZELL  3C418    2019 06 13 21 04   9.0000000000               34501                
    2719473.15747120   0.01029 -1207268.4848539953   0.02028 0      I      34502                
   0.00092    .00000    .00000    .00000   5.139400229567995       0.0     34503                
  0.452   0.694  0.0024 -0.0039  0.0002  0.0146      -2794.399             34504
   0.00000   0.01132    .00000    .00000    .00000    .00000               34505                
    18.300    21.400  1001.691   946.400    97.257    42.836 0 0           34506                
        1.2073604207   0.00926        0.0210118923   0.01106  0            34508                
ISHIOKA   YARRA12M  3C418    2019 06 13 21 04   9.0000000000               34601                
 1014278131.57976973   0.01689  -247021.3084539325   0.03445 0      I      34602                
   0.00056    .00000    .00000    .00000   2.973565830933424       0.0     34603                
  0.452   2.454  0.0024 -0.0820  0.0002 -0.0142  999322474.414             34604
   0.00000   0.00000    .00000    .00000    .00000    .00000               34605                
    18.300    10.600  1001.691   990.800    97.257    50.000 0 0           34606                
        0.0122038073   0.01455        0.0241553834   0.01780  0            34608                
KATH12M   MATERA    3C418    2019 06 13 21 04   9.0000000000               34701                
   -7645899.34113188   0.10813 -1317598.3190487970   0.22051 4      I      34702                
   0.00012    .00000    .00000    .00000  -2.225505452334995       0.2     34703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34704
   0.00000  -0.32561    .00000    .00000    .00000    .00000               34705                
    16.376    21.400   997.625   962.288    81.578    67.275 0 0           34706                
       -0.2219580140   0.06860        8.9205797058   0.06234  0            34708                
KATH12M   NYALES20  3C418    2019 06 13 21 04   9.0000000000               34801                
  -11163043.97616401   0.10256  -790038.9030764605   0.20916 4      I      34802                
   0.00010    .00000    .00000    .00000  -1.187420838914485       0.2     34803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34804
   0.00000  -0.06247    .00000    .00000    .00000    .00000               34805                
    16.376     2.688   997.625  1014.600    81.578    84.146 0 0           34806                
       -3.1241581233   0.05685        2.2004147450   0.05602  0            34808                
KATH12M   WETTZELL  3C418    2019 06 13 21 04   9.0000000000               34901                
   -8464668.01322809   0.10476 -1229353.8447893355   0.21365 4      I      34902                
   0.00011    .00000    .00000    .00000  -2.126350505471111       0.2     34903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             34904
   0.00000   0.01132    .00000    .00000    .00000    .00000               34905                
    16.376    21.400   997.625   946.400    81.578    42.836 0 0           34906                
       -0.4605533421   0.06080       -3.9582322671   0.06241  0            34908                
KATH12M   YARRA12M  3C418    2019 06 13 21 04   9.0000000000               35001                
 1003093982.55142486   0.10420  -269091.5795851460   0.14672 4      I      35002                
   0.00008    .00000    .00000    .00000   0.196439039706746       0.2     35003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35004
   0.00000   0.00000    .00000    .00000    .00000    .00000               35005                
    16.376    10.600   997.625   990.800    81.578    50.000 0 0           35006                
       -2.6333252900   0.06187        6.7951749752   0.04459  0            35008                
MATERA    NYALES20  3C418    2019 06 13 21 04   9.0000000000               35101                
   -3517149.83277063   0.02761   527523.7135253225   0.05631 2      I      35102                
   0.00035    .00000    .00000    .00000  -1.333571657428617       0.0     35103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35104
  -0.32561  -0.06247    .00000    .00000    .00000    .00000               35105                
    21.400     2.688   962.288  1014.600    67.275    84.146 0 0           35106                
        1.3504414635   0.01315        0.0186827692   0.00920  0            35108                
MATERA    WETTZELL  3C418    2019 06 13 21 04   9.0000000000               35201                
    -818749.50470966   0.00518    88235.4282409695   0.01021 2      I      35202                
   0.00183    .00000    .00000    .00000  -4.092094021398922       0.0     35203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35204
  -0.32561   0.01132    .00000    .00000    .00000    .00000               35205                
    21.400    21.400   962.288   946.400    67.275    42.836 0 0           35206                
        2.3693323507   0.00688       -0.0009416795   0.00718  0            35208                
MATERA    YARRA12M  3C418    2019 06 13 21 04   9.0000000000               35301                
 1010739905.57550108   0.02757  1048483.6255486535   0.05623 2      I      35302                
   0.00035    .00000    .00000    .00000  -0.560555462045328       0.0     35303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35304
  -0.32561   0.00000    .00000    .00000    .00000    .00000               35305                
    21.400    10.600   962.288   990.800    67.275    50.000 0 0           35306                
        1.2664934852   0.03753       -0.0271973440   0.04063  0            35308                
NYALES20  WETTZELL  3C418    2019 06 13 21 04   9.0000000000               35401                
    2698398.86974896   0.00798  -439288.0263621051   0.01628 1      I      35402                
   0.00121    .00000    .00000    .00000   1.520249129831029       0.0     35403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35404
  -0.06247   0.01132    .00000    .00000    .00000    .00000               35405                
     2.688    21.400  1014.600   946.400    84.146    42.836 0 0           35406                
        1.0319944171   0.00467       -0.0265888944   0.00482  0            35408                
NYALES20  YARRA12M  3C418    2019 06 13 21 04   9.0000000000               35501                
 1014257057.12107563   0.01712   520959.8029051608   0.03492 0      I      35502                
   0.00056    .00000    .00000    .00000   2.787247352645954       0.0     35503                
  0.265   2.454 -0.0001 -0.0820 -0.0025 -0.0142  999496456.956             35504
  -0.06247   0.00000    .00000    .00000    .00000    .00000               35505                
     2.688    10.600  1014.600   990.800    84.146    50.000 0 0           35506                
       -0.1458084264   0.01824       -0.0548067866   0.02325  0            35508                
WETTZELL  YARRA12M  3C418    2019 06 13 21 04   9.0000000000               35601                
 1011558655.82086825   0.01528   960248.1563611053   0.03116 1      I      35602                
   0.00062    .00000    .00000    .00000   0.649971361960848       0.0     35603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             35604
   0.01132   0.00000    .00000    .00000    .00000    .00000               35605                
    21.400    10.600   946.400   990.800    42.836    50.000 0 0           35606                
       -1.1488912607   0.02198       -0.0055801080   0.02894  0            35608                
FORTLEZA  KOKEE     0727-115 2019 06 13 21 04  34.0000000000               35701                
   -1126917.63482307   0.01710 -2538486.3631102033   0.03487 0      I      35702                
   0.00056    .00000    .00000    .00000  -0.413531692615383       0.0     35703                
  3.010   0.802  0.0032 -0.0000 -0.0351 -0.0060       4342.198             35704
  -0.04557   0.03605    .00000    .00000    .00000    .00000               35705                
    25.343    20.400  1010.257   889.979   100.000    75.179 0 0           35706                
        0.4198382521   0.00938        0.0109748310   0.00915  0            35708                
HART15M   YARRA12M  1749+096 2019 06 13 21 06  42.0000000000               35801                
 1010182666.63897085   0.00682  1733607.3795597653   0.01390 0      I      35802                
   0.00140    .00000    .00000    .00000   1.793663894724559       0.0     35803                
  0.096   1.130  0.0018 -0.0057 -0.0005 -0.0100  999319299.828             35804
   0.00000   0.00000    .00000    .00000    .00000    .00000               35805                
     5.960    10.600   874.800   990.800    44.420    50.000 0 0           35806                
       -0.1570646296   0.00589       -0.0163744281   0.00720  0            35808                
FORTLEZA  KOKEE     OJ287    2019 06 13 21 06  52.0000000000               35901                
    5804932.67914639   0.02879 -2354883.7551622731   0.05675 0      I      35902                
   0.00033    .00000    .00000    .00000   3.527158724624849       0.1     35903                
  1.934   1.025 -0.0027  0.0002 -0.0107 -0.0113       4342.125             35904
  -0.04782   0.04122    .00000    .00000    .00000    .00000               35905                
    25.200    20.418  1010.387   889.900   100.000    75.063 0 0           35906                
        0.4785370830   0.01215        0.0123110741   0.00665  0            35908                
FORTLEZA  NYALES20  OJ287    2019 06 13 21 06  52.0000000000               36001                
    6445860.50583143   0.00905  -770631.5074518004   0.01845 0      I      36002                
   0.00107    .00000    .00000    .00000   2.224031925303855       0.0     36003                
  1.934   0.724 -0.0027 -0.0024 -0.0107  0.0231    -174221.657             36004
  -0.04782  -0.00227    .00000    .00000    .00000    .00000               36005                
    25.200     2.690  1010.387  1014.600   100.000    83.902 0 0           36006                
        0.1039224684   0.00561       -0.0150832198   0.00601  0            36008                
FORTLEZA  WETTZELL  OJ287    2019 06 13 21 06  52.0000000000               36101                
    9533820.52317350   0.00521  -102429.3052858442   0.01026 0      I      36102                
   0.00183    .00000    .00000    .00000   0.865798330916668       0.0     36103                
  1.934   2.465 -0.0027 -0.0381 -0.0107 -0.2963      -3033.673             36104
  -0.04782   0.01176    .00000    .00000    .00000    .00000               36105                
    25.200    21.400  1010.387   946.400   100.000    42.984 0 0           36106                
        1.1865756773   0.00473       -0.0275997120   0.00566  0            36108                
KOKEE     NYALES20  OJ287    2019 06 13 21 06  52.0000000000               36201                
     640918.64288835   0.00387  1584256.1833321052   0.00788 0      I      36202                
   0.00249    .00000    .00000    .00000   2.176667339000686       0.0     36203                
  1.025   0.724  0.0002 -0.0024 -0.0113  0.0231    -178563.781             36204
   0.04122  -0.00227    .00000    .00000    .00000    .00000               36205                
    20.418     2.690   889.900  1014.600    75.063    83.902 0 0           36206                
       -0.3809980208   0.00292       -0.0296734639   0.00344  0            36208                
KOKEE     WETTZELL  OJ287    2019 06 13 21 06  52.0000000000               36301                
    3728874.78846784   0.00365  2252459.6991361910   0.00372 0      I      36302                
   0.00187    .00000    .00000    .00000   1.634387553619918       0.0     36303                
  1.025   2.465  0.0002 -0.0381 -0.0113 -0.2963      -7375.797             36304
   0.04122   0.01176    .00000    .00000    .00000    .00000               36305                
    20.418    21.400   889.900   946.400    75.063    42.984 0 0           36306                
        0.7144013510   0.00254       -0.0643204062   0.00145  0            36308                
NYALES20  WETTZELL  OJ287    2019 06 13 21 06  52.0000000000               36401                
    3087955.59676563   0.00213   668202.7875463523   0.00434 0      I      36402                
   0.00452    .00000    .00000    .00000   2.849229763856458       0.0     36403                
  0.724   2.465 -0.0024 -0.0381  0.0231 -0.2963     171187.984             36404
  -0.00227   0.01176    .00000    .00000    .00000    .00000               36405                
     2.690    21.400  1014.600   946.400    83.902    42.984 0 0           36406                
        1.0978701217   0.00267       -0.0252367240   0.00348  0            36408                
HART15M   ISHIOKA   1806+456 2019 06 13 21 09  54.0000000000               36501                
   -4012268.27744569   0.10485  1289423.5961213736   0.15503 2      I      36502                
   0.00011    .00000    .00000    .00000  -2.784541048346216       0.2     36503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             36504
   0.00000   0.00000    .00000    .00000    .00000    .00000               36505                
     6.263    18.284   874.800  1001.600    43.485    96.768 0 0           36506                
       -3.5048264365   0.04370       -1.9987384163   0.01698  0            36508                
HART15M   NYALES20  1806+456 2019 06 13 21 09  54.0000000000               36601                
  -11737274.91301674   0.07959   278248.3832642054   0.12387 0      I      36602                
   0.00011    .00000    .00000    .00000  -2.396216475054056       0.1     36603                
  0.288   0.316  0.0263  0.0009 -0.0032 -0.0017    -177156.932             36604
   0.00000   0.05148    .00000    .00000    .00000    .00000               36605                
     6.263     2.693   874.800  1014.600    43.485    84.052 0 0           36606                
       -0.0980903260   0.03404        0.0027260665   0.01572  0            36608                
HART15M   WETTZELL  1806+456 2019 06 13 21 09  54.0000000000               36701                
  -13436997.23874659   0.03260   -41233.9808882186   0.06648 0      I      36702                
   0.00030    .00000    .00000    .00000  -1.569732793413573       0.1     36703                
  0.288   0.469  0.0263 -0.0003 -0.0032  0.0057      -5969.125             36704
   0.00000   0.01145    .00000    .00000    .00000    .00000               36705                
