58485.826009             0.0254           908.1417     122  KATH12M   YARRA12M  1144-379         3029149.918
58485.828046            -0.0018           907.9732     125  KATH12M   YARRA12M  0727-115         3028678.583
58485.829944            -0.0081           908.2671     126  KATH12M   YARRA12M  1124-186         3029679.846
58485.833741             0.0122           908.0375     130  KATH12M   YARRA12M  1057-797         3028846.488
58485.839910            -0.0128           908.4425     138  KATH12M   YARRA12M  OJ287            3030280.518
58485.844771             0.0184           908.4430     145  KATH12M   YARRA12M  0727-115         3030178.372
58485.850824             0.0170           908.9630     152  KATH12M   YARRA12M  1124-186         3031917.447
58485.855187            -0.0168           908.8858     158  KATH12M   YARRA12M  OJ287            3031772.840
58485.856773             0.0055           908.7685     161  KATH12M   YARRA12M  1057-797         3031306.902
58485.858011             0.0151           909.1416     163  KATH12M   YARRA12M  1424-418         3032519.637
58485.864377             0.0010           909.3403     174  KATH12M   YARRA12M  1034-293         3033229.113
58485.873648             0.0032           909.6453     182  KATH12M   YARRA12M  1424-418         3034239.611
58485.876379            -0.0327           909.3526     186  KATH12M   YARRA12M  1057-797         3033382.853
58485.878000            -0.0710           909.0180     188  KATH12M   YARRA12M  0727-115         3032394.573
58485.894227            -0.0765           908.8225     211  KATH12M   YARRA12M  0748+126         3031760.494
58485.896495            -0.0284           910.3466     214  KATH12M   YARRA12M  1144-379         3036684.359
58485.898752            -0.0083           910.0806     216  KATH12M   YARRA12M  1057-797         3035729.669
58485.900685            -0.0271           910.0347     217  KATH12M   YARRA12M  OJ287            3035639.605
58485.903995             0.0325           910.3222     222  KATH12M   YARRA12M  0955+476         3036399.523
58485.907572            -0.0285           910.7723     225  KATH12M   YARRA12M  1334-127         3038104.400
58485.909944            -0.0172           910.7376     228  KATH12M   YARRA12M  1034-293         3037950.954
58485.917398             0.0047           910.2961     233  KATH12M   YARRA12M  OJ287            3036405.305
58485.936923             0.0136           909.8946     251  KATH12M   YARRA12M  OJ287            3035036.326
58485.939296            -0.0138           911.6996     255  KATH12M   YARRA12M  1144-379         3041148.506
58485.940639            -0.0202           911.3649     256  KATH12M   YARRA12M  1057-797         3040053.371
58485.944551            -0.0403           911.9523     261  KATH12M   YARRA12M  1741-038         3042079.913
58485.946009            -0.0369           911.9894     262  KATH12M   YARRA12M  1334-127         3042191.966
58485.948416            -0.0431           912.0225     265  KATH12M   YARRA12M  1424-418         3042323.270
58485.950940            -0.0377           912.0368     267  KATH12M   YARRA12M  1124-186         3042352.846
58486.040095            -0.0243           913.3719     366  KATH12M   YARRA12M  1034-293         3046761.776
58486.041518            -0.1193           914.8700     369  KATH12M   YARRA12M  1424-418         3052075.835
58486.044018            -0.0624           915.0720     372  KATH12M   YARRA12M  2008-159         3052559.543
58486.051669            -0.1295           915.1489     383  KATH12M   YARRA12M  1334-127         3053040.151
58486.054088            -0.1164           915.3911     386  KATH12M   YARRA12M  1741-038         3053804.411
58486.055812            -0.0851           915.2761     387  KATH12M   YARRA12M  2052-474         3053316.327
58486.069852            -0.2086           915.7988     403  KATH12M   YARRA12M  1741-038         3055471.958
58486.074366            -0.1040           915.1508     407  KATH12M   YARRA12M  1057-797         3052961.699
58486.076484             0.0509           916.2630     410  KATH12M   YARRA12M  2255-282         3056154.892
58486.093903             0.3345           917.3940     429  KATH12M   YARRA12M  3C446            3058981.206
58486.098266             0.1419           916.8757     435  KATH12M   YARRA12M  2255-282         3057894.873
58486.100245             0.0913           916.0218     437  KATH12M   YARRA12M  1057-797         3055215.216
58486.104227            -0.0626           916.9798     441  KATH12M   YARRA12M  1759-396         3058924.296
58486.116472             0.0721           916.4087     457  KATH12M   YARRA12M  1057-797         3056569.811
58486.118231             0.0966           917.6475     460  KATH12M   YARRA12M  3C446            3060620.363
58486.119840            -0.0093           917.2999     464  KATH12M   YARRA12M  1424-418         3059813.985
58486.121622            -0.0244           917.5632     466  KATH12M   YARRA12M  1759-396         3060742.566
58486.163254             0.0212           918.9019     511  KATH12M   YARRA12M  1751+288         3065056.112
58486.168474             0.2581           919.3816     515  KATH12M   YARRA12M  2355-106         3065866.089
58486.173891             0.1502           917.8003     521  KATH12M   YARRA12M  1057-797         3060951.289
58486.176877             0.1770           919.1963     525  KATH12M   YARRA12M  0104-408         3065518.349
58486.178764            -0.0187           919.3647     527  KATH12M   YARRA12M  1741-038         3066733.049
58486.183162             0.0212           919.5249     533  KATH12M   YARRA12M  2052-474         3067134.089
58486.184713             0.0025           919.5994     536  KATH12M   YARRA12M  1921-293         3067444.988
58486.187815             0.0218           919.7434     539  KATH12M   YARRA12M  3C446            3067860.830
58486.194782             0.1914           918.3754     546  KATH12M   YARRA12M  0308-611         3062731.885
58486.197560            -0.0337           919.9121     549  KATH12M   YARRA12M  1741-038         3068608.882
58486.198775             0.0739           918.9653     551  KATH12M   YARRA12M  1424-418         3065091.814
58486.200454             0.0967           919.9680     554  KATH12M   YARRA12M  0104-408         3068360.300
58486.202201            -0.0173           920.1121     557  KATH12M   YARRA12M  2255-282         3069221.263
58486.203729            -0.0221           920.1280     560  KATH12M   YARRA12M  2052-474         3069290.273
58486.205558             0.1081           918.4075     562  KATH12M   YARRA12M  1057-797         3063116.913
58486.209805            -0.0345           920.3830     566  KATH12M   YARRA12M  3C446            3070182.370
58486.212317             0.0252           920.4885     568  KATH12M   YARRA12M  2355-106         3070334.925
58486.218428             0.0577           918.3323     573  KATH12M   YARRA12M  1424-418         3063034.212
58486.220106             0.0987           920.6444     574  KATH12M   YARRA12M  0104-408         3070610.060
58486.222120            -0.0353           920.7122     578  KATH12M   YARRA12M  1921-293         3071283.118
58486.223683            -0.0178           920.7549     580  KATH12M   YARRA12M  2052-474         3071367.141
58486.225905            -0.0138           920.9110     582  KATH12M   YARRA12M  3C446            3071874.385
58486.228335            -0.0053           920.8318     585  KATH12M   YARRA12M  1759-396         3071581.693
58486.230882             0.0136           921.0662     589  KATH12M   YARRA12M  2355-106         3072300.966
58486.236993             0.0796           921.1896     599  KATH12M   YARRA12M  0104-408         3072492.318
58486.240396             0.0065           921.2973     604  KATH12M   YARRA12M  2052-474         3073095.281
58486.242629             0.0798           919.1276     607  KATH12M   YARRA12M  1057-797         3065613.328
58486.244979            -0.0166           921.5063     610  KATH12M   YARRA12M  3C446            3073869.425
58486.247398             0.0206           921.5969     612  KATH12M   YARRA12M  2355-106         3074047.560
58486.254724            -0.0073           921.5551     618  KATH12M   YARRA12M  1741-038         3074001.301
58486.261113            -0.0271           921.9991     625  KATH12M   YARRA12M  3C446            3075548.319
58486.264666            -0.0281           922.0019     631  KATH12M   YARRA12M  1921-293         3075561.236
58486.266067            -0.0084           922.1574     633  KATH12M   YARRA12M  2355-106         3076014.136
58486.281229            -0.0098           922.5089     648  KATH12M   YARRA12M  1921-293         3077191.043
58486.284319             0.0265           922.6026     651  KATH12M   YARRA12M  0131-522         3077382.544
58486.292572             0.0053           922.8917     662  KATH12M   YARRA12M  2052-474         3078417.435
58486.294458            -0.0334           923.0249     665  KATH12M   YARRA12M  3C446            3078991.140
58486.296298             0.0117           922.9675     668  KATH12M   YARRA12M  1921-293         3078648.991
58486.298405             0.0398           923.1361     670  KATH12M   YARRA12M  0104-408         3079117.846
58486.300477             0.1040           922.5643     671  KATH12M   YARRA12M  1741-038         3076996.450
58486.302213             0.0593           922.9101     674  KATH12M   YARRA12M  1759-396         3078298.814
58486.305199             0.0290           923.2957     677  KATH12M   YARRA12M  2052-474         3079686.234
58486.308359             0.0086           923.4987     680  KATH12M   YARRA12M  2355-106         3080431.302
58486.312456            -0.0106           923.5998     685  KATH12M   YARRA12M  3C446            3080832.935
58486.319655             0.1906           922.3294     695  KATH12M   YARRA12M  1741-038         3075924.063
58486.321460             0.0479           923.8003     697  KATH12M   YARRA12M  2052-474         3081306.517
58486.322768             0.0491           923.7470     699  KATH12M   YARRA12M  1921-293         3081124.802
58486.324956             0.0314           923.8994     702  KATH12M   YARRA12M  2008-159         3081691.943
58486.328416            -0.0229           924.0894     705  KATH12M   YARRA12M  2355-106         3082506.638
58486.330928             0.0032           924.1763     709  KATH12M   YARRA12M  3C446            3082709.764
58486.332595             0.0257           924.2334     711  KATH12M   YARRA12M  2255-282         3082824.999
58486.337398             0.0544           924.2776     717  KATH12M   YARRA12M  2052-474         3082876.876
58486.338706             0.0917           924.2116     720  KATH12M   YARRA12M  1921-293         3082532.273
58486.340685             0.0705           924.4446     722  KATH12M   YARRA12M  0131-522         3083380.173
58486.343960             0.0932           924.4368     726  KATH12M   YARRA12M  1954-388         3083278.310
58486.347502             0.0907           924.5900     729  KATH12M   YARRA12M  2008-159         3083797.865
58486.353798             0.1240           924.6136     737  KATH12M   YARRA12M  1921-293         3083765.294
58486.360419             0.1039           925.0964     746  KATH12M   YARRA12M  0131-522         3085442.758
58486.374701             0.0642           925.5502     764  KATH12M   YARRA12M  3C446            3087088.956
58486.376241             0.1092           925.4490     768  KATH12M   YARRA12M  2052-474         3086601.421
58486.384296             0.0849           923.7169     777  KATH12M   YARRA12M  1057-797         3080904.686
58486.391136             0.1118           925.8626     785  KATH12M   YARRA12M  2052-474         3087972.064
58486.392444             0.1595           925.2247     788  KATH12M   YARRA12M  1921-293         3085685.441
58486.400060             0.0993           924.4001     797  KATH12M   YARRA12M  1057-797         3083135.460
58486.402352             0.1153           926.4484     800  KATH12M   YARRA12M  0104-408         3089914.726
58486.406055             0.1020           926.5823     804  KATH12M   YARRA12M  2355-106         3090405.699
58486.408949             0.1030           926.5862     808  KATH12M   YARRA12M  3C446            3090415.238
58486.410986             0.1248           926.3984     811  KATH12M   YARRA12M  2052-474         3089715.974
58486.413243             0.1278           926.7532     814  KATH12M   YARRA12M  0131-522         3090889.616
58486.415650             0.1250           926.9321     816  KATH12M   YARRA12M  0202+319         3091495.451
58486.420627            -0.0256           925.1442     821  KATH12M   YARRA12M  1057-797         3086034.367
58486.426090             0.1255           927.1812     826  KATH12M   YARRA12M  0104-408         3092325.077
58486.429007             0.1017           926.8109     831  KATH12M   YARRA12M  2052-474         3091169.108
58486.431322             0.1055           927.2149     834  KATH12M   YARRA12M  3C446            3092504.071
58486.436773             0.1019           927.5502     840  KATH12M   YARRA12M  0420-014         3093634.622
58486.439400            -0.0746           925.8741     843  KATH12M   YARRA12M  1057-797         3088632.643
58486.441738             0.1259           927.6193     846  KATH12M   YARRA12M  0131-522         3093784.943
58486.444632             0.1294           927.6659     851  KATH12M   YARRA12M  0308-611         3093928.603
58486.446993             0.0156           927.0930     856  KATH12M   YARRA12M  2052-474         3092397.364
58486.451252             0.1110           927.7475     860  KATH12M   YARRA12M  3C446            3094262.187
58486.454817            -0.0854           926.4884     864  KATH12M   YARRA12M  1057-797         3090717.424
58486.467224             0.0906           928.3719     877  KATH12M   YARRA12M  2355-106         3096412.892
58486.470361            -0.0678           927.2628     881  KATH12M   YARRA12M  2052-474         3093241.809
58486.471692             0.0791           928.1973     882  KATH12M   YARRA12M  3C446            3095868.809
58486.475974             0.0847           928.7481     888  KATH12M   YARRA12M  0727-115         3097687.513
58486.477780             0.3424           929.3420     891  KATH12M   YARRA12M  NRAO150          3098809.019
58486.479447            -0.1543           927.3872     894  KATH12M   YARRA12M  1057-797         3093945.311
58486.493127            -0.1639           928.9760     909  KATH12M   YARRA12M  0727-115         3099277.009
58486.498521            -0.2040           928.2954     915  KATH12M   YARRA12M  3C446            3097140.504
58486.511750            -0.1159           929.5885     928  KATH12M   YARRA12M  0727-115         3101160.090
58486.526530            -0.1866           929.2977     948  KATH12M   YARRA12M  2255-282         3100425.940
58486.528011            -0.1256           930.0809     952  KATH12M   YARRA12M  0727-115         3102835.105
58486.534470            -0.1089           930.4231     960  KATH12M   YARRA12M  0748+126         3103920.456
58486.542525            -0.0899           930.5658     971  KATH12M   YARRA12M  0727-115         3104333.411
58486.551125            -0.0975           930.8884     981  KATH12M   YARRA12M  0748+126         3105434.955
58486.553116            -0.1111           931.0105     982  KATH12M   YARRA12M  0529+483         3105887.316
58486.556704            -0.0520           930.8711     986  KATH12M   YARRA12M  0308-611         3105225.300
58486.561460            -0.3868           930.7353     994  KATH12M   YARRA12M  1034-293         3105889.042
58486.565361            -0.1515           930.3855     998  KATH12M   YARRA12M  2355-106         3103937.447
58486.567537            -0.0830           931.3824    1000  KATH12M   YARRA12M  0748+126         3107034.302
58486.569412            -0.2375           930.5507    1002  KATH12M   YARRA12M  1057-797         3104775.353
58486.576287            -0.0269           931.6693    1009  KATH12M   YARRA12M  0727-115         3107803.879
58486.585859            -0.0452           931.9680    1022  KATH12M   YARRA12M  0748+126         3108861.393
58486.593254            -0.0085           932.2069    1031  KATH12M   YARRA12M  0727-115         3109535.918
58486.596495            -0.1187           931.5804    1036  KATH12M   YARRA12M  1057-797         3107813.939
58486.597930            -0.0608           932.1371    1038  KATH12M   YARRA12M  1034-293         3109477.492
58486.604215            -0.0105           932.5554    1045  KATH12M   YARRA12M  0748+126         3110705.005
58486.608035            -0.0399           932.0701    1049  KATH12M   YARRA12M  0104-408         3109184.333
58486.609886             0.0162           932.7380    1051  KATH12M   YARRA12M  0727-115         3111224.988
58486.614910            -0.0336           932.8903    1056  KATH12M   YARRA12M  OJ287            3111899.031
58486.620118            -0.0011           933.0395    1065  KATH12M   YARRA12M  0823+033         3112288.232
58486.623081            -0.1353           932.9779    1069  KATH12M   YARRA12M  1124-186         3112530.641
58486.625384             0.0599           933.2512    1073  KATH12M   YARRA12M  0727-115         3112790.932
58486.626484             0.0164           933.2527    1074  KATH12M   YARRA12M  0748+126         3112941.419
58486.627745            -0.0338           932.6903    1076  KATH12M   YARRA12M  1057-797         3111232.707
58486.636437            -0.0533           933.2198    1086  KATH12M   YARRA12M  1144-379         3113063.843
58486.638081             0.0318           933.5127    1088  KATH12M   YARRA12M  1034-293         3113757.113
58486.641252             0.0471           933.7271    1092  KATH12M   YARRA12M  0823+033         3114421.136
58486.643648             0.0562           933.7977    1095  KATH12M   YARRA12M  0727-115         3114626.353
58486.649308             0.0248           933.4426    1103  KATH12M   YARRA12M  1057-797         3113546.649
58486.651877             0.0490           934.0466    1106  KATH12M   YARRA12M  0748+126         3115480.739
58486.654053             0.0186           934.0924    1109  KATH12M   YARRA12M  OJ287            3115734.963
58486.655824            -0.0413           933.8809    1112  KATH12M   YARRA12M  1144-379         3115228.976
58486.657768            -0.0027           931.9090    1113  KATH12M   YARRA12M  0104-408         3108522.856
58486.662861             0.0667           934.3834    1119  KATH12M   YARRA12M  0727-115         3116545.061
58486.670187             0.0676           934.6109    1126  KATH12M   YARRA12M  0748+126         3117300.960
58486.674273             0.0610           934.2704    1133  KATH12M   YARRA12M  1057-797         3116187.028
58486.676368             0.0632           933.2606    1136  KATH12M   YARRA12M  0131-522         3112811.148
58486.679921             0.0994           934.9236    1143  KATH12M   YARRA12M  0727-115         3118237.857
58486.682745             0.0632           934.9353    1146  KATH12M   YARRA12M  1034-293         3118397.740
58486.687653             0.0805           934.6156    1151  KATH12M   YARRA12M  0308-611         3117273.429
58486.690766             0.0916           935.2442    1154  KATH12M   YARRA12M  0748+126         3119333.597
58486.697479             0.0903           935.3477    1161  KATH12M   YARRA12M  1144-379         3119683.130
58486.699562            -0.0292           935.1282    1163  KATH12M   YARRA12M  0529+483         3119349.350
58486.703451             0.1305           935.6491    1167  KATH12M   YARRA12M  0727-115         3120554.284
58486.704759             0.0858           935.2471    1170  KATH12M   YARRA12M  1057-797         3119362.548
58486.708416            -0.1992           934.9096    1174  KATH12M   YARRA12M  1424-418         3119187.219
