DATA IN NGS FORMAT FROM DATABASE 19JUN20XE_V006                                                 
Observed delays and rates in card #2, modified errors in card #9                                
    .00154    .00000    .00000    .00000   -.522289032974198        0.    214203                
  1.087   0.776 -0.0075 -0.0100 -0.0030 -0.0015     209446.119            214204
    .03051    .00000    .00000    .00000    .00000    .00000              214205                
    18.911    15.213   885.111   884.500    82.177    69.236 0 0          214206                
        2.6858014870    .00752         .0030169431    .01092  0           214208                
KOKEE     NYALES20  1803+784 2019 06 21 03 23   9.0000000000              214301                
  -14482334.63883612    .02262   323156.0505979199    .04612 0      I     214302                
    .00042    .00000    .00000    .00000  -3.347993763341441        0.    214303                
  1.087   0.275 -0.0075  0.0003 -0.0030 -0.0001    -177726.675            214304
    .03051   -.10533    .00000    .00000    .00000    .00000              214305                
    18.911     8.253   885.111  1009.400    82.177    67.953 0 0          214306                
       -4.2887023885    .00840         .0085269980    .01178  0           214308                
ISHIOKA   KOKEE     1803+784 2019 06 21 03 23   9.0000000000              214401                
    2398275.11875267    .01622  -226562.9483537452    .03309 0      I     214402                
    .00059    .00000    .00000    .00000   6.223443147078057        0.    214403                
  1.773   1.087  0.0017 -0.0075  0.0028 -0.0030       4382.959            214404
    .00000    .03051    .00000    .00000    .00000    .00000              214405                
    22.423    18.911   996.500   885.111    98.112    82.177 0 0          214406                
         .4770629494    .00626        -.0127486489    .00877  0           214408                
BADARY    KOKEE     1803+784 2019 06 21 03 23   9.0000000000              214501                
    7288516.46622973    .00787  -360460.6001981843    .01606 0      I     214502                
    .00121    .00000    .00000    .00000   1.029504707336602        0.    214503                
  0.880   1.087  0.0006 -0.0075  0.0011 -0.0030    -210908.627            214504
    .00000    .03051    .00000    .00000    .00000    .00000              214505                
    21.366    18.911   918.789   885.111    52.295    82.177 0 0          214506                
         .1941944762    .00349        -.0271573183    .00486  0           214508                
ISHIOKA   YEBES40M  1803+784 2019 06 21 03 23   9.0000000000              214601                
   -6835539.44314397    .00538   216074.1560365462    .01136 0      I     214602                
    .00181    .00000    .00000    .00000   1.417472816516855        0.    214603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            214604
    .00000 -11.12373    .00000    .00000    .00000    .00000              214605                
    22.423    14.586   996.500   909.686    98.112    72.000 0 0          214606                
       -1.5061186601    .00707         .0031278241    .01096  0           214608                
KOKEE     YEBES40M  1803+784 2019 06 21 03 23   9.0000000000              214701                
   -9233815.64700504    .00647   442637.3216004832    .01418 0      I     214702                
    .00153    .00000    .00000    .00000  -3.069722191567934        0.    214703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            214704
    .03051 -11.12373    .00000    .00000    .00000    .00000              214705                
    18.911    14.586   885.111   909.686    82.177    72.000 0 0          214706                
       -1.9662750156    .00914         .0307627104    .01469  0           214708                
BADARY    ISHIOKA   0727-115 2019 06 21 03 27  22.0000000000              214801                
   -9176056.79408208    .00439   469528.3278951023    .00896 0      I     214802                
    .00217    .00000    .00000    .00000  -4.665424134561143        0.    214803                
  2.416   1.184 -0.0046 -0.0008 -0.0700  0.0067    -215291.575            214804
    .00000    .00000    .00000    .00000    .00000    .00000              214805                
    21.100    22.631   918.700   996.510    53.730    98.221 0 0          214806                
        -.4962521069    .00183        -.0104572576    .00255  0           214808                
ISHIOKA   KATH12M   0727-115 2019 06 21 03 27  22.0000000000              214901                
   -6120981.17732200    .01076  -248889.4515784112    .02195 0      I     214902                
    .00089    .00000    .00000    .00000   -.135336570209917        0.    214903                
  1.184   0.158 -0.0008 -0.0000  0.0067 -0.0008       2972.594            214904
    .00000    .00000    .00000    .00000    .00000    .00000              214905                
    22.631    26.425   996.510   999.000    98.221    18.300 0 0          214906                
       -4.3589952352    .00753         .0069245969    .01036  0           214908                
ISHIOKA   YARRA12M  0727-115 2019 06 21 03 27  22.0000000000              215001                
   -2773084.15138105    .01370  -543083.5258616904    .02701 0      I     215002                
    .00069    .00000    .00000    .00000   -.902068521013702        0.    215003                
  1.184   0.284 -0.0008 -0.0000  0.0067  0.0002      14826.178            215004
    .00000    .00000    .00000    .00000    .00000    .00000              215005                
    22.631    20.555   996.510   983.072    98.221    56.623 0 0          215006                
       -4.0623083321    .00736         .0022217395    .00985  0           215008                
KATH12M   YARRA12M  0727-115 2019 06 21 03 27  22.0000000000              215101                
    3347895.19523114    .00963  -294194.2415891865    .01965 0      I     215102                
    .00099    .00000    .00000    .00000    .496538495630545        0.    215103                
  0.158   0.284 -0.0000 -0.0000 -0.0008  0.0002      11853.584            215104
    .00000    .00000    .00000    .00000    .00000    .00000              215105                
    26.425    20.555   999.000   983.072    18.300    56.623 0 0          215106                
         .3071482567    .00935         .0003401176    .01282  0           215108                
ISHIOKA   KOKEE     0727-115 2019 06 21 03 27  22.0000000000              215201                
    2746282.66378809    .00944  1302038.5433561000    .01860 0      I     215202                
    .00100    .00000    .00000    .00000   1.464783873282112        0.    215203                
  1.184   0.620 -0.0008  0.0013  0.0067  0.0042       4382.874            215204
    .00000    .03476    .00000    .00000    .00000    .00000              215205                
    22.631    19.017   996.510   885.191    98.221    81.905 0 0          215206                
         .5649280957    .00343        -.0092239530    .00466  0           215208                
BADARY    KOKEE     0727-115 2019 06 21 03 27  22.0000000000              215301                
   -6429785.81507141    .00478  1771567.7144997270    .00975 0      I     215302                
    .00200    .00000    .00000    .00000  -2.149655428696231        0.    215303                
  2.416   0.620 -0.0046  0.0013 -0.0700  0.0042    -210908.700            215304
    .00000    .03476    .00000    .00000    .00000    .00000              215305                
    21.100    19.017   918.700   885.191    53.730    81.905 0 0          215306                
         .0648625792    .00192        -.0348301547    .00269  0           215308                
WARK12M   YARRA12M  0727-115 2019 06 21 03 27  22.0000000000              215401                
  257596298.46973780    .01474 -1264976.0052335360    .03113 0      I     215402                
    .00067    .00000    .00000    .00000   3.338252452706149        0.    215403                
  0.687   0.284 -0.0002 -0.0000 -0.0018  0.0002  256116021.247            215404
    .00000    .00000    .00000    .00000    .00000    .00000              215405                
    13.900    20.555  1005.300   983.072   100.000    56.623 0 0          215406                
       -3.2595022814    .02011         .0626370801    .02851  0           215408                
KATH12M   WARK12M   0727-115 2019 06 21 03 27  22.0000000000              215501                
 -254248400.69384410    .01310   970782.9753156537    .02868 0      I     215502                
    .00076    .00000    .00000    .00000  -1.971422840110460        0.    215503                
  0.158   0.687 -0.0000 -0.0002 -0.0008 -0.0018 -256104167.662            215504
    .00000    .00000    .00000    .00000    .00000    .00000              215505                
    26.425    13.900   999.000  1005.300    18.300   100.000 0 0          215506                
        3.6355673291    .02357         .0179927105    .03463  0           215508                
ISHIOKA   WARK12M   0727-115 2019 06 21 03 27  22.0000000000              215601                
 -260369387.78302710    .01499   721893.2838969079    .03167 0      I     215602                
    .00065    .00000    .00000    .00000  -1.056040910491342        0.    215603                
  1.184   0.687 -0.0008 -0.0002  0.0067 -0.0018 -256101195.068            215604
    .00000    .00000    .00000    .00000    .00000    .00000              215605                
    22.631    13.900   996.510  1005.300    98.221   100.000 0 0          215606                
        -.7396267553    .01402        -.0627875273    .01992  0           215608                
KOKEE     WARK12M   0727-115 2019 06 21 03 27  22.0000000000              215701                
 -263115668.87083020    .01235  -580144.5191123355    .02608 8      I     215702                
    .00079    .00000    .00000    .00000  -2.268226284645392        0.    215703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            215704
    .03476    .00000    .00000    .00000    .00000    .00000              215705                
    19.017    13.900   885.191  1005.300    81.905   100.000 0 0          215706                
         .0000000000    .00000         .0000000000    .00000  0           215708                
BADARY    YARRA12M  0727-115 2019 06 21 03 27  22.0000000000              215801                
  -11949136.08201962    .00528   -73555.2926931491    .01077 0      I     215802                
    .00181    .00000    .00000    .00000  -5.815624234606517        0.    215803                
  2.416   0.284 -0.0046 -0.0000 -0.0700  0.0002    -200465.396            215804
    .00000    .00000    .00000    .00000    .00000    .00000              215805                
    21.100    20.555   918.700   983.072    53.730    56.623 0 0          215806                
       -4.5639127245    .00357        -.0251982378    .00491  0           215808                
BADARY    KATH12M   0727-115 2019 06 21 03 27  22.0000000000              215901                
  -15297035.71687808    .00461   220638.6689677643    .00941 0      I     215902                
    .00207    .00000    .00000    .00000  -2.850241232438471        0.    215903                
  2.416   0.158 -0.0046 -0.0000 -0.0700 -0.0008    -212318.981            215904
    .00000    .00000    .00000    .00000    .00000    .00000              215905                
    21.100    26.425   918.700   999.000    53.730    18.300 0 0          215906                
       -4.8684160269    .00384        -.0165039243    .00527  0           215908                
BADARY    WARK12M   0727-115 2019 06 21 03 27  22.0000000000              216001                
 -269545451.05482570    .00722  1191422.1060528460    .01581 8      I     216002                
    .00137    .00000    .00000    .00000   -.370166708216323        0.    216003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            216004
    .00000    .00000    .00000    .00000    .00000    .00000              216005                
    21.100    13.900   918.700  1005.300    53.730   100.000 0 0          216006                
         .0000000000    .00000         .0000000000    .00000  0           216008                
KATH12M   KOKEE     0727-115 2019 06 21 03 27  22.0000000000              216101                
    8867273.30413510    .01224  1550928.2172713560    .02496 0      I     216102                
    .00078    .00000    .00000    .00000   1.592765941049451        0.    216103                
  0.158   0.620 -0.0000  0.0013 -0.0008  0.0042       1410.280            216104
    .00000    .03476    .00000    .00000    .00000    .00000              216105                
    26.425    19.017   999.000   885.191    18.300    81.905 0 0          216106                
        4.9256428898    .00657        -.0125419426    .00908  0           216108                
KOKEE     YARRA12M  0727-115 2019 06 21 03 27  22.0000000000              216201                
   -5519361.75409735    .01359 -1845119.6706662870    .02678 0      I     216202                
    .00070    .00000    .00000    .00000  -5.048912939945936        0.    216203                
  0.620   0.284  0.0013 -0.0000  0.0042  0.0002      10443.304            216204
    .03476    .00000    .00000    .00000    .00000    .00000              216205                
    19.017    20.555   885.191   983.072    81.905    56.623 0 0          216206                
       -4.6196653953    .00662         .0077150015    .00888  0           216208                
HART15M   YEBES40M  1706-174 2019 06 21 03 29  36.0000000000              216301                
   -1123494.54238921    .04793  -349669.0177267109    .01424 8      I     216302                
    .00008    .00000    .00000    .00000  -3.694426546370546        0.    216303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            216304
    .00000 -11.41448    .00000    .00000    .00000    .00000              216305                
     2.131    14.463   873.835   909.674    83.453    72.368 0 0          216306                
       -2.8046605686    .03739       -4.5241009852    .00818  0           216308                
KATH12M   YARRA12M  0823+033 2019 06 21 03 29  50.0000000000              216401                
    5552665.52416035    .04893  -217531.2328101857    .03808 0      I     216402                
    .00012    .00000    .00000    .00000   1.249263167851652        0.    216403                
  0.176   0.417 -0.0004  0.0001 -0.0019  0.0006      11853.770            216404
    .00000    .00000    .00000    .00000    .00000    .00000              216405                
    26.550    20.751   998.967   982.966    18.151    56.260 0 0          216406                
         .3089665259    .01383         .0113281168    .00754  0           216408                
WARK12M   YARRA12M  0823+033 2019 06 21 03 29  50.0000000000              216501                
  261065336.78574010    .07170 -1241245.6693558870    .05301 0      I     216502                
    .00008    .00000    .00000    .00000   6.009050157211190        0.    216503                
  0.783   0.417 -0.0005  0.0001 -0.0010  0.0006  256116021.563            216504
    .00000    .00000    .00000    .00000    .00000    .00000              216505                
    13.894    20.751  1005.300   982.966   100.000    56.260 0 0          216506                
       -3.2537301298    .02397         .0297400551    .01225  0           216508                
KATH12M   WARK12M   0823+033 2019 06 21 03 29  50.0000000000              216601                
 -255512670.23121920    .03071  1023715.7909231630    .02390 0      I     216602                
    .00019    .00000    .00000    .00000    .416257504570106        0.    216603                
  0.176   0.783 -0.0004 -0.0005 -0.0019 -0.0010 -256104167.793            216604
    .00000    .00000    .00000    .00000    .00000    .00000              216605                
    26.550    13.894   998.967  1005.300    18.151   100.000 0 0          216606                
        3.5800405195    .02385        -.0443334832    .01251  0           216608                
NYALES20  ZELENCHK  1736+324 2019 06 21 03 29  51.0000000000              216701                
    6810469.62196018    .03181   702809.6592929869    .00945 8      I     216702                
    .00011    .00000    .00000    .00000  -1.724389615291364        0.    216703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            216704
    .02752    .00000    .00000    .00000    .00000    .00000              216705                
     8.800    15.382  1009.400   884.500    66.100    66.796 0 0          216706                
        -.7272894439    .03479        -.0105226402    .00737  0           216708                
ISHIOKA   MEDICINA  0059+581 2019 06 21 03 32  12.0000000000              216801                
   -7309961.84535689    .01025 -1042632.7931269440    .02091 0      I     216802                
    .00095    .00000    .00000    .00000  -3.499579294692097        0.    216803                
  1.405   0.554  0.0019  0.0010 -0.0269  0.0003      -8492.913            216804
    .00000    .00000    .00000    .00000    .00000    .00000              216805                
    22.936    20.847   996.576  1011.791    98.364    52.115 0 0          216806                
        -.4521125278    .00741         .0367258877    .00845  0           216808                
BADARY    ISHIOKA   0059+581 2019 06 21 03 32  12.0000000000              216901                
    7320522.21203817    .00687   277852.9175503103    .01401 0      I     216902                
    .00139    .00000    .00000    .00000   3.622171790203388        0.    216903                
  0.663   1.405  0.0001  0.0019  0.0024 -0.0269    -215291.566            216904
    .00000    .00000    .00000    .00000    .00000    .00000              216905                
    21.124    22.936   918.688   996.576    53.148    98.364 0 0          216906                
        -.2656069661    .00266        -.0140596755    .00372  0           216908                
BADARY    MEDICINA  0059+581 2019 06 21 03 32  12.0000000000              217001                
      10552.47360131    .00323  -764779.9627425794    .00659 0      I     217002                
    .00301    .00000    .00000    .00000   2.996819488307559        0.    217003                
  0.663   0.554  0.0001  0.0010  0.0024  0.0003    -223784.479            217004
    .00000    .00000    .00000    .00000    .00000    .00000              217005                
    21.124    20.847   918.688  1011.791    53.148    52.115 0 0          217006                
        -.7032931258    .00256         .0306488576    .00292  0           217008                
KOKEE     WARK12M   1213-172 2019 06 21 03 33  13.0000000000              217101                
 -256118709.76582070    .01686  -371064.3038789678    .02266 0      I     217102                
    .00046    .00000    .00000    .00000   -.848023594853152        0.    217103                
  0.475   0.846  0.0012 -0.0002 -0.0012  0.0048 -256105578.316            217104
    .03256    .00000    .00000    .00000    .00000    .00000              217105                
    19.226    13.948   885.100  1005.300    80.926   100.000 0 0          217106                
       -1.0985720820    .02418        -.0468128590    .02181  0           217108                
BADARY    ISHIOKA   0454-234 2019 06 21 03 36  20.0000000000              217201                
   -3710870.90408673    .01109   695360.0374505562    .02263 0      I     217202                
    .00086    .00000    .00000    .00000  -1.199084818698760        0.    217203                
  2.311   1.822  0.0001 -0.0055 -0.0109 -0.0377    -215291.555            217204
    .00000    .00000    .00000    .00000    .00000    .00000              217205                
    21.351    23.301   918.600   996.400    53.294    98.134 0 0          217206                
        -.5165944910    .00268         .0056587029    .00388  0           217208                
ISHIOKA   KATH12M   0454-234 2019 06 21 03 36  20.0000000000              217301                
  -10914163.62439628    .02382   -65268.6581171042    .04858 0      I     217302                
    .00040    .00000    .00000    .00000  -4.973394746178996        0.    217303                
  1.822   0.168 -0.0055  0.0002 -0.0377  0.0009       2972.328            217304
    .00000    .00000    .00000    .00000    .00000    .00000              217305                
    23.301    26.777   996.400   998.777    98.134    17.469 0 0          217306                
       -4.4473153938    .01011         .0402247049    .01409  0           217308                
ISHIOKA   YARRA12M  0454-234 2019 06 21 03 36  20.0000000000              217401                
  -12254492.49600528    .02442  -468470.1138884460    .04813 0      I     217402                
    .00039    .00000    .00000    .00000    .700489463889806        0.    217403                
  1.822   0.229 -0.0055  0.0000 -0.0377 -0.0000      14826.585            217404
    .00000    .00000    .00000    .00000    .00000    .00000              217405                
    23.301    20.951   996.400   982.824    98.134    57.903 0 0          217406                
       -4.1477332523    .00841         .0227883611    .01145  0           217408                
KATH12M   YARRA12M  0454-234 2019 06 21 03 36  20.0000000000              217501                
   -1340333.32387759    .01718  -403201.6209575331    .03503 0      I     217502                
    .00056    .00000    .00000    .00000  -1.514926536076397        0.    217503                
  0.168   0.229  0.0002  0.0000  0.0009 -0.0000      11854.257            217504
    .00000    .00000    .00000    .00000    .00000    .00000              217505                
    26.777    20.951   998.777   982.824    17.469    57.903 0 0          217506                
         .3094917261    .01241        -.0264815615    .01707  0           217508                
BADARY    HART15M   0454-234 2019 06 21 03 36  20.0000000000              217601                
    -470714.26576081    .00701 -1134723.2832782860    .01430 0      I     217602                
    .00136    .00000    .00000    .00000  -2.606078628958371        0.    217603                
  2.311   0.565  0.0001  0.0130 -0.0109 -0.0246    -212152.039            217604
    .00000    .00000    .00000    .00000    .00000    .00000              217605                
    21.351     2.026   918.600   873.900    53.294    82.774 0 0          217606                
        3.2800852052    .00252         .0213653253    .00355  0           217608                
WARK12M   YARRA12M  0454-234 2019 06 21 03 36  20.0000000000              217701                
  247219823.77398940    .03608  -937693.0459916124    .07622 0      I     217702                
    .00027    .00000    .00000    .00000   6.030444395512233        0.    217703                
  1.063   0.229  0.0002  0.0000 -0.0086 -0.0000  256116022.398            217704
    .00000    .00000    .00000    .00000    .00000    .00000              217705                
    14.000    20.951  1005.300   982.824   100.000    57.903 0 0          217706                
       -3.3623405398    .02169         .0255984266    .03100  0           217708                
KATH12M   WARK12M   0454-234 2019 06 21 03 36  20.0000000000              217801                
 -248560149.85286500    .02785   534491.4801549453    .06101 0      I     217802                
    .00036    .00000    .00000    .00000   1.394657249142037        0.    217803                
  0.168   1.063  0.0002  0.0002  0.0009 -0.0086 -256104168.142            217804
    .00000    .00000    .00000    .00000    .00000    .00000              217805                
    26.777    14.000   998.777  1005.300    17.469   100.000 0 0          217806                
        3.5941637418    .02452         .0518525983    .03615  0           217808                
HART15M   ISHIOKA   0454-234 2019 06 21 03 36  20.0000000000              217901                
   -3240156.18453830    .02013  1830085.4976809070    .04106 0      I     217902                
    .00047    .00000    .00000    .00000   1.100725091736373        0.    217903                
  0.565   1.822  0.0130 -0.0055 -0.0246 -0.0377      -3139.516            217904
    .00000    .00000    .00000    .00000    .00000    .00000              217905                
     2.026    23.301   873.900   996.400    82.774    98.134 0 0          217906                
       -3.8000346689    .00641        -.0286228292    .00907  0           217908                
HART15M   WARK12M   0454-234 2019 06 21 03 36  20.0000000000              218001                
 -262714477.00915310    .02738  2299309.9367330890    .05998 0      I     218002                
    .00036    .00000    .00000    .00000   1.699475876451727        0.    218003                
  0.565   1.063  0.0130  0.0002 -0.0246 -0.0086 -256104335.330            218004
    .00000    .00000    .00000    .00000    .00000    .00000              218005                
     2.026    14.000   873.900  1005.300    82.774   100.000 0 0          218006                
       -4.6158242491    .01602        -.0420995926    .02375  0           218008                
ISHIOKA   WARK12M   0454-234 2019 06 21 03 36  20.0000000000              218101                
 -259474319.20931850    .03995   469223.7660566543    .08438 0      I     218102                
    .00024    .00000    .00000    .00000  -2.871190190205252        0.    218103                
  1.822   1.063 -0.0055  0.0002 -0.0377 -0.0086 -256101195.814            218104
    .00000    .00000    .00000    .00000    .00000    .00000              218105                
    23.301    14.000   996.400  1005.300    98.134   100.000 0 0          218106                
        -.8344589456    .01767         .0298402936    .02546  0           218108                
BADARY    YARRA12M  0454-234 2019 06 21 03 36  20.0000000000              218201                
  -15965361.75627165    .01035   226889.4938989494    .02110 0      I     218202                
    .00092    .00000    .00000    .00000  -3.861298089746039        0.    218203                
  2.311   0.229  0.0001  0.0000 -0.0109 -0.0000    -200464.971            218204
    .00000    .00000    .00000    .00000    .00000    .00000              218205                
    21.351    20.951   918.600   982.824    53.294    57.903 0 0          218206                
       -4.6737078788    .00422         .0115665670    .00589  0           218208                
BADARY    KATH12M   0454-234 2019 06 21 03 36  20.0000000000              218301                
  -14625034.26142710    .01084   630091.3487757212    .02211 0      I     218302                
    .00088    .00000    .00000    .00000   -.427300535056715        0.    218303                
  2.311   0.168  0.0001  0.0002 -0.0109  0.0009    -212319.227            218304
    .00000    .00000    .00000    .00000    .00000    .00000              218305                
    21.351    26.777   918.600   998.777    53.294    17.469 0 0          218306                
       -4.9584598457    .00481         .0113521987    .00669  0           218308                
BADARY    WARK12M   0454-234 2019 06 21 03 36  20.0000000000              218401                
 -263185191.85525200    .01652  1164584.0864865340    .03619 8      I     218402                
    .00060    .00000    .00000    .00000   -.222124446116990        0.    218403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            218404
    .00000    .00000    .00000    .00000    .00000    .00000              218405                
    21.351    14.000   918.600  1005.300    53.294   100.000 0 0          218406                
         .0000000000    .00000         .0000000000    .00000  0           218408                
HART15M   YARRA12M  0454-234 2019 06 21 03 36  20.0000000000              218501                
  -15494647.16631292    .02110  1361614.4641231650    .04303 0      I     218502                
    .00045    .00000    .00000    .00000  -1.773830135664249        0.    218503                
  0.565   0.229  0.0130  0.0000 -0.0246 -0.0000      11687.068            218504
    .00000    .00000    .00000    .00000    .00000    .00000              218505                
     2.026    20.951   873.900   982.824    82.774    57.903 0 0          218506                
       -7.9350422085    .00718        -.0142370322    .01012  0           218508                
HART15M   KATH12M   0454-234 2019 06 21 03 36  20.0000000000              218601                
  -14154319.58147031    .02069  1764816.6103494920    .04219 0      I     218602                
    .00046    .00000    .00000    .00000    .875146492396037        0.    218603                
  0.565   0.168  0.0130  0.0002 -0.0246  0.0009       -167.189            218604
    .00000    .00000    .00000    .00000    .00000    .00000              218605                
     2.026    26.777   873.900   998.777    82.774    17.469 0 0          218606                
       -8.2373374722    .00926        -.0137573625    .01288  0           218608                
MEDICINA  NYALES20  1520+319 2019 06 21 03 37  22.0000000000              218701                
   -5615860.03786276    .02394  -667531.9393961772    .00983 0      I     218702                
    .00018    .00000    .00000    .00000  -6.146561414832996        0.    218703                
  2.231   0.548  0.0259  0.0032 -0.0115 -0.0012    -164849.937            218704
    .00000    .01232    .00000    .00000    .00000    .00000              218705                
    19.740     9.700  1011.793  1009.400    57.827    60.880 0 0          218706                
       -3.3582497461    .01181         .0140907214    .00275  0           218708                
MEDICINA  YEBES40M  1520+319 2019 06 21 03 37  22.0000000000              218801                
   -2725809.65883808    .00611    91413.6552633827    .00304 0      I     218802                
    .00077    .00000    .00000    .00000  -2.194197996350296        0.    218803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            218804
    .00000 -12.92557    .00000    .00000    .00000    .00000              218805                
    19.740    14.366  1011.793   909.766    57.827    73.000 0 0          218806                
       -1.0391574642    .00995         .0056918435    .00297  0           218808                
NYALES20  YEBES40M  1520+319 2019 06 21 03 37  22.0000000000              218901                
    2890054.53766861    .01753   758946.1307256512    .00871 0      I     218902                
    .00027    .00000    .00000    .00000   3.798038426476733        0.    218903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            218904
    .01232 -12.92557    .00000    .00000    .00000    .00000              218905                
     9.700    14.366  1009.400   909.766    60.880    73.000 0 0          218906                
        2.3462037651    .01391        -.0052686633    .00509  0           218908                
KOKEE     MEDICINA  1520+319 2019 06 21 03 37  22.0000000000              219001                
    6124131.93329829    .02565  2040514.8034134550    .00998 0      I     219002                
    .00016    .00000    .00000    .00000   2.701368663290278        0.    219003                
  0.646   2.231 -0.0015  0.0259 -0.0059 -0.0115     -12875.633            219004
    .03181    .00000    .00000    .00000    .00000    .00000              219005                
    19.334    19.740   885.100  1011.793    80.659    57.827 0 0          219006                
        -.8754653701    .01112        -.0582989611    .00247  0           219008                
KOKEE     NYALES20  1520+319 2019 06 21 03 37  22.0000000000              219101                
     508267.72227573    .05114  1372981.5612563890    .02100 0      I     219102                
    .00008    .00000    .00000    .00000   5.211751924798832        0.    219103                
  0.646   0.548 -0.0015  0.0032 -0.0059 -0.0012    -177725.570            219104
    .03181    .01232    .00000    .00000    .00000    .00000              219105                
    19.334     9.700   885.100  1009.400    80.659    60.880 0 0          219106                
       -4.2324165370    .01356        -.0556678682    .00392  0           219108                
KOKEE     YEBES40M  1520+319 2019 06 21 03 37  22.0000000000              219201                
    3398322.76234323    .01841  2131928.7385705140    .00907 0      I     219202                
    .00026    .00000    .00000    .00000   4.543310209097739        0.    219203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            219204
    .03181 -12.92557    .00000    .00000    .00000    .00000              219205                
    19.334    14.366   885.100   909.766    80.659    73.000 0 0          219206                
       -1.8966823537    .01243        -.0526724968    .00451  0           219208                
KATH12M   YARRA12M  0308-611 2019 06 21 03 38  13.0000000000              219301                
   -5420010.63638225    .01639  -201112.3627821216    .01089 0      I     219302                
    .00033    .00000    .00000    .00000   -.654173430686829        0.    219303                
  0.285   0.306  0.0029 -0.0003  0.0032 -0.0002      11854.400            219304
    .00000    .00000    .00000    .00000    .00000    .00000              219305                
    26.668    20.843   998.689   982.900    17.754    57.093 0 0          219306                
         .2634016471    .01150         .0201795776    .00516  0           219308                
WARK12M   YARRA12M  0308-611 2019 06 21 03 38  13.0000000000              219401                
  250471277.08010710    .02255  -264007.9201306940    .01607 0      I     219402                
    .00025    .00000    .00000    .00000   5.009290429247737        0.    219403                
  1.170   0.306  0.0020 -0.0003 -0.0063 -0.0002  256116022.642            219404
    .00000    .00000    .00000    .00000    .00000    .00000              219405                
    14.100    20.843  1005.300   982.900   100.000    57.093 0 0          219406                
       -3.2751645979    .02212         .0360473040    .01060  0           219408                
KATH12M   WARK12M   0308-611 2019 06 21 03 38  13.0000000000              219501                
 -255891287.60361600    .02016    62895.5131625524    .01436 0      I     219502                
    .00028    .00000    .00000    .00000   -.044032668012667        0.    219503                
  0.285   1.170  0.0029  0.0020  0.0032 -0.0063 -256104168.242            219504
    .00000    .00000    .00000    .00000    .00000    .00000              219505                
    26.668    14.100   998.689  1005.300    17.754   100.000 0 0          219506                
        3.5195477565    .02028        -.0001039351    .00971  0           219508                
HART15M   WARK12M   0308-611 2019 06 21 03 38  13.0000000000              219601                
 -253921316.55715490    .02386  1172724.9652413170    .04866 0      I     219602                
    .00040    .00000    .00000    .00000  -4.001685827661238        0.    219603                
  0.253   1.170  0.0051  0.0020 -0.0019 -0.0063 -256104335.492            219604
    .00000    .00000    .00000    .00000    .00000    .00000              219605                
     2.062    14.100   873.900  1005.300    82.761   100.000 0 0          219606                
       -4.6280229522    .02561        -.0017866583    .03509  0           219608                
HART15M   YARRA12M  0308-611 2019 06 21 03 38  13.0000000000              219701                
   -3450040.15541252    .02217   908716.8425452441    .04522 0      I     219702                
    .00043    .00000    .00000    .00000  -5.950863283186267        0.    219703                
  0.253   0.306  0.0051 -0.0003 -0.0019 -0.0002      11687.150            219704
    .00000    .00000    .00000    .00000    .00000    .00000              219705                
     2.062    20.843   873.900   982.900    82.761    57.093 0 0          219706                
       -7.9317056830    .01163         .0110500535    .01609  0           219708                
HART15M   KATH12M   0308-611 2019 06 21 03 38  13.0000000000              219801                
    1969970.90666080    .02661  1109829.2858743230    .05428 0      I     219802                
    .00036    .00000    .00000    .00000   2.224549910135875        0.    219803                
  0.253   0.285  0.0051  0.0029 -0.0019  0.0032       -167.250            219804
    .00000    .00000    .00000    .00000    .00000    .00000              219805                
     2.062    26.668   873.900   998.689    82.761    17.754 0 0          219806                
       -8.1757615438    .01525        -.0113883854    .02106  0           219808                
BADARY    ISHIOKA   0420+022 2019 06 21 03 39   9.0000000000              219901                
    -375446.90908787    .01015   770728.9624407488    .02070 0      I     219902                
    .00094    .00000    .00000    .00000  -2.368067394964136        0.    219903                
  0.909   1.131  0.0005 -0.0015  0.0000 -0.0208    -215291.549            219904
    .00000    .00000    .00000    .00000    .00000    .00000              219905                
    21.600    23.872   918.600   996.400    52.300    98.264 0 0          219906                
        -.3889599580    .00501         .0176173401    .00695  0           219908                
BADARY    ZELENCHK  0420+022 2019 06 21 03 39   9.0000000000              220001                
    5707129.83799398    .00358  -978108.7318328670    .00731 0      I     220002                
    .00266    .00000    .00000    .00000    .855604549212172        0.    220003                
  0.909   1.359  0.0005  0.0137  0.0000  0.0212      -1462.521            220004
    .00000    .00000    .00000    .00000    .00000    .00000              220005                
    21.600    15.600   918.600   884.500    52.300    65.686 0 0          220006                
        2.8998400359    .00296         .0182457033    .00431  0           220008                
