DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  1.018   0.405  0.0002 -0.0206  0.0015  0.1215        227.985            256504
   0.03809   0.00000    .00000    .00000    .00000    .00000              256505                
    10.000    -5.100  1000.000   950.300    50.000    95.490 0 0          256506                
        0.7898674823   0.01541       -0.0010539244   0.00873  0           256508                
FORTLEZA  WETTZELL  1145-071 2019 01 11 08 07  11.0000000000              256601                
   17259430.16197565   0.01643   493622.6663254143   0.01367 0      I     256602                
   0.00037    .00000    .00000    .00000   0.934068398881822       0.0    256603                
  1.018   0.422  0.0002 -0.0134  0.0015  0.1686      -2250.439            256604
   0.03809   0.00026    .00000    .00000    .00000    .00000              256605                
    10.000    -5.100  1000.000   950.300    50.000    95.490 0 0          256606                
        1.2675420701   0.01051       -0.0189643144   0.00473  0           256608                
HART15M   WETTZ13N  1145-071 2019 01 11 08 07  11.0000000000              256701                
     488872.55245818   0.04068  -439174.7983491007   0.04905 0      I     256702                
   0.00018    .00000    .00000    .00000  -1.609039186890380       0.1    256703                
  2.537   0.405 -0.0046 -0.0206  0.0576  0.1215     -11545.579            256704
   0.00000   0.00000    .00000    .00000    .00000    .00000              256705                
    24.822    -5.100   860.400   950.300    66.924    95.490 0 0          256706                
        0.3067043472   0.02125        0.0362953163   0.01167  0           256708                
HART15M   WETTZELL  1145-071 2019 01 11 08 07  11.0000000000              256801                
     486487.98432934   0.02735  -439197.6458337301   0.03298 1      I     256802                
   0.00027    .00000    .00000    .00000   0.290789427582289       0.0    256803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            256804
   0.00000   0.00026    .00000    .00000    .00000    .00000              256805                
    24.822    -5.100   860.400   950.300    66.924    95.490 0 0          256806                
        0.7894051710   0.01589        0.0315139930   0.00967  0           256808                
WETTZ13N  WETTZELL  1145-071 2019 01 11 08 07  11.0000000000              256901                
      -2384.61771816   0.01245      -22.8566478888   0.01471 2      I     256902                
   0.00059    .00000    .00000    .00000  -1.816264678157462       0.0    256903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            256904
   0.00000   0.00026    .00000    .00000    .00000    .00000              256905                
    -5.100    -5.100   950.300   950.300    95.490    95.490 0 0          256906                
        0.5033306653   0.01011       -0.0083761634   0.00529  0           256908                
HART15M   KATH12M   2141+175 2019 01 11 08 11   7.0000000000              257001                
   -8724109.37684544   0.09361  2113988.9363802657   0.08921 4      I     257002                
   0.00007    .00000    .00000    .00000  -2.215628187326055       0.2    257003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257004
   0.00000   0.00000    .00000    .00000    .00000    .00000              257005                
    24.925    36.126   860.400   988.170    64.423    49.589 0 0          257006                
        3.3483265839   0.05313       -7.5134555590   0.02507  0           257008                
HART15M   YARRA12M  2141+175 2019 01 11 08 11   7.0000000000              257101                
   -8376803.49991939   0.03731  1702078.4864789338   0.03556 1      I     257102                
   0.00017    .00000    .00000    .00000  -5.904001768013014       0.1    257103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257104
   0.00000   0.00000    .00000    .00000    .00000    .00000              257105                
    24.925    30.993   860.400   980.379    64.423    50.000 0 0          257106                
       -0.5533338422   0.02048       -0.0685934756   0.00938  0           257108                
HART15M   YEBES40M  2141+175 2019 01 11 08 11   7.0000000000              257201                
    2204858.53125044   0.01071    87724.4914147987   0.01020 1      I     257202                
   0.00061    .00000    .00000    .00000   1.593917092430638       0.0    257203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257204
   0.00000   0.00712    .00000    .00000    .00000    .00000              257205                
    24.925    -2.449   860.400   917.000    64.423    52.000 0 0          257206                
       -2.0236604244   0.00999       -0.0639481214   0.00654  0           257208                
KATH12M   YARRA12M  2141+175 2019 01 11 08 11   7.0000000000              257301                
     347264.06491801   0.09580  -411892.2959584448   0.03235 4      I     257302                
   0.00006    .00000    .00000    .00000   3.129905371145981       0.2    257303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257304
   0.00000   0.00000    .00000    .00000    .00000    .00000              257305                
    36.126    30.993   988.170   980.379    49.589    50.000 0 0          257306                
        0.4027514506   0.05574        2.0586814796   0.00950  0           257308                
KATH12M   YEBES40M  2141+175 2019 01 11 08 11   7.0000000000              257401                
   10928959.13758085   0.09601 -2026265.7448806025   0.07180 4      I     257402                
   0.00006    .00000    .00000    .00000   1.556644555078325       0.2    257403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257404
   0.00000   0.00712    .00000    .00000    .00000    .00000              257405                
    36.126    -2.449   988.170   917.000    49.589    52.000 0 0          257406                
        2.5506457978   0.05551       -8.3880213677   0.02331  0           257408                
YARRA12M  YEBES40M  2141+175 2019 01 11 08 11   7.0000000000              257501                
   10581648.48422218   0.02010 -1614352.0545454980   0.01485 0      I     257502                
   0.00029    .00000    .00000    .00000   0.833631938901391       0.0    257503                
  0.506   0.882  0.0037  0.0118 -0.0025 -0.0647     -11543.806            257504
   0.00000   0.00712    .00000    .00000    .00000    .00000              257505                
    30.993    -2.449   980.379   917.000    50.000    52.000 0 0          257506                
       -1.5041051646   0.02010        0.0109734031   0.01033  0           257508                
ISHIOKA   MATERA    0151+474 2019 01 11 08 11   9.0000000000              257601                
   18357151.19947553   0.08003  -294846.3756425033   0.02364 2      I     257602                
   0.00005    .00000    .00000    .00000   0.328292494816462       0.1    257603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257604
   0.00000  -0.33745    .00000    .00000    .00000    .00000              257605                
     6.838     1.025  1006.138   956.400    57.095    97.635 0 0          257606                
        1.9920548579   0.05023       -0.0061643816   0.00659  0           257608                
ISHIOKA   NYALES20  0151+474 2019 01 11 08 11   9.0000000000              257701                
    7034698.80076160   0.03417   106116.8055077860   0.01015 0      I     257702                
   0.00011    .00000    .00000    .00000  -0.017890593973907       0.1    257703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            257704
   0.00000   0.05131    .00000    .00000    .00000    .00000              257705                
     6.838   -11.415  1006.138   995.000    57.095    58.215 0 0          257706                
        0.0968288466   0.02677       -0.0149508186   0.00465  0           257708                
ISHIOKA   WETTZ13N  0151+474 2019 01 11 08 11   9.0000000000              257801                
   15976701.29049411   0.06065  -188109.4842425094   0.02438 0      I     257802                
   0.00007    .00000    .00000    .00000   5.760560183275820       0.1    257803                
  0.132   0.274 -0.0008  0.0235 -0.0003 -0.0259        422.621            257804
   0.00000   0.00000    .00000    .00000    .00000    .00000              257805                
     6.838    -5.143  1006.138   950.321    57.095    94.136 0 0          257806                
        0.8857940988   0.03648       -0.0043326288   0.00759  0           257808                
ISHIOKA   WETTZELL  0151+474 2019 01 11 08 11   9.0000000000              257901                
   15973886.83363196   0.03632  -188097.8247127498   0.01101 0      I     257902                
   0.00010    .00000    .00000    .00000   0.988307735801948       0.1    257903                
  0.132   0.289 -0.0008  0.0161 -0.0003 -0.0350      -2055.817            257904
   0.00000   0.00241    .00000    .00000    .00000    .00000              257905                
     6.838    -5.114  1006.138   950.300    57.095    94.055 0 0          257906                
        1.3525654336   0.02473       -0.0035821143   0.00416  0           257908                
ISHIOKA   ZELENCHK  0151+474 2019 01 11 08 11   9.0000000000              258001                
   13965900.10694834   0.04770  -462986.3467867641   0.03396 4      I     258002                
   0.00012    .00000    .00000    .00000   1.076742860067019       0.1    258003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258004
   0.00000   0.00000    .00000    .00000    .00000    .00000              258005                
     6.838     7.300  1006.138   885.100    57.095    36.600 0 0          258006                
       -0.6596317474   0.04534       -7.3511820436   0.02117  0           258008                
MATERA    NYALES20  0151+474 2019 01 11 08 11   9.0000000000              258101                
  -11322459.76781962   0.02422   400962.7187807693   0.00719 0      I     258102                
   0.00015    .00000    .00000    .00000  -3.842347301745144       0.0    258103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258104
  -0.33745   0.05131    .00000    .00000    .00000    .00000              258105                
     1.025   -11.415   956.400   995.000    97.635    58.215 0 0          258106                
       -1.8303901053   0.02130       -0.0095271427   0.00317  0           258108                
MATERA    WETTZ13N  0151+474 2019 01 11 08 11   9.0000000000              258201                
   -2380451.98518280   0.04142   106736.9692413439   0.01665 0      I     258202                
   0.00010    .00000    .00000    .00000  -1.614199993608790       0.1    258203                
  0.905   0.274  0.4873  0.0235 -0.1308 -0.0259       2123.408            258204
  -0.33745   0.00000    .00000    .00000    .00000    .00000              258205                
     1.025    -5.143   956.400   950.321    97.635    94.136 0 0          258206                
       -1.2172550792   0.02835       -0.0078628698   0.00528  0           258208                
MATERA    WETTZELL  0151+474 2019 01 11 08 11   9.0000000000              258301                
   -2383266.31526846   0.02743   106748.5539215942   0.00831 0      I     258302                
   0.00013    .00000    .00000    .00000  -4.165236675473512       0.0    258303                
  0.905   0.289  0.4873  0.0161 -0.1308 -0.0350       -355.029            258304
  -0.33745   0.00241    .00000    .00000    .00000    .00000              258305                
     1.025    -5.114   956.400   950.300    97.635    94.055 0 0          258306                
       -0.6748146728   0.01952       -0.0153880964   0.00278  0           258308                
MATERA    ZELENCHK  0151+474 2019 01 11 08 11   9.0000000000              258401                
   -4391248.04693267   0.03340  -168140.3148144352   0.02378 4      I     258402                
   0.00017    .00000    .00000    .00000  -3.431121140974957       0.1    258403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258404
  -0.33745   0.00000    .00000    .00000    .00000    .00000              258405                
     1.025     7.300   956.400   885.100    97.635    36.600 0 0          258406                
        1.0265069851   0.04959        3.5329854982   0.02097  0           258408                
NYALES20  WETTZ13N  0151+474 2019 01 11 08 11   9.0000000000              258501                
    8942004.53781342   0.02100  -294225.9502648297   0.00850 0      I     258502                
   0.00020    .00000    .00000    .00000   1.998906529402023       0.0    258503                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258504
   0.05131   0.00000    .00000    .00000    .00000    .00000              258505                
   -11.415    -5.143   995.000   950.321    58.215    94.136 0 0          258506                
        0.7088471861   0.01629        0.0098469391   0.00385  0           258508                
NYALES20  WETTZELL  0151+474 2019 01 11 08 11   9.0000000000              258601                
    8939190.15656064   0.01269  -294214.3729931368   0.00386 0      I     258602                
   0.00029    .00000    .00000    .00000  -0.335085652835522       0.0    258603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258604
   0.05131   0.00241    .00000    .00000    .00000    .00000              258605                
   -11.415    -5.114   995.000   950.300    58.215    94.055 0 0          258606                
        1.1860526655   0.01137       -0.0008366711   0.00210  0           258608                
NYALES20  ZELENCHK  0151+474 2019 01 11 08 11   9.0000000000              258701                
    6931205.38226407   0.01508  -569102.9970736048   0.01074 4      I     258702                
   0.00037    .00000    .00000    .00000  -1.477667847161752       0.0    258703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258704
   0.05131   0.00000    .00000    .00000    .00000    .00000              258705                
   -11.415     7.300   995.000   885.100    58.215    36.600 0 0          258706                
        0.1432276053   0.04206       -3.6523174966   0.02128  0           258708                
WETTZ13N  ZELENCHK  0151+474 2019 01 11 08 11   9.0000000000              258801                
   -2010796.73852887   0.02494  -274877.2204572977   0.01775 4      I     258802                
   0.00023    .00000    .00000    .00000  -4.225697622753254       0.0    258803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258804
   0.00000   0.00000    .00000    .00000    .00000    .00000              258805                
    -5.143     7.300   950.321   885.100    94.136    36.600 0 0          258806                
       -1.7475560043   0.04199        1.0836719502   0.02087  0           258808                
WETTZELL  ZELENCHK  0151+474 2019 01 11 08 11   9.0000000000              258901                
   -2007982.35751272   0.01929  -274888.8509873865   0.01373 4      I     258902                
   0.00029    .00000    .00000    .00000  -1.835362073176366       0.0    258903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            258904
   0.00241   0.00000    .00000    .00000    .00000    .00000              258905                
    -5.114     7.300   950.300   885.100    94.055    36.600 0 0          258906                
        0.8624832073   0.04092        5.7683480479   0.02055  0           258908                
FORTLEZA  HART15M   1806+456 2019 01 11 08 15  42.0000000000              259001                
   -4027516.76082992   0.07143   879247.9450076198   0.04638 0      I     259002                
   0.00008    .00000    .00000    .00000  -5.767830613051736       0.1    259003                
  7.874   1.472 -0.1133  0.0225 -0.2210 -0.0028      11773.602            259004
   0.04434   0.00000    .00000    .00000    .00000    .00000              259005                
    10.000    25.000  1000.000   860.400    50.000    65.486 0 0          259006                
        0.4595325131   0.03167       -0.0334863269   0.00700  0           259008                
FORTLEZA  YEBES40M  1806+456 2019 01 11 08 15  42.0000000000              259101                
  -15886899.08917640   0.01866   510345.8722465488   0.01253 1      I     259102                
   0.00030    .00000    .00000    .00000   0.914099151501054       0.0    259103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            259104
   0.04434   0.00604    .00000    .00000    .00000    .00000              259105                
    10.000    -2.242  1000.000   917.000    50.000    52.000 0 0          259106                
       -1.7561158516   0.01483        0.0354728403   0.00656  0           259108                
HART15M   YEBES40M  1806+456 2019 01 11 08 15  42.0000000000              259201                
  -11859383.97464512   0.01248  -368900.8904842809   0.00848 0      I     259202                
   0.00044    .00000    .00000    .00000  -1.597479736178891       0.0    259203                
  1.472   0.133  0.0225  0.0001 -0.0028 -0.0005     -16850.706            259204
   0.00000   0.00604    .00000    .00000    .00000    .00000              259205                
    25.000    -2.242   860.400   917.000    65.486    52.000 0 0          259206                
       -2.2102871672   0.00874       -0.0194725186   0.00373  0           259208                
WETTZ13N  ZELENCHK  1639+230 2019 01 11 08 16  46.0000000000              259301                
     810478.32754126   0.01459   496971.1926361757   0.02973 0      I     259302                
   0.00065    .00000    .00000    .00000   0.135590319527531       0.0    259303                
  0.069   0.143 -0.0007  0.0022 -0.0002  0.0013     213443.373            259304
   0.00000   0.00000    .00000    .00000    .00000    .00000              259305                
    -5.284     7.300   950.384   885.100    93.791    36.600 0 0          259306                
       -1.2812924502   0.01584        0.0274750555   0.02165  0           259308                
FORTLEZA  MATERA    1741-038 2019 01 11 08 20  19.0000000000              259401                
   -7059812.76095391   0.01130  1159587.0808851484   0.01192 8      I     259402                
   0.00061    .00000    .00000    .00000  -0.882210460608445       0.0    259403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            259404
   0.03909  -0.33110    .00000    .00000    .00000    .00000              259405                
    10.000     1.221  1000.000   956.421    50.000    96.437 0 0          259406                
        0.0000000000   0.00000        0.0000000000   0.00000  0           259408                
FORTLEZA  WETTZ13N  1741-038 2019 01 11 08 20  19.0000000000              259501                
   -4504661.36770124   0.00751  1133208.1411565652   0.00522 0      I     259502                
   0.00075    .00000    .00000    .00000  -5.467303004048437       0.0    259503                
  2.682   0.100  0.0007 -0.0029 -0.0330 -0.0027        227.860            259504
   0.03909   0.00000    .00000    .00000    .00000    .00000              259505                
    10.000    -5.200  1000.000   950.300    50.000    92.921 0 0          259506                
        0.7110692899   0.00485        0.0174813077   0.00183  0           259508                
FORTLEZA  YARRA12M  1741-038 2019 01 11 08 20  19.0000000000              259601                
    5292989.74160251   0.02548  2790794.9787077601   0.01792 0      I     259602                
   0.00022    .00000    .00000    .00000   0.083436662182236       0.0    259603                
  2.682   2.680  0.0007 -0.0025 -0.0330 -0.2002       6466.913            259604
   0.03909   0.00000    .00000    .00000    .00000    .00000              259605                
    10.000    30.168  1000.000   980.217    50.000    50.000 0 0          259606                
        0.3649012676   0.01457       -0.0683859392   0.00514  0           259608                
MATERA    WETTZ13N  1741-038 2019 01 11 08 20  19.0000000000              259701                
    2555151.20936494   0.00517   -26378.8910471451   0.00545 8      I     259702                
   0.00133    .00000    .00000    .00000  -1.463984791797034       0.0    259703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            259704
  -0.33110   0.00000    .00000    .00000    .00000    .00000              259705                
     1.221    -5.200   956.421   950.300    96.437    92.921 0 0          259706                
        0.0000000000   0.00000        0.0000000000   0.00000  0           259708                
MATERA    YARRA12M  1741-038 2019 01 11 08 20  19.0000000000              259801                
   12352814.03471783   0.02192  1631205.2782997107   0.02354 8      I     259802                
   0.00032    .00000    .00000    .00000  -0.769283508799433       0.0    259803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            259804
  -0.33110   0.00000    .00000    .00000    .00000    .00000              259805                
     1.221    30.168   956.421   980.217    96.437    50.000 0 0          259806                
        0.0000000000   0.00000        0.0000000000   0.00000  0           259808                
WETTZ13N  YARRA12M  1741-038 2019 01 11 08 20  19.0000000000              259901                
    9797658.56854706   0.01313  1657584.6224899828   0.00882 0      I     259902                
   0.00042    .00000    .00000    .00000   2.211971933465485       0.0    259903                
  0.100   2.680 -0.0029 -0.0025 -0.0027 -0.2002       6239.053            259904
   0.00000   0.00000    .00000    .00000    .00000    .00000              259905                
    -5.200    30.168   950.300   980.217    92.921    50.000 0 0          259906                
       -0.3695815527   0.00796       -0.0766837992   0.00278  0           259908                
ISHIOKA   KATH12M   0415+398 2019 01 11 08 20  25.0000000000              260001                
   11472012.22677850   0.09443  -241979.6281702861   0.02790 4      I     260002                
   0.00004    .00000    .00000    .00000   1.840827146049318       0.2    260003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            260004
   0.00000   0.00000    .00000    .00000    .00000    .00000              260005                
     6.636    36.040  1006.300   988.166    58.047    49.690 0 0          260006                
       -0.6611731954   0.05628       -7.7972754293   0.00853  0           260008                
ISHIOKA   NYALES20  0415+398 2019 01 11 08 20  25.0000000000              260101                
    6239867.64174143   0.01838   718643.4150766270   0.00546 0      I     260102                
   0.00020    .00000    .00000    .00000  -0.631351338567341       0.0    260103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            260104
   0.00000   0.10468    .00000    .00000    .00000    .00000              260105                
     6.636   -11.155  1006.300   995.000    58.047    60.427 0 0          260106                
        0.1043446906   0.01257       -0.0067356890   0.00207  0           260108                
KATH12M   NYALES20  0415+398 2019 01 11 08 20  25.0000000000              260201                
   -5232127.65539201   0.10553   960633.0001457530   0.03133 4      I     260202                
   0.00003    .00000    .00000    .00000  -0.700353642674212       0.2    260203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            260204
   0.00000   0.10468    .00000    .00000    .00000    .00000              260205                
    36.040   -11.155   988.166   995.000    49.690    60.427 0 0          260206                
        0.5775678168   0.05905        2.7360760678   0.00856  0           260208                
HART15M   WETTZELL  1706-174 2019 01 11 08 22   3.0000000000              260301                
   12600606.89019995   0.03737  -288332.9524737684   0.01109 1      I     260302                
   0.00010    .00000    .00000    .00000   4.514153921483552       0.1    260303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            260304
   0.00000  -0.00060    .00000    .00000    .00000    .00000              260305                
    24.967    -5.235   860.400   950.300    65.601    92.782 0 0          260306                
        1.1193922831   0.02368        0.0167919993   0.00376  0           260308                
HART15M   YEBES40M  1706-174 2019 01 11 08 22   3.0000000000              260401                
   11026664.91030261   0.01815  -611716.0816641233   0.00539 0      I     260402                
   0.00020    .00000    .00000    .00000   1.095629599043697       0.0    260403                
  0.471   0.253  0.0003 -0.0016  0.0003 -0.0010     -16850.877            260404
   0.00000   0.00328    .00000    .00000    .00000    .00000              260405                
    24.967    -2.030   860.400   917.070    65.601    51.649 0 0          260406                
       -1.7890542848   0.01849        0.0039949477   0.00383  0           260408                
HART15M   ZELENCHK  1706-174 2019 01 11 08 22   3.0000000000              260501                
   11760606.28309817   0.02776   224111.4492676488   0.01006 0      I     260502                
   0.00015    .00000    .00000    .00000   0.457042351926070       0.0    260503                
  0.471   0.303  0.0003  0.0243  0.0003  0.0041     201897.553            260504
   0.00000   0.00000    .00000    .00000    .00000    .00000              260505                
    24.967     7.300   860.400   885.100    65.601    36.600 0 0          260506                
       -0.7767825853   0.02111        0.0031875848   0.00473  0           260508                
WETTZELL  YEBES40M  1706-174 2019 01 11 08 22   3.0000000000              260601                
   -1573938.00260401   0.00593  -323383.2844149835   0.00175 0      I     260602                
   0.00061    .00000    .00000    .00000  -2.154552449308668       0.0    260603                
  0.158   0.253 -0.0056 -0.0016 -0.0036 -0.0010      -2826.617            260604
  -0.00060   0.00328    .00000    .00000    .00000    .00000              260605                
    -5.235    -2.030   950.300   917.070    92.782    51.649 0 0          260606                
       -2.8607409647   0.00668       -0.0114066626   0.00140  0           260608                
WETTZELL  ZELENCHK  1706-174 2019 01 11 08 22   3.0000000000              260701                
    -840007.15399645   0.01258   512444.5049487246   0.00456 0      I     260702                
   0.00032    .00000    .00000    .00000   0.656523670348824       0.0    260703                
  0.158   0.303 -0.0056  0.0243 -0.0036  0.0041     215921.813            260704
  -0.00060   0.00000    .00000    .00000    .00000    .00000              260705                
    -5.235     7.300   950.300   885.100    92.782    36.600 0 0          260706                
       -1.8416237920   0.00904       -0.0076012467   0.00198  0           260708                
YEBES40M  ZELENCHK  1706-174 2019 01 11 08 22   3.0000000000              260801                
     733932.16370765   0.00694   835828.0702878161   0.00252 0      I     260802                
   0.00058    .00000    .00000    .00000   1.690446295617759       0.0    260803                
  0.253   0.303 -0.0016  0.0243 -0.0010  0.0041     218748.430            260804
   0.00328   0.00000    .00000    .00000    .00000    .00000              260805                
    -2.030     7.300   917.070   885.100    51.649    36.600 0 0          260806                
        1.0364536946   0.00966       -0.0018704219   0.00274  0           260808                
MATERA    WETTZ13N  1936-155 2019 01 11 08 23  27.0000000000              260901                
    2807132.82290578   0.02048    57288.4221510797   0.04172 0      I     260902                
   0.00047    .00000    .00000    .00000   4.038087511337096       0.0    260903                
  0.286   0.231 -0.0276 -0.0150 -0.0143 -0.0358       2123.557            260904
  -0.34197   0.00000    .00000    .00000    .00000    .00000              260905                
     1.311    -5.200   956.500   950.300    96.133    92.117 0 0          260906                
       -0.9788856127   0.01875       -0.0219869475   0.01928  0           260908                
ISHIOKA   KATH12M   0454-234 2019 01 11 08 24  54.0000000000              261001                
   -6395611.95409655   0.06842  -285986.3510688503   0.13476 2      I     261002                
   0.00014    .00000    .00000    .00000  -2.520519518933504       0.1    261003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            261004
   0.00000   0.00000    .00000    .00000    .00000    .00000              261005                
     6.167    36.023  1006.300   988.164    58.863    50.094 0 0          261006                
       -0.5826792022   0.03570       -0.8196380005   0.03205  0           261008                
ISHIOKA   KOKEE     0454-234 2019 01 11 08 24  54.0000000000              261101                
  -11387892.40503942   0.01548  1030860.9969135578   0.03049 0      I     261102                
   0.00061    .00000    .00000    .00000  -4.470427479545541       0.0    261103                
  0.715   0.288  0.0726 -0.0022 -0.0420  0.0002       8928.070            261104
   0.00000  -0.02668    .00000    .00000    .00000    .00000              261105                
     6.167    12.600  1006.300   889.200    58.863    93.000 0 0          261106                
        0.0655758411   0.00692        0.0124783883   0.00472  0           261108                
ISHIOKA   YARRA12M  0454-234 2019 01 11 08 24  54.0000000000              261201                
   -2826035.14949072   0.01779  -264980.4638950447   0.03504 0      I     261202                
   0.00053    .00000    .00000    .00000  -2.240353374360514       0.0    261203                
  0.715   1.015  0.0726 -0.0076 -0.0420  0.0274       6661.804            261204
   0.00000   0.00000    .00000    .00000    .00000    .00000              261205                
     6.167    30.456  1006.300   980.300    58.863    50.000 0 0          261206                
        0.1919829253   0.01089        0.0390004451   0.01123  0           261208                
KATH12M   KOKEE     0454-234 2019 01 11 08 24  54.0000000000              261301                
   -4992224.88142197   0.07011  1316848.2996527536   0.13808 2      I     261302                
   0.00014    .00000    .00000    .00000  -0.181291978111784       0.1    261303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            261304
   0.00000  -0.02668    .00000    .00000    .00000    .00000              261305                
    36.023    12.600   988.164   889.200    50.094    93.000 0 0          261306                
       -2.9370680896   0.03093        0.7904622709   0.02055  0           261308                
KATH12M   YARRA12M  0454-234 2019 01 11 08 24  54.0000000000              261401                
    3569588.31886506   0.07587    21005.7369159647   0.14942 1      I     261402                
   0.00013    .00000    .00000    .00000   4.355594902818523       0.1    261403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            261404
   0.00000   0.00000    .00000    .00000    .00000    .00000              261405                
    36.023    30.456   988.164   980.300    50.094    50.000 0 0          261406                
       -0.0714645463   0.04248        0.8895893268   0.04101  0           261408                
KOKEE     YARRA12M  0454-234 2019 01 11 08 24  54.0000000000              261501                
    8561842.53670074   0.01476 -1295841.1118967929   0.01895 0      I     261502                
   0.00052    .00000    .00000    .00000   3.150788548833837       0.0    261503                
  0.288   1.015 -0.0022 -0.0076  0.0002  0.0274      -2266.266            261504
  -0.02668   0.00000    .00000    .00000    .00000    .00000              261505                
    12.600    30.456   889.200   980.300    93.000    50.000 0 0          261506                
        0.1033391624   0.00697        0.0269472144   0.00351  0           261508                
MATERA    NYALES20  0059+581 2019 01 11 08 26  18.0000000000              261601                
   -9341355.57042368   0.00912   396710.2303236718   0.01859 0      I     261602                
   0.00105    .00000    .00000    .00000   0.812578784956961       0.0    261603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            261604
  -0.33443   0.02396    .00000    .00000    .00000    .00000              261605                
     1.400   -11.087   956.508   995.000    95.560    56.412 0 0          261606                
       -1.7904156535   0.00798       -0.0860260505   0.00813  0           261608                
MATERA    WETTZ13N  0059+581 2019 01 11 08 26  18.0000000000              261701                
   -2112596.68021097   0.01159    91482.9473030340   0.02282 0      I     261702                
   0.00082    .00000    .00000    .00000  -0.976030296860574       0.0    261703                
  0.319   0.120  0.0399  0.0051 -0.0114 -0.0064       2123.591            261704
  -0.33443   0.00000    .00000    .00000    .00000    .00000              261705                
     1.400    -5.212   956.508   950.300    95.560    92.176 0 0          261706                
       -1.1489089145   0.00813        0.0004977574   0.00751  0           261708                
NYALES20  WETTZ13N  0059+581 2019 01 11 08 26  18.0000000000              261801                
    7228756.11268574   0.00667  -305227.3585148510   0.01358 0      I     261802                
   0.00143    .00000    .00000    .00000   4.007845985578701       0.0    261803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            261804
   0.02396   0.00000    .00000    .00000    .00000    .00000              261805                
   -11.087    -5.212   995.000   950.300    56.412    92.176 0 0          261806                
        0.6661569581   0.00507        0.0975779417   0.00599  0           261808                
WETTZELL  YEBES40M  1929+226 2019 01 11 08 27  34.0000000000              261901                
    2557301.09922931   0.01089  -294303.7231066984   0.02382 0      I     261902                
   0.00091    .00000    .00000    .00000   2.056941603244812       0.0    261903                
  0.090   0.199 -0.0005 -0.0000 -0.0043 -0.0005      -2826.671            261904
   0.00565   0.00539    .00000    .00000    .00000    .00000              261905                
    -5.300    -1.882   950.300   917.182    92.000    51.000 0 0          261906                
       -2.7728260533   0.01051        0.0084564742   0.01590  0           261908                
HART15M   ISHIOKA   2227-088 2019 01 11 08 27  57.0000000000              262001                
   -4098215.82949861   0.01182  2115882.6454399498   0.02409 0      I     262002                
   0.00081    .00000    .00000    .00000  -4.951746974942178       0.0    262003                
  1.413   0.233 -0.0000  0.0067 -0.0245  0.0034     -11968.530            262004
   0.00000   0.00000    .00000    .00000    .00000    .00000              262005                
    24.922     6.061   860.400  1006.300    65.422    59.364 0 0          262006                
       -0.5204891190   0.00860       -0.0374324846   0.00999  0           262008                
HART15M   KATH12M   2227-088 2019 01 11 08 27  57.0000000000              262101                
  -10986211.39598281   0.05322  2106078.5386874056   0.10843 2      I     262102                
   0.00018    .00000    .00000    .00000  -4.103433761320479       0.1    262103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            262104
   0.00000   0.00000    .00000    .00000    .00000    .00000              262105                
    24.922    35.878   860.400   988.188    65.422    51.165 0 0          262106                
        2.5399769160   0.02896       -0.8992099115   0.02813  0           262108                
