DATA IN NGS FORMAT FROM DATABASE 19JUL18XE_V005                                                 
KATH12M   YARRA12M  0131-522 2019 07 19 01 38  46.0000000000               90301                
   -6464917.31534384    .01690  -201163.9923861917    .01086 0      I      90302                
    .00032    .00000    .00000    .00000  -2.338994730608177        0.     90303                
  0.879   0.265 -0.0060  0.0012  0.0021  0.0034      14832.554             90304
    .00000    .00000    .00000    .00000    .00000    .00000               90305                
    27.900    14.281   999.272   983.100    21.042    99.609 0 0           90306                
       -3.9413869508    .01491         .0087606348    .00645  0            90308                
BADARY    ZELENCHK  2209+236 2019 07 19 01 41  26.0000000000               90401                
  -11524083.42189915    .00788  -362626.0393774016    .01607 0      I      90402                
    .00121    .00000    .00000    .00000  -3.325638922835207        0.     90403                
  1.819   0.669 -0.0056  0.0012  0.0125  0.0022      -1017.991             90404
    .00000    .00000    .00000    .00000    .00000    .00000               90405                
    20.614    15.100   911.093   884.900    69.494    83.200 0 0           90406                
        2.8177120146    .00529         .0112939168    .00772  0            90408                
WETTZELL  ZELENCHK  2209+236 2019 07 19 01 41  26.0000000000               90501                
    1362758.67075998    .00598   490951.5183823470    .01220 0      I      90502                
    .00159    .00000    .00000    .00000   4.204640806962325        0.     90503                
  0.507   0.669  0.0002  0.0012  0.0000  0.0022     214927.825             90504
    .00496    .00000    .00000    .00000    .00000    .00000               90505                
    16.750    15.100   943.400   884.900    66.641    83.200 0 0           90506                
        6.0241183503    .00781        -.0178144090    .01135  0            90508                
BADARY    WETTZELL  2209+236 2019 07 19 01 41  26.0000000000               90601                
  -12886835.86852779    .01162  -853577.1665384579    .02369 0      I      90602                
    .00082    .00000    .00000    .00000   -.914973533865954        0.     90603                
  1.819   0.507 -0.0056  0.0002  0.0125  0.0000    -215945.816             90604
    .00000    .00496    .00000    .00000    .00000    .00000               90605                
    20.614    16.750   911.093   943.400    69.494    66.641 0 0           90606                
       -3.2248679165    .00781         .0213917014    .01076  0            90608                
FORTLEZA  NYALES20  1617+229 2019 07 19 01 47  49.0000000000               90701                
    6230174.87588979    .04080  -643453.9133531401    .01547 0      I      90702                
    .00010    .00000    .00000    .00000   2.430855412404389        0.     90703                
  1.085   0.725  0.0020 -0.0016 -0.0032 -0.0052    -171457.524             90704
    .00355   -.04395    .00000    .00000    .00000    .00000               90705                
    26.160     3.840  1011.640  1006.860    78.498    90.200 0 0           90706                
         .1521894425    .01713        -.0257068365    .00444  0            90708                
BADARY    ZELENCHK  0048-097 2019 07 19 01 49  17.0000000000               90801                
   -7581453.39342141    .00479  -903896.4186614134    .00368 0      I      90802                
    .00122    .00000    .00000    .00000  -2.419168129960577        0.     90803                
  2.289   0.990  0.0202  0.0084  0.0120 -0.0013      -1017.743             90804
    .00000    .00000    .00000    .00000    .00000    .00000               90805                
    20.879    15.100   911.000   884.920    68.041    83.041 0 0           90806                
        2.7441153689    .00385        -.0101843889    .00211  0            90808                
KATH12M   YARRA12M  0048-097 2019 07 19 01 49  17.0000000000               90901                
   -5745994.41130834    .03320  -245929.1345139050    .00987 0      I      90902                
    .00011    .00000    .00000    .00000    .786073074996702        0.     90903                
  2.282   0.470 -0.0074 -0.0004  0.0292  0.0174      14833.307             90904
    .00000    .00000    .00000    .00000    .00000    .00000               90905                
    27.947    14.861   999.084   983.085    21.253    96.475 0 0           90906                
       -4.0081985424    .02282         .0425000961    .00458  0            90908                
WETTZELL  ZELENCHK  0048-097 2019 07 19 01 49  17.0000000000               91001                
   -3948895.47190933    .00428   448124.2558109434    .00288 0      I      91002                
    .00128    .00000    .00000    .00000  -2.237672370091131        0.     91003                
  1.149   0.990  0.0025  0.0084 -0.0030 -0.0013     214928.091             91004
   -.00094    .00000    .00000    .00000    .00000    .00000               91005                
    16.117    15.100   943.400   884.920    69.783    83.041 0 0           91006                
        5.9540106928    .00669        -.0140802069    .00320  0            91008                
BADARY    YARRA12M  0048-097 2019 07 19 01 49  17.0000000000               91101                
   -4162194.58400080    .02105   466277.6910885172    .01617 0      I      91102                
    .00028    .00000    .00000    .00000  -3.659042989179426        0.     91103                
  2.289   0.470  0.0202 -0.0004  0.0120  0.0174    -198437.330             91104
    .00000    .00000    .00000    .00000    .00000    .00000               91105                
    20.879    14.861   911.000   983.085    68.041    96.475 0 0           91106                
       -4.4072061986    .01073        -.0054265946    .00560  0            91108                
BADARY    KATH12M   0048-097 2019 07 19 01 49  17.0000000000               91201                
    1583800.23427283    .02476   712206.6590828374    .01902 0      I      91202                
    .00024    .00000    .00000    .00000   6.226665039364835        0.     91203                
  2.289   2.282  0.0202 -0.0074  0.0120  0.0292    -213270.637             91204
    .00000    .00000    .00000    .00000    .00000    .00000               91205                
    20.879    27.947   911.000   999.084    68.041    21.253 0 0           91206                
        -.3950251955    .01307        -.0564693411    .00681  0            91208                
YARRA12M  ZELENCHK  0048-097 2019 07 19 01 49  17.0000000000               91301                
   -3419264.21395703    .01380 -1370173.2536860400    .00927 0      I      91302                
    .00040    .00000    .00000    .00000  -2.571799218355198        0.     91303                
  0.470   0.990 -0.0004  0.0084  0.0174 -0.0013     197419.587             91304
    .00000    .00000    .00000    .00000    .00000    .00000               91305                
    14.861    15.100   983.085   884.920    96.475    83.041 0 0           91306                
        7.1414340312    .01293        -.0126383790    .00620  0            91308                
KATH12M   WETTZELL  0048-097 2019 07 19 01 49  17.0000000000               91401                
   -5216352.90464496    .02008 -2064225.4705426770    .00597 0      I      91402                
    .00018    .00000    .00000    .00000  -5.845013815132195        0.     91403                
  2.282   1.149 -0.0074  0.0025  0.0292 -0.0030      -2675.197             91404
    .00000   -.00094    .00000    .00000    .00000    .00000               91405                
    27.947    16.117   999.084   943.400    21.253    69.783 0 0           91406                
       -2.8201315693    .01472         .0544890182    .00295  0            91408                
BADARY    WETTZELL  0048-097 2019 07 19 01 49  17.0000000000               91501                
   -3632556.37984011    .00786 -1352020.0162976960    .00604 0      I      91502                
    .00074    .00000    .00000    .00000  -2.894654769937722        0.     91503                
  2.289   1.149  0.0202  0.0025  0.0120 -0.0030    -215945.834             91504
    .00000   -.00094    .00000    .00000    .00000    .00000               91505                
    20.879    16.117   911.000   943.400    68.041    69.783 0 0           91506                
       -3.2274317406    .00607        -.0019050864    .00314  0            91508                
KATH12M   ZELENCHK  0048-097 2019 07 19 01 49  17.0000000000               91601                
   -9165250.68687709    .01735 -1616102.0888393100    .01166 0      I      91602                
    .00032    .00000    .00000    .00000  -3.240186072937834        0.     91603                
  2.282   0.990 -0.0074  0.0084  0.0292 -0.0013     212252.894             91604
    .00000    .00000    .00000    .00000    .00000    .00000               91605                
    27.947    15.100   999.084   884.920    21.253    83.041 0 0           91606                
        3.1438608280    .01651         .0480043918    .00791  0            91608                
WETTZELL  YARRA12M  0048-097 2019 07 19 01 49  17.0000000000               91701                
    -529631.99500592    .01534  1818299.9904834550    .00456 0      I      91702                
    .00024    .00000    .00000    .00000   -.698010593547160        0.     91703                
  1.149   0.470  0.0025 -0.0004 -0.0030  0.0174      17508.504             91704
   -.00094    .00000    .00000    .00000    .00000    .00000               91705                
    16.117    14.861   943.400   983.085    69.783    96.475 0 0           91706                
       -1.2077590365    .01292        -.0210183521    .00259  0            91708                
HART15M   YARRA12M  0048-097 2019 07 19 01 49  17.0000000000               91801                
   10075338.95547254    .02868  1728000.1858742690    .01616 0      I      91802                
    .00018    .00000    .00000    .00000    .287676158978472        0.     91803                
  0.078   0.470  0.0006 -0.0004 -0.0005  0.0174      13504.263             91804
    .00000    .00000    .00000    .00000    .00000    .00000               91805                
     4.500    14.861   867.316   983.085    51.600    96.475 0 0           91806                
       -7.9194653882    .01434        -.0123941105    .00549  0            91808                
HART15M   WETTZELL  0048-097 2019 07 19 01 49  17.0000000000               91901                
   10604951.65320534    .00973   -90299.4604682015    .00548 0      I      91902                
    .00052    .00000    .00000    .00000   4.437704686599519        0.     91903                
  0.078   1.149  0.0006  0.0025 -0.0005 -0.0030      -4004.241             91904
    .00000   -.00094    .00000    .00000    .00000    .00000               91905                
     4.500    16.117   867.316   943.400    51.600    69.783 0 0           91906                
       -6.7462648531    .00872        -.0008148421    .00330  0            91908                
HART15M   ZELENCHK  0048-097 2019 07 19 01 49  17.0000000000               92001                
    6656060.94166647    .00720   357824.9674587743    .00484 0      I      92002                
    .00076    .00000    .00000    .00000   2.459028460944119        0.     92003                
  0.078   0.990  0.0006  0.0084 -0.0005 -0.0013     210923.850             92004
    .00000    .00000    .00000    .00000    .00000    .00000               92005                
     4.500    15.100   867.316   884.920    51.600    83.041 0 0           92006                
        -.7799298376    .00634        -.0164942713    .00304  0            92008                
BADARY    HART15M   0048-097 2019 07 19 01 49  17.0000000000               92101                
  -14237509.31083174    .01223 -1261721.1180813570    .00939 0      I      92102                
    .00048    .00000    .00000    .00000  -3.475911515768454        0.     92103                
  2.289   0.078  0.0202  0.0006  0.0120 -0.0005    -211941.593             92104
    .00000    .00000    .00000    .00000    .00000    .00000               92105                
    20.879     4.500   911.000   867.316    68.041    51.600 0 0           92106                
        3.5404170371    .00572        -.0000692371    .00299  0            92108                
HART15M   KATH12M   0048-097 2019 07 19 01 49  17.0000000000               92201                
   15821337.14702840    .03818  1973929.2209395540    .02151 0      I      92202                
    .00013    .00000    .00000    .00000   6.107769810394901        0.     92203                
  0.078   2.282  0.0006 -0.0074 -0.0005  0.0292      -1329.044             92204
    .00000    .00000    .00000    .00000    .00000    .00000               92205                
     4.500    27.947   867.316   999.084    51.600    21.253 0 0           92206                
       -3.9241414376    .01813        -.0425097625    .00695  0            92208                
BADARY    ISHIOKA   0059+581 2019 07 19 01 54  58.0000000000               92301                
    7528128.53661809    .00558   261005.6339736829    .01138 0      I      92302                
    .00171    .00000    .00000    .00000   1.962302978115538        0.     92303                
  0.637   2.248 -0.0008 -0.0086  0.0004 -0.0033    -215158.023             92304
    .00000    .00000    .00000    .00000    .00000    .00000               92305                
    21.200    27.848   910.984   998.184    67.688    88.883 0 0           92306                
        -.1674081852    .00247         .0207539257    .00344  0            92308                
BADARY    ZELENCHK  0059+581 2019 07 19 01 54  58.0000000000               92401                
   -1959067.05713121    .00206  -486513.2909653655    .00420 0      I      92402                
    .00464    .00000    .00000    .00000   -.565091091697842        0.     92403                
  0.637   0.619 -0.0008 -0.0011  0.0004 -0.0003      -1017.564             92404
    .00000    .00000    .00000    .00000    .00000    .00000               92405                
    21.200    15.116   910.984   885.000    67.688    82.368 0 0           92406                
        2.9113835491    .00148        -.0044006055    .00216  0            92408                
ISHIOKA   ZELENCHK  0059+581 2019 07 19 01 54  58.0000000000               92501                
   -9487189.79098567    .00602  -747519.0486596817    .01228 0      I      92502                
    .00158    .00000    .00000    .00000    .996429844494472        0.     92503                
  2.248   0.619 -0.0086 -0.0011 -0.0033 -0.0003     214140.458             92504
    .00000    .00000    .00000    .00000    .00000    .00000               92505                
    27.848    15.116   998.184   885.000    88.883    82.368 0 0           92506                
        3.0752249232    .00492        -.0205303899    .00716  0            92508                
ISHIOKA   NYALES20  0059+581 2019 07 19 01 54  58.0000000000               92601                
   -8853977.67120402    .00935  -752623.4847767294    .01907 0      I      92602                
    .00102    .00000    .00000    .00000  -3.678455835629450        0.     92603                
  2.248   0.294 -0.0086  0.0008 -0.0033  0.0003    -171177.763             92604
    .00000   -.05683    .00000    .00000    .00000    .00000               92605                
    27.848     3.910   998.184  1006.990    88.883    90.221 0 0           92606                
        -.0079625318    .00601         .0414911306    .00829  0            92608                
BADARY    NYALES20  0059+581 2019 07 19 01 54  58.0000000000               92701                
   -1325854.95675158    .00378  -491617.9974903030    .00772 0      I      92702                
    .00252    .00000    .00000    .00000   -.905140810226245        0.     92703                
  0.637   0.294 -0.0008  0.0008  0.0004  0.0003    -386335.785             92704
    .00000   -.05683    .00000    .00000    .00000    .00000               92705                
    21.200     3.910   910.984  1006.990    67.688    90.221 0 0           92706                
        -.1833353166    .00206         .0596259518    .00285  0            92708                
NYALES20  ZELENCHK  0059+581 2019 07 19 01 54  58.0000000000               92801                
    -633212.09517252    .00351     5104.7427175138    .00716 0      I      92802                
    .00272    .00000    .00000    .00000    .551045114055574        0.     92803                
  0.294   0.619  0.0008 -0.0011  0.0003 -0.0003     385318.221             92804
   -.05683    .00000    .00000    .00000    .00000    .00000               92805                
     3.910    15.116  1006.990   885.000    90.221    82.368 0 0           92806                
        3.0959623395    .00269        -.0655711581    .00392  0            92808                
FORTLEZA  WETTZELL  1741-038 2019 07 19 01 56   4.0000000000               92901                
   16702091.90637860    .00650   414812.7753150633    .01281 0      I      92902                
    .00146    .00000    .00000    .00000   4.658942533100107        0.     92903                
  0.776   3.000 -0.0000  0.0076 -0.0010  0.0340      -1067.260             92904
    .00630    .00083    .00000    .00000    .00000    .00000               92905                
    26.142    16.200  1011.636   943.400    78.590    69.675 0 0           92906                
       -2.7091511807    .00669         .0001685130    .00886  0            92908                
KATH12M   YARRA12M  0454-234 2019 07 19 01 56  22.0000000000               93001                
   -1582468.16519591    .01616  -404879.8160649587    .03296 0      I      93002                
    .00060    .00000    .00000    .00000    .483226019131511        0.     93003                
  0.385   0.206 -0.0003 -0.0001  0.0003  0.0004      14833.814             93004
    .00000    .00000    .00000    .00000    .00000    .00000               93005                
    28.259    15.219   999.000   983.019    20.902    92.796 0 0           93006                
       -3.8840907294    .01195         .0041426551    .01644  0            93008                
HART15M   YARRA12M  0454-234 2019 07 19 01 56  22.0000000000               93101                
  -14652031.34641145    .01945  1409009.9526504070    .03966 0      I      93102                
    .00049    .00000    .00000    .00000   1.711583139399445        0.     93103                
  0.225   0.206 -0.0064 -0.0001 -0.0121  0.0004      13504.568             93104
    .00000    .00000    .00000    .00000    .00000    .00000               93105                
     4.404    15.219   867.381   983.019    51.542    92.796 0 0           93106                
       -8.0393556339    .00663        -.0063822703    .00934  0            93108                
HART15M   KATH12M   0454-234 2019 07 19 01 56  22.0000000000               93201                
  -13069568.52210756    .01678  1813890.4810533210    .03422 0      I      93202                
    .00057    .00000    .00000    .00000  -1.404482981983884        0.     93203                
  0.225   0.385 -0.0064 -0.0003 -0.0121  0.0003      -1329.247             93204
    .00000    .00000    .00000    .00000    .00000    .00000               93205                
     4.404    28.259   867.381   999.000    51.542    20.902 0 0           93206                
       -4.1437985423    .00856        -.0228183571    .01185  0            93208                
BADARY    ISHIOKA   0718+793 2019 07 19 01 58   5.0000000000               93301                
    2419651.14254133    .01487   101173.6955567161    .03032 0      I      93302                
    .00064    .00000    .00000    .00000   6.180959336104676        0.     93303                
  0.652   1.559 -0.0015 -0.0042 -0.0001  0.0001    -215158.019             93304
    .00000    .00000    .00000    .00000    .00000    .00000               93305                
    21.217    28.083   910.900   998.117    66.997    90.481 0 0           93306                
        -.2138387011    .00719         .0366692105    .00998  0            93308                
BADARY    ZELENCHK  0718+793 2019 07 19 01 58   5.0000000000               93401                
    4469490.49777428    .00551   -78659.6041383001    .01124 0      I      93402                
    .00173    .00000    .00000    .00000    .459571755750400        0.     93403                
  0.652   0.923 -0.0015 -0.0070 -0.0001 -0.0017      -1017.467             93404
    .00000    .00000    .00000    .00000    .00000    .00000               93405                
    21.217    15.219   910.900   885.000    66.997    82.373 0 0           93406                
        2.9326929369    .00425        -.0097018858    .00619  0            93408                
ISHIOKA   ZELENCHK  0718+793 2019 07 19 01 58   5.0000000000               93501                
    2049839.83743605    .02496  -179833.2222238810    .05091 0      I      93502                
    .00038    .00000    .00000    .00000   6.217944784691479        0.     93503                
  1.559   0.923 -0.0042 -0.0070  0.0001 -0.0017     214140.552             93504
    .00000    .00000    .00000    .00000    .00000    .00000               93505                
    28.083    15.219   998.117   885.000    90.481    82.373 0 0           93506                
        3.1326839195    .01418        -.0476455616    .02074  0            93508                
ISHIOKA   NYALES20  0718+793 2019 07 19 01 58   5.0000000000               93601                
   -4574745.58137410    .02712   -15742.3992503152    .05174 0      I      93602                
    .00034    .00000    .00000    .00000  -1.654997490979932        0.     93603                
  1.559   0.289 -0.0042 -0.0011  0.0001  0.0001    -171177.565             93604
    .00000   -.03500    .00000    .00000    .00000    .00000               93605                
    28.083     3.913   998.117  1006.900    90.481    89.513 0 0           93606                
         .0350109726    .01743         .0520013186    .02247  0            93608                
BADARY    NYALES20  0718+793 2019 07 19 01 58   5.0000000000               93701                
   -2155094.47392581    .01099    85431.2869512967    .02242 0      I      93702                
    .00087    .00000    .00000    .00000  -3.820788480088734        0.     93703                
  0.652   0.289 -0.0015 -0.0011 -0.0001  0.0001    -386335.585             93704
    .00000   -.03500    .00000    .00000    .00000    .00000               93705                
    21.217     3.913   910.900  1006.900    66.997    89.513 0 0           93706                
        -.1850826141    .00576         .0628050737    .00798  0            93708                
WETTZELL  ZELENCHK  0718+793 2019 07 19 01 58   5.0000000000               93801                
     487891.37149815    .00541   -65057.4113194240    .01103 0      I      93802                
    .00176    .00000    .00000    .00000   3.901709695075228        0.     93803                
  0.683   0.923 -0.0011 -0.0070 -0.0002 -0.0017     214928.389             93804
    .00600    .00000    .00000    .00000    .00000    .00000               93805                
    16.239    15.219   943.400   885.000    69.310    82.373 0 0           93806                
        6.0316198944    .00736        -.0162289283    .01069  0            93808                
ISHIOKA   WETTZELL  0718+793 2019 07 19 01 58   5.0000000000               93901                
    1561948.52820573    .02569  -114775.8217487838    .03998 0      I      93902                
    .00033    .00000    .00000    .00000   1.132158781556742        0.     93903                
  1.559   0.683 -0.0042 -0.0011  0.0001 -0.0002       -787.836             93904
    .00000    .00600    .00000    .00000    .00000    .00000               93905                
    28.083    16.239   998.117   943.400    90.481    69.310 0 0           93906                
       -2.8778658011    .01904         .0102877635    .01998  0            93908                
NYALES20  WETTZELL  0718+793 2019 07 19 01 58   5.0000000000               94001                
    6136693.69827888    .01163   -99033.4989175544    .02219 0      I      94002                
    .00079    .00000    .00000    .00000   5.465015348672059        0.     94003                
  0.289   0.683 -0.0011 -0.0011  0.0001 -0.0002     170389.729             94004
   -.03500    .00600    .00000    .00000    .00000    .00000               94005                
     3.913    16.239  1006.900   943.400    89.513    69.310 0 0           94006                
       -2.9468239587    .01072        -.0415695272    .01376  0            94008                
BADARY    WETTZELL  0718+793 2019 07 19 01 58   5.0000000000               94101                
    3981599.40342974    .00836   -13602.2097824645    .01704 0      I      94102                
    .00114    .00000    .00000    .00000   4.274385267485974        0.     94103                
  0.652   0.683 -0.0015 -0.0011 -0.0001 -0.0002    -215945.855             94104
    .00000    .00600    .00000    .00000    .00000    .00000               94105                
    21.217    16.239   910.900   943.400    66.997    69.310 0 0           94106                
       -3.1071660974    .00605         .0169519879    .00832  0            94108                
NYALES20  ZELENCHK  0718+793 2019 07 19 01 58   5.0000000000               94201                
    6624584.64173198    .01066  -164090.8721185568    .02175 0      I      94202                
    .00089    .00000    .00000    .00000   1.915972097789484        0.     94203                
  0.289   0.923 -0.0011 -0.0070  0.0001 -0.0017     385318.118             94204
   -.03500    .00000    .00000    .00000    .00000    .00000               94205                
     3.913    15.219  1006.900   885.000    89.513    82.373 0 0           94206                
        3.1179449719    .00899        -.0767091330    .01308  0            94208                
KATH12M   YARRA12M  OJ287    2019 07 19 01 58  37.0000000000               94301                
    6812587.92618602    .00647  -188470.6034334973    .01320 0      I      94302                
    .00147    .00000    .00000    .00000   4.609016252144392        0.     94303                
  0.540   0.589  0.0018 -0.0080 -0.0007 -0.0230      14833.974             94304
    .00000    .00000    .00000    .00000    .00000    .00000               94305                
    28.523    15.300   999.000   983.100    20.500    91.572 0 0           94306                
       -3.7667136213    .00909         .0322397535    .01244  0            94308                
FORTLEZA  HART15M   1759-396 2019 07 19 01 59   6.0000000000               94401                
    8861488.44032585    .02510   720737.0961232240    .03452 0      I      94402                
    .00031    .00000    .00000    .00000    .089597061448672        0.     94403                
  0.928   0.203 -0.0022 -0.0079 -0.0009  0.0069       2936.992             94404
    .00630    .00000    .00000    .00000    .00000    .00000               94405                
    26.135     4.000  1011.634   867.300    78.623    51.515 0 0           94406                
        4.0356936913    .01506        -.0172502615    .01402  0            94408                
KATH12M   YARRA12M  0642+449 2019 07 19 02 00  40.0000000000               94501                
    5738519.87729767    .02005  -270189.0282443100    .02156 0      I      94502                
    .00035    .00000    .00000    .00000   5.954600763460083        0.     94503                
  0.692   0.811  0.0049 -0.0255 -0.0001 -0.0142      14834.120             94504
    .00000    .00000    .00000    .00000    .00000    .00000               94505                
    28.612    15.362   998.988   983.088    20.506    90.017 0 0           94506                
       -3.7911065329    .01029        -.0214430725    .00751  0            94508                
WETTZELL  ZELENCHK  0642+449 2019 07 19 02 00  40.0000000000               94601                
   -3416279.28130271    .00273  -184818.9751328924    .00556 0      I      94602                
    .00350    .00000    .00000    .00000    .102049869547828        0.     94603                
  1.588   1.299 -0.0052 -0.0105 -0.0041 -0.0135     214928.476             94604
    .00803    .00000    .00000    .00000    .00000    .00000               94605                
    16.451    15.283   943.400   885.000    67.757    83.267 0 0           94606                
        6.0488348091    .00310         .0093112960    .00451  0            94608                
YARRA12M  ZELENCHK  0642+449 2019 07 19 02 00  40.0000000000               94701                
   -4259769.21564777    .01196  -466685.7109464084    .02438 0      I      94702                
    .00080    .00000    .00000    .00000  -4.216764847824910        0.     94703                
  0.811   1.299 -0.0255 -0.0105 -0.0142 -0.0135     197419.406             94704
    .00000    .00000    .00000    .00000    .00000    .00000               94705                
    15.362    15.283   983.088   885.000    90.017    83.267 0 0           94706                
        7.0221849508    .00616        -.0115086920    .00903  0            94708                
KATH12M   WETTZELL  0642+449 2019 07 19 02 00  40.0000000000               94801                
    4895028.17959485    .01975  -552056.2251363487    .03894 0      I      94802                
    .00048    .00000    .00000    .00000  -1.799512196478373        0.     94803                
  0.692   1.588  0.0049 -0.0052 -0.0001 -0.0041      -2674.950             94804
    .00000    .00803    .00000    .00000    .00000    .00000               94805                
    28.612    16.451   998.988   943.400    20.506    67.757 0 0           94806                
       -2.8027041371    .01020        -.0206628034    .01365  0            94808                
KATH12M   ZELENCHK  0642+449 2019 07 19 02 00  40.0000000000               94901                
    1478748.01000323    .01245  -736874.9517249842    .02538 0      I      94902                
    .00077    .00000    .00000    .00000   1.443027311914765        0.     94903                
  0.692   1.299  0.0049 -0.0105 -0.0001 -0.0135     212253.526             94904
    .00000    .00000    .00000    .00000    .00000    .00000               94905                
    28.612    15.283   998.988   885.000    20.506    83.267 0 0           94906                
        3.2556901729    .00698        -.0417001727    .01021  0            94908                
WETTZELL  YARRA12M  0642+449 2019 07 19 02 00  40.0000000000               95001                
     843490.30335138    .01891   281866.8692983351    .03856 0      I      95002                
    .00050    .00000    .00000    .00000   5.121198588781739        0.     95003                
  1.588   0.811 -0.0052 -0.0255 -0.0041 -0.0142      17509.070             95004
    .00803    .00000    .00000    .00000    .00000    .00000               95005                
    16.451    15.362   943.400   983.088    67.757    90.017 0 0           95006                
        -.9712204512    .00827         .0193089237    .01151  0            95008                
FORTLEZA  HART15M   1954-388 2019 07 19 02 01  56.0000000000               95101                
    2782797.95454170    .01419  1126601.8069357110    .01498 0      I      95102                
    .00049    .00000    .00000    .00000   2.153607559753908        0.     95103                
  0.893   0.120 -0.0020 -0.0015  0.0006  0.0016       2936.960             95104
    .00555    .00000    .00000    .00000    .00000    .00000               95105                
    26.129     3.965  1011.632   867.300    78.655    52.205 0 0           95106                
        3.9705533939    .02697         .0093024754    .01910  0            95108                
BADARY    ISHIOKA   0958+346 2019 07 19 02 02  23.0000000000               95201                
   -6558609.44897914    .02818    76930.6533664954    .01475 0      I      95202                
    .00017    .00000    .00000    .00000  -4.571868883363313        0.     95203                
  1.065   1.400 -0.0021 -0.0005 -0.0014  0.0014    -215158.013             95204
    .00000    .00000    .00000    .00000    .00000    .00000               95205                
    21.392    28.051   910.869   998.200    66.132    88.297 0 0           95206                
        -.2725618124    .01112        -.0058189860    .00399  0            95208                
ISHIOKA   NYALES20  0958+346 2019 07 19 02 02  23.0000000000               95301                
    8842735.41474182    .07020   671883.7115735979    .02086 0      I      95302                
    .00005    .00000    .00000    .00000   1.426132217959302        0.     95303                
  1.400   0.652 -0.0005 -0.0177  0.0014  0.0006    -171177.295             95304
    .00000    .03502    .00000    .00000    .00000    .00000               95305                
    28.051     3.973   998.200  1006.900    88.297    88.907 0 0           95306                
         .1366837799    .01900         .0136482084    .00397  0            95308                
BADARY    NYALES20  0958+346 2019 07 19 02 02  23.0000000000               95401                
    2284121.65454858    .05027   748814.8442491957    .02631 0      I      95402                
    .00010    .00000    .00000    .00000   2.772530724462176        0.     95403                
  1.065   0.652 -0.0021 -0.0177 -0.0014  0.0006    -386335.308             95404
    .00000    .03502    .00000    .00000    .00000    .00000               95405                
    21.392     3.973   910.869  1006.900    66.132    88.907 0 0           95406                
        -.1380182652    .01125         .0134719535    .00423  0            95408                
WETTZELL  ZELENCHK  0345+460 2019 07 19 02 03  34.0000000000               95501                
   -3715502.57313269    .01560   103889.4073801518    .03181 0      I      95502                
    .00061    .00000    .00000    .00000  -2.934455978745065        0.     95503                
  0.684   0.719 -0.0005 -0.0012 -0.0008 -0.0030     214928.574             95504
    .00922    .00000    .00000    .00000    .00000    .00000               95505                
    16.673    15.195   943.400   885.000    66.522    84.127 0 0           95506                
        6.0143419452    .01462        -.0534951915    .02127  0            95508                
HART15M   YARRA12M  2236-572 2019 07 19 02 05  10.0000000000               95601                
   11532938.74747466    .02920   518531.4479423611    .01919 0      I      95602                
    .00019    .00000    .00000    .00000   3.618892639953173        0.     95603                
  0.100   0.684 -0.0014  0.0135  0.0002  0.0199      13504.944             95604
    .00000    .00000    .00000    .00000    .00000    .00000               95605                
     3.885    15.834   867.300   983.000    52.505    86.925 0 0           95606                
       -7.9063899018    .02005        -.0216347155    .00889  0            95608                
BADARY    WETTZELL  1418+546 2019 07 19 02 07   7.0000000000               95701                
   -1181701.55213384    .01612   805129.0649978828    .03288 0      I      95702                
    .00059    .00000    .00000    .00000  -3.575263403394950        0.     95703                
  1.601   1.112 -0.0173 -0.0036 -0.0010  0.0012    -215945.876             95704
    .00000    .00942    .00000    .00000    .00000    .00000               95705                
    21.651    16.521   910.800   943.400    64.942    69.007 0 0           95706                
       -3.1803837901    .01077        -.0024978524    .01484  0            95708                
FORTLEZA  WETTZELL  1418+546 2019 07 19 02 07   7.0000000000               95801                
   -6130919.00323014    .06711  -392540.9226703699    .09923 8      I      95802                
    .00012    .00000    .00000    .00000   -.767477552685223        0.     95803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             95804
    .01855    .00942    .00000    .00000    .00000    .00000               95805                
    26.118    16.521  1011.629   943.400    78.712    69.007 0 0           95806                
       -2.8918116188    .04577         .0435583246    .04569  0            95808                
BADARY    FORTLEZA  1418+546 2019 07 19 02 07   7.0000000000               95901                
    4949219.52391401    .09732  1197670.5568749310    .19847 8      I      95902                
    .00010    .00000    .00000    .00000   1.145113462363323        0.     95903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             95904
    .00000    .01855    .00000    .00000    .00000    .00000               95905                
    21.651    26.118   910.800  1011.629    64.942    78.712 0 0           95906                
        2.3878819210    .04744       -3.8537598149    .06582  0            95908                
BADARY    NYALES20  2000+472 2019 07 19 02 09  57.0000000000               96001                
  -11378881.03155197    .00674  -363131.6850954318    .01375 0      I      96002                
    .00141    .00000    .00000    .00000  -4.025991433665956        0.     96003                
  1.758   0.319 -0.0208  0.0017  0.0016 -0.0005    -386334.820             96004
    .00000    .04140    .00000    .00000    .00000    .00000               96005                
    21.881     4.100   910.800  1006.900    63.085    88.452 0 0           96006                
        -.2997720665    .00647         .0402127038    .00887  0            96008                
KATH12M   YARRA12M  0646-306 2019 07 19 02 11  13.0000000000               96101                
     -96363.94013322    .01205  -335129.3594176454    .00358 0      I      96102                
    .00030    .00000    .00000    .00000  -1.738249637710517        0.     96103                
  0.369   0.216 -0.0005  0.0001 -0.0000 -0.0009      14834.872             96104
