DATA IN NGS FORMAT FROM DATABASE 19JUL18XE_V005                                                 
    25.829    22.745  1012.400   946.400    66.433    48.273 0 0          192706                
       -2.9524257811    .00755        -.0076020469    .01147  0           192708                
HART15M   WETTZELL  0642+449 2019 07 19 09 25  39.0000000000              192801                
  -13969733.46567279    .00747  -204355.5761848087    .01523 0      I     192802                
    .00129    .00000    .00000    .00000  -4.354329368668517        0.    192803                
  0.294   0.599 -0.0155 -0.0003 -0.0009  0.0002      -4007.214            192804
    .00000    .00969    .00000    .00000    .00000    .00000              192805                
    20.413    22.745   867.600   946.400    18.007    48.273 0 0          192806                
       -7.0168387381    .00377         .0169073151    .00523  0           192808                
BADARY    FORTLEZA  0642+449 2019 07 19 09 25  39.0000000000              192901                
    7335219.84824874    .07541 -1638942.4033761270    .15379 0      I     192902                
    .00013    .00000    .00000    .00000   2.667978482175082        0.    192903                
  0.925   1.808  0.0057  0.0077  0.0006 -0.0125    -214871.124            192904
    .00000    .05005    .00000    .00000    .00000    .00000              192905                
    21.719    25.829   907.710  1012.400    54.679    66.433 0 0          192906                
        -.1026955327    .00765        -.0065728326    .01366  0           192908                
HART15M   ZELENCHK  0642+449 2019 07 19 09 25  39.0000000000              193001                
  -13460656.37631315    .00529   175175.7356803690    .01078 0      I     193002                
    .00182    .00000    .00000    .00000   -.584229432818506        0.    193003                
  0.294   0.595 -0.0155 -0.0004 -0.0009 -0.0006     210936.871            193004
    .00000    .00000    .00000    .00000    .00000    .00000              193005                
    20.413    17.814   867.600   885.400    18.007    80.139 0 0          193006                
        -.9838437172    .00274         .0019598226    .00401  0           193008                
HART15M   NYALES20  0642+449 2019 07 19 09 25  39.0000000000              193101                
  -10648200.13883975    .01278  -112595.6347990406    .02606 0      I     193102                
    .00075    .00000    .00000    .00000  -3.044716440512635        0.    193103                
  0.294   0.366 -0.0155  0.0011 -0.0009  0.0003    -174367.166            193104
    .00000    .01680    .00000    .00000    .00000    .00000              193105                
    20.413     6.800   867.600  1007.200    18.007    82.460 0 0          193106                
       -4.1267550013    .00399         .0115744991    .00565  0           193108                
BADARY    HART15M   0642+449 2019 07 19 09 25  39.0000000000              193201                
    6332998.82407276    .02492  -599548.6573864333    .05082 0      I     193202                
    .00039    .00000    .00000    .00000   2.211166327235736        0.    193203                
  0.925   0.294  0.0057 -0.0155  0.0006 -0.0009    -211939.211            193204
    .00000    .00000    .00000    .00000    .00000    .00000              193205                
    21.719    20.413   907.710   867.600    54.679    18.007 0 0          193206                
        3.9733385789    .00283         .0012272393    .00485  0           193208                
HART15M   ISHIOKA   0642+449 2019 07 19 09 25  39.0000000000              193301                
    3672232.46952403    .09973   725928.1940477890    .20339 2      I     193302                
    .00011    .00000    .00000    .00000   3.472266713500572        0.    193303                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            193304
    .00000    .00000    .00000    .00000    .00000    .00000              193305                
    20.413    26.171   867.600   998.610    18.007    98.100 0 0          193306                
       -4.2541218605    .00995       -1.2888261816    .01798  0           193308                
FORTLEZA  ISHIOKA   0642+449 2019 07 19 09 25  39.0000000000              193401                
    2670001.22145648    .08826  1765307.6903610200    .11106 2      I     193402                
    .00009    .00000    .00000    .00000   1.461215903211679        0.    193403                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            193404
    .05005    .00000    .00000    .00000    .00000    .00000              193405                
    25.829    26.171  1012.400   998.610    66.433    98.100 0 0          193406                
        -.0244725585    .01263         .0005042403    .01242  0           193408                
KATH12M   YARRA12M  1954-388 2019 07 19 09 25  47.0000000000              193501                
    1101160.83196796    .02685   155500.5496558170    .01312 0      I     193502                
    .00017    .00000    .00000    .00000   3.012379805924674        0.    193503                
  2.247   2.547 -0.0164 -0.0288 -0.0001 -0.0184      14866.109            193504
    .00000    .00000    .00000    .00000    .00000    .00000              193505                
    27.450    16.600   996.525   979.300    25.700    65.557 0 0          193506                
       -3.9038131836    .01980        -.0011046954    .00653  0           193508                
WETTZELL  ZELENCHK  0727-115 2019 07 19 09 29  11.0000000000              193601                
   -2213381.01931730    .00115   504502.0057598052    .00235 0      I     193602                
    .00829    .00000    .00000    .00000    .821622880018870        0.    193603                
  1.293   1.084 -0.0193  0.0220  0.0019 -0.0010     214944.221            193604
    .01000    .00000    .00000    .00000    .00000    .00000              193605                
    22.400    17.917   946.400   885.400    48.189    81.240 0 0          193606                
        5.9588336224    .00198        -.0297710942    .00287  0           193608                
YARRA12M  ZELENCHK  0727-115 2019 07 19 09 29  11.0000000000              193701                
   -7036181.06442367    .00460 -1163305.5158393900    .00937 0      I     193702                
    .00209    .00000    .00000    .00000  -5.145801936196327        0.    193703                
  1.327   1.084 -0.0014  0.0220  0.0057 -0.0010     197412.671            193704
    .00000    .00000    .00000    .00000    .00000    .00000              193705                
    16.586    17.917   979.286   885.400    65.870    81.240 0 0          193706                
        7.2824728618    .00539        -.0184210820    .00783  0           193708                
WETTZELL  YARRA12M  0727-115 2019 07 19 09 29  11.0000000000              193801                
    4822805.62697110    .00697  1667809.1341423710    .01421 0      I     193802                
    .00138    .00000    .00000    .00000  -1.010767171959995        0.    193803                
  1.293   1.327 -0.0193 -0.0014  0.0019  0.0057      17531.550            193804
    .01000    .00000    .00000    .00000    .00000    .00000              193805                
    22.400    16.586   946.400   979.286    48.189    65.870 0 0          193806                
       -1.3187602383    .00943        -.0283514578    .01290  0           193808                
HART15M   YARRA12M  0727-115 2019 07 19 09 29  11.0000000000              193901                
   15838141.39005839    .00881  1456577.4527892350    .01796 0      I     193902                
    .00109    .00000    .00000    .00000   2.389827817915065        0.    193903                
  0.096   1.327 -0.0005 -0.0014  0.0002  0.0057      13524.314            193904
    .00000    .00000    .00000    .00000    .00000    .00000              193905                
    20.500    16.586   867.600   979.286    17.434    65.870 0 0          193906                
       -7.9583585766    .00681        -.0173493740    .00937  0           193908                
FORTLEZA  HART15M   0727-115 2019 07 19 09 29  11.0000000000              194001                
  -13831414.91262322    .00711  1300409.8097434390    .01450 0      I     194002                
    .00135    .00000    .00000    .00000  -3.628885885627587        0.    194003                
  1.611   0.096 -0.0015 -0.0005 -0.0153  0.0002       2931.873            194004
    .04780    .00000    .00000    .00000    .00000    .00000              194005                
    25.832    20.500  1012.413   867.600    66.176    17.434 0 0          194006                
        3.8987910906    .00570         .0204516744    .00783  0           194008                
FORTLEZA  YARRA12M  0727-115 2019 07 19 09 29  11.0000000000              194101                
    2006706.31644151    .01115  2756990.3857118650    .01117 0      I     194102                
    .00061    .00000    .00000    .00000   1.800981595609824        0.    194103                
  1.611   1.327 -0.0015 -0.0014 -0.0153  0.0057      16456.187            194104
    .04780    .00000    .00000    .00000    .00000    .00000              194105                
    25.832    16.586  1012.413   979.286    66.176    65.870 0 0          194106                
       -4.0773469693    .01320         .0174269425    .00889  0           194108                
FORTLEZA  ZELENCHK  0727-115 2019 07 19 09 29  11.0000000000              194201                
   -5029477.04563041    .00384  1593681.7698194570    .00783 0      I     194202                
    .00249    .00000    .00000    .00000  -3.348230784678459        0.    194203                
  1.611   1.084 -0.0015  0.0220 -0.0153 -0.0010     213868.858            194204
    .04780    .00000    .00000    .00000    .00000    .00000              194205                
    25.832    17.917  1012.413   885.400    66.176    81.240 0 0          194206                
        3.2188152214    .00494         .0051033654    .00717  0           194208                
FORTLEZA  WETTZELL  0727-115 2019 07 19 09 29  11.0000000000              194301                
   -2816094.60967048    .00498  1089179.2587542710    .00983 0      I     194302                
    .00191    .00000    .00000    .00000    .172611221446345        0.    194303                
  1.611   1.293 -0.0015 -0.0193 -0.0153  0.0019      -1075.363            194304
    .04780    .01000    .00000    .00000    .00000    .00000              194305                
    25.832    22.400  1012.413   946.400    66.176    48.189 0 0          194306                
       -2.7395933929    .00589         .0396643070    .00779  0           194308                
HART15M   WETTZELL  0727-115 2019 07 19 09 29  11.0000000000              194401                
   11015317.36998428    .00305  -211230.7392298309    .00622 0      I     194402                
    .00313    .00000    .00000    .00000   3.794439963211818        0.    194403                
  0.096   1.293 -0.0005 -0.0193  0.0002  0.0019      -4007.236            194404
    .00000    .01000    .00000    .00000    .00000    .00000              194405                
    20.500    22.400   867.600   946.400    17.434    48.189 0 0          194406                
       -6.6412352104    .00338         .0095982091    .00463  0           194408                
HART15M   ZELENCHK  0727-115 2019 07 19 09 29  11.0000000000              194501                
    8801941.91288509    .00215   293271.2809312370    .00439 0      I     194502                
    .00443    .00000    .00000    .00000   2.434767596045716        0.    194503                
  0.096   1.084 -0.0005  0.0220  0.0002 -0.0010     210936.985            194504
    .00000    .00000    .00000    .00000    .00000    .00000              194505                
    20.500    17.917   867.600   885.400    17.434    81.240 0 0          194506                
        -.6634776394    .00228        -.0204604367    .00331  0           194508                
BADARY    ISHIOKA   1514+197 2019 07 19 09 31  29.0000000000              194601                
   -6408217.47231239    .01533   473856.4997976886    .01119 0      I     194602                
    .00037    .00000    .00000    .00000  -3.781341738022481        0.    194603                
  0.862   1.330 -0.0048  0.0005 -0.0003 -0.0005    -215156.569            194604
    .00000    .00000    .00000    .00000    .00000    .00000              194605                
    21.914    25.900   907.814   998.718    51.686    98.118 0 0          194606                
        -.2740351900    .01050        -.0084117479    .00517  0           194608                
ISHIOKA   NYALES20  1514+197 2019 07 19 09 31  29.0000000000              194701                
   15906029.82161057    .01819     5341.3700221557    .00541 0      I     194702                
    .00020    .00000    .00000    .00000   2.047074857722177        0.    194703                
  1.330   1.627  0.0005 -0.0270 -0.0005  0.0252    -171149.421            194704
    .00000    .03145    .00000    .00000    .00000    .00000              194705                
    25.900     6.800   998.718  1007.107    98.118    83.113 0 0          194706                
         .2887758013    .02220         .1350821022    .00443  0           194708                
BADARY    NYALES20  1514+197 2019 07 19 09 31  29.0000000000              194801                
    9497812.27924201    .01311   479198.5449818238    .00969 0      I     194802                
    .00044    .00000    .00000    .00000   3.036515235935736        0.    194803                
  0.862   1.627 -0.0048 -0.0270 -0.0003  0.0252    -386305.990            194804
    .00000    .03145    .00000    .00000    .00000    .00000              194805                
    21.914     6.800   907.814  1007.107    51.686    83.113 0 0          194806                
        -.0136652436    .00823        -.0585725414    .00411  0           194808                
WETTZELL  ZELENCHK  0506+101 2019 07 19 09 32  37.0000000000              194901                
    2800358.88036675    .00569   502789.8912599069    .00510 0      I     194902                
    .00111    .00000    .00000    .00000   -.355318420006154        0.    194903                
  0.755   0.976 -0.0048  0.0076 -0.0005 -0.0037     214944.352            194904
    .00819    .00000    .00000    .00000    .00000    .00000              194905                
    22.482    17.914   946.400   885.400    48.490    79.700 0 0          194906                
        6.0423386209    .00837         .0021282173    .00534  0           194908                
HART15M   WETTZELL  0506+101 2019 07 19 09 32  37.0000000000              195001                
   -1412037.68109987    .01688  -425503.5665709951    .00792 0      I     195002                
    .00027    .00000    .00000    .00000   -.721335889954620        0.    195003                
  0.127   0.755 -0.0021 -0.0048 -0.0020 -0.0005      -4007.257            195004
    .00000    .00819    .00000    .00000    .00000    .00000              195005                
    20.500    22.482   867.587   946.400    17.573    48.490 0 0          195006                
       -6.8242039778    .00951        -.0027013071    .00302  0           195008                
HART15M   ZELENCHK  0506+101 2019 07 19 09 32  37.0000000000              195101                
    1388320.46729967    .01288    77286.1157040607    .01154 0      I     195102                
    .00049    .00000    .00000    .00000   -.088192843184901        0.    195103                
  0.127   0.976 -0.0021  0.0076 -0.0020 -0.0037     210937.095            195104
    .00000    .00000    .00000    .00000    .00000    .00000              195105                
    20.500    17.914   867.587   885.400    17.573    79.700 0 0          195106                
        -.7609043619    .00955        -.0522609151    .00612  0           195108                
KATH12M   YARRA12M  1639-062 2019 07 19 09 33  49.0000000000              195201                
    4949242.63893520    .01045  -180785.2752193210    .00479 0      I     195202                
    .00043    .00000    .00000    .00000   1.888464040573946        0.    195203                
  0.473   0.539  0.0001  0.0004 -0.0000 -0.0008      14866.695            195204
    .00000    .00000    .00000    .00000    .00000    .00000              195205                
    26.855    16.427   996.600   979.236    26.889    66.663 0 0          195206                
       -3.8181916601    .00776         .0248802842    .00240  0           195208                
FORTLEZA  ZELENCHK  0606-223 2019 07 19 09 36  10.0000000000              195301                
    6645633.11354220    .01226  1615448.5252586920    .01542 0      I     195302                
    .00061    .00000    .00000    .00000   4.822514419884992        0.    195303                
  0.841   1.973 -0.0007  0.0694 -0.0028 -0.0089     213869.002            195304
    .04230    .00000    .00000    .00000    .00000    .00000              195305                
    25.840    17.700  1012.441   885.381    65.668    80.181 0 0          195306                
        3.4203799502    .01361        -.0192367435    .01220  0           195308                
KATH12M   YARRA12M  1741-038 2019 07 19 09 37  54.0000000000              195401                
    5640607.22193705    .00926   -75340.2213271248    .01889 0      I     195402                
    .00104    .00000    .00000    .00000   2.805891344489272        0.    195403                
  0.610   0.884  0.0002  0.0008 -0.0000 -0.0024      14866.993            195404
    .00000    .00000    .00000    .00000    .00000    .00000              195405                
    26.557    16.277   996.611   979.277    27.443    67.391 0 0          195406                
       -3.8058248236    .00991         .0003500876    .01358  0           195408                
ISHIOKA   YARRA12M  1741-038 2019 07 19 09 37  54.0000000000              195501                
    4195419.34475396    .01001  -389875.3829004854    .02041 0      I     195502                
    .00095    .00000    .00000    .00000   -.497320000252428        0.    195503                
  2.366   0.884  0.0031  0.0008 -0.0070 -0.0024      16742.106            195504
    .00000    .00000    .00000    .00000    .00000    .00000              195505                
    25.925    16.277   998.825   979.277    98.200    67.391 0 0          195506                
       -4.1034444727    .00907         .0019919033    .01245  0           195508                
ISHIOKA   KATH12M   1741-038 2019 07 19 09 37  54.0000000000              195601                
   -1445187.97136477    .00982  -314535.2335801164    .02002 0      I     195602                
    .00098    .00000    .00000    .00000  -2.879849192173535        0.    195603                
  2.366   0.610  0.0031  0.0002 -0.0070 -0.0000       1875.113            195604
    .00000    .00000    .00000    .00000    .00000    .00000              195605                
    25.925    26.557   998.825   996.611    98.200    27.443 0 0          195606                
        -.3305075076    .00884        -.0241811240    .01213  0           195608                
ISHIOKA   NYALES20  OJ287    2019 07 19 09 39  48.0000000000              195701                
   -5418945.21456015    .00617 -1358233.3481242100    .01257 0      I     195702                
    .00156    .00000    .00000    .00000   -.112190920662741        0.    195703                
  5.493   0.640 -0.0096  0.0047  0.0505  0.0036    -171148.907            195704
    .00000    .02247    .00000    .00000    .00000    .00000              195705                
    25.973     6.900   998.900  1007.200    98.200    83.443 0 0          195706                
         .0204916158    .00558         .7285704398    .00765  0           195708                
NYALES20  YARRA12M  OJ287    2019 07 19 09 39  48.0000000000              195801                
    5893659.33144840    .02305  1319923.8137116990    .04701 0      I     195802                
    .00042    .00000    .00000    .00000    .615589486234734        0.    195803                
  0.640   1.469  0.0047  0.0100  0.0036  0.0055     187891.101            195804
    .02247    .00000    .00000    .00000    .00000    .00000              195805                
     6.900    16.176  1007.200   979.224    83.443    67.747 0 0          195806                
       -4.0113834594    .00841        1.0888535814    .01181  0           195808                
ISHIOKA   YARRA12M  OJ287    2019 07 19 09 39  48.0000000000              195901                
     474707.19278864    .00845   -38311.4666021458    .01723 0      I     195902                
    .00113    .00000    .00000    .00000   1.503752711090751        0.    195903                
  5.493   1.469 -0.0096  0.0100  0.0505  0.0055      16742.194            195904
    .00000    .00000    .00000    .00000    .00000    .00000              195905                
    25.973    16.176   998.900   979.224    98.200    67.747 0 0          195906                
       -4.0241534627    .00705         .6789744712    .00968  0           195908                
KATH12M   YARRA12M  1144+402 2019 07 19 09 41  45.0000000000              196001                
    2420857.97051899    .01107  -334177.4041089153    .00682 0      I     196002                
    .00047    .00000    .00000    .00000   1.127692793566733        0.    196003                
  0.836   0.975  0.0042  0.0080  0.0001  0.0008      14867.275            196004
    .00000    .00000    .00000    .00000    .00000    .00000              196005                
    26.134    16.100   996.700   979.287    27.984    67.951 0 0          196006                
       -3.7992679757    .01089        -.0239994874    .00451  0           196008                
ISHIOKA   NYALES20  1144+402 2019 07 19 09 41  45.0000000000              196101                
    3342002.03335056    .00815  -914352.1636980256    .01303 0      I     196102                
    .00104    .00000    .00000    .00000   -.393248158936471        0.    196103                
  1.561   0.460 -0.0006 -0.0001  0.0023  0.0024    -171148.787            196104
    .00000    .01872    .00000    .00000    .00000    .00000              196105                
    25.931     6.907   998.900  1007.047    98.200    83.833 0 0          196106                
         .0759085119    .00637        -.0004323875    .00686  0           196108                
NYALES20  YARRA12M  1144+402 2019 07 19 09 41  45.0000000000              196201                
    7141018.21123423    .01092   595639.9233866157    .01745 0      I     196202                
    .00078    .00000    .00000    .00000   4.534123368601402        0.    196203                
  0.460   0.975 -0.0001  0.0080  0.0024  0.0008     187891.071            196204
    .01872    .00000    .00000    .00000    .00000    .00000              196205                
     6.907    16.100  1007.047   979.287    83.833    67.951 0 0          196206                
       -3.9876878100    .01575         .0158132282    .01689  0           196208                
ISHIOKA   YARRA12M  1144+402 2019 07 19 09 41  45.0000000000              196301                
   10483022.35105592    .01572  -318712.5169800833    .02383 0      I     196302                
    .00052    .00000    .00000    .00000   -.930539111226222        0.    196303                
  1.561   0.975 -0.0006  0.0080  0.0023  0.0008      16742.285            196304
    .00000    .00000    .00000    .00000    .00000    .00000              196305                
    25.931    16.100   998.900   979.287    98.200    67.951 0 0          196306                
       -3.8910864780    .01118        -.0048623770    .01144  0           196308                
KATH12M   NYALES20  1144+402 2019 07 19 09 41  45.0000000000              196401                
   -4720157.57182125    .01092  -929816.5233229938    .01746 0      I     196402                
    .00078    .00000    .00000    .00000  -1.917134967079467        0.    196403                
  0.836   0.460  0.0042 -0.0001  0.0001  0.0024    -173023.797            196404
    .00000    .01872    .00000    .00000    .00000    .00000              196405                
    26.134     6.907   996.700  1007.047    27.984    83.833 0 0          196406                
         .1658299697    .01712         .0015913317    .01836  0           196408                
ISHIOKA   KATH12M   1144+402 2019 07 19 09 41  45.0000000000              196501                
    8062167.05477861    .01497    15464.8701753252    .02270 0      I     196502                
    .00055    .00000    .00000    .00000   5.169808202894520        0.    196503                
  1.561   0.836 -0.0006  0.0042  0.0023  0.0001       1875.010            196504
    .00000    .00000    .00000    .00000    .00000    .00000              196505                
    25.931    26.134   998.900   996.700    98.200    27.984 0 0          196506                
        -.0722648418    .01330         .0263472563    .01357  0           196508                
BADARY    ZELENCHK  0958+346 2019 07 19 09 42  11.0000000000              196601                
   -1222667.62298140    .01998  -859932.7501735922    .00782 0      I     196602                
    .00021    .00000    .00000    .00000   -.372367178356514        0.    196603                
  0.620   0.703 -0.0017  0.0010 -0.0001  0.0006      -1001.713            196604
    .00000    .00000    .00000    .00000    .00000    .00000              196605                
    22.083    17.700   907.872   885.411    50.494    80.155 0 0          196606                
        2.9793277584    .00571         .0088196517    .00165  0           196608                
WETTZELL  ZELENCHK  0958+346 2019 07 19 09 42  11.0000000000              196701                
   -3815752.81118637    .00968   275662.8648779966    .00379 0      I     196702                
    .00043    .00000    .00000    .00000    .432127381374429        0.    196703                
  0.773   0.703  0.0001  0.0010  0.0011  0.0006     214944.717            196704
    .00601    .00000    .00000    .00000    .00000    .00000              196705                
    22.864    17.700   946.400   885.411    48.004    80.155 0 0          196706                
        5.9765216758    .00998        -.0036657780    .00278  0           196708                
BADARY    WETTZELL  0958+346 2019 07 19 09 42  11.0000000000              196801                
    2593084.45111734    .04541 -1135595.3796314520    .01475 0      I     196802                
    .00008    .00000    .00000    .00000   3.596170549532618        0.    196803                
  0.620   0.773 -0.0017  0.0001 -0.0001  0.0011    -215946.430            196804
    .00000    .00601    .00000    .00000    .00000    .00000              196805                
    22.083    22.864   907.872   946.400    50.494    48.004 0 0          196806                
       -3.0096034309    .00798         .0113998967    .00194  0           196808                
HART15M   WETTZELL  0958+346 2019 07 19 09 42  11.0000000000              196901                
   -8766939.93846228    .03313    58366.6222460118    .00985 0      I     196902                
    .00011    .00000    .00000    .00000  -4.053671264771803        0.    196903                
  0.238   0.773 -0.0158  0.0001  0.0097  0.0011      -4007.316            196904
    .00000    .00601    .00000    .00000    .00000    .00000              196905                
    20.500    22.864   867.433   946.400    17.636    48.004 0 0          196906                
       -6.9440172159    .01350         .0158239583    .00275  0           196908                
HART15M   ZELENCHK  0958+346 2019 07 19 09 42  11.0000000000              197001                
  -12582695.12441008    .02907   334029.2770148976    .01138 0      I     197002                
    .00014    .00000    .00000    .00000  -2.582184747658180        0.    197003                
  0.238   0.703 -0.0158  0.0010  0.0097  0.0006     210937.401            197004
    .00000    .00000    .00000    .00000    .00000    .00000              197005                
    20.500    17.700   867.433   885.411    17.636    80.155 0 0          197006                
        -.9640051188    .01157         .0133506190    .00328  0           197008                
BADARY    HART15M   0958+346 2019 07 19 09 42  11.0000000000              197101                
   11360034.03893636    .09604 -1193984.8045689610    .03121 2      I     197102                
    .00005    .00000    .00000    .00000    .888966034766622        0.    197103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            197104
    .00000    .00000    .00000    .00000    .00000    .00000              197105                
    22.083    20.500   907.872   867.433    50.494    17.636 0 0          197106                
        3.1365747602    .01086        1.7665630123    .00297  0           197108                
ISHIOKA   NYALES20  0718+793 2019 07 19 09 44   9.0000000000              197201                
  -10219329.61655422    .04319  -237304.4880254146    .04257 0      I     197202                
    .00015    .00000    .00000    .00000  -3.367836710307512        0.    197203                
  2.401   0.301 -0.0064 -0.0000  0.0018  0.0001    -171148.638            197204
    .00000   -.13655    .00000    .00000    .00000    .00000              197205                
    26.000     6.973   998.929  1007.273    98.229    85.233 0 0          197206                
         .0039370137    .01096        -.0006285630    .00764  0           197208                
ISHIOKA   NYALES20  2113+293 2019 07 19 09 47  41.0000000000              197301                
   -3004936.03889598    .01453  1263513.8326911100    .01227 0      I     197302                
    .00042    .00000    .00000    .00000   1.720423369479909        0.    197303                
  5.408   0.833 -0.0186 -0.0101 -0.0440 -0.0056    -171148.418            197304
    .00000   -.05005    .00000    .00000    .00000    .00000              197305                
    26.000     6.900   999.000  1007.268    98.339    85.926 0 0          197306                
        -.0809051201    .01753        -.0184574475    .00994  0           197308                
KATH12M   YARRA12M  1351-018 2019 07 19 09 48  46.0000000000              197401                
    1892204.11231976    .02145  -415336.9871240658    .00638 0      I     197402                
    .00017    .00000    .00000    .00000   -.530872001693360        0.    197403                
  0.378   0.353  0.0003  0.0005  0.0000 -0.0001      14867.787            197404
    .00000    .00000    .00000    .00000    .00000    .00000              197405                
    25.414    16.059   996.741   979.200    29.731    68.624 0 0          197406                
       -3.8580525614    .01242         .0040035938    .00250  0           197408                
ISHIOKA   NYALES20  2309+454 2019 07 19 09 50  13.0000000000              197501                
  -11850652.13389415    .07124   926039.4702316676    .09575 0      I     197502                
    .00011    .00000    .00000    .00000  -6.126300085259672        0.    197503                
 10.580   0.464 -0.1408 -0.0016 -0.1167 -0.0018    -171148.261            197504
    .00000   -.04975    .00000    .00000    .00000    .00000              197505                
    25.971     6.800   999.000  1007.140    98.400    84.940 0 0          197506                
        -.1441071999    .02210        -.0034600076    .02064  0           197508                
FORTLEZA  HART15M   0723+219 2019 07 19 09 50  27.0000000000              197601                
   -6779518.42566367    .07890  1318083.5864359830    .02345 8      I     197602                
    .00005    .00000    .00000    .00000  -1.918668015760971        0.    197603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            197604
    .03780    .00000    .00000    .00000    .00000    .00000              197605                
    25.856    20.620  1012.496   867.260    64.628    17.820 0 0          197606                
       -4.5443218163    .04269        5.1328353333    .00861  0           197608                
FORTLEZA  WETTZELL  0723+219 2019 07 19 09 50  27.0000000000              197701                
  -10935887.36561382    .03244  1074461.9107122720    .00959 8      I     197702                
    .00011    .00000    .00000    .00000  -5.443786226358601        0.    197703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            197704
    .03780    .00369    .00000    .00000    .00000    .00000              197705                
    25.856    22.600  1012.496   946.400    64.628    48.360 0 0          197706                
        2.3818126013    .04266       -4.1543743536    .00847  0           197708                
HART15M   WETTZELL  0723+219 2019 07 19 09 50  27.0000000000              197801                
   -4156320.85063522    .04558  -243622.3449590849    .01355 8      I     197802                
    .00008    .00000    .00000    .00000  -1.023436561634802        0.    197803                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            197804
    .00000    .00369    .00000    .00000    .00000    .00000              197805                
    20.620    22.600   867.260   946.400    17.820    48.360 0 0          197806                
       -2.7218088843    .03734        2.2465348386    .00747  0           197808                
BADARY    ZELENCHK  1357+769 2019 07 19 09 51  49.0000000000              197901                
    4323390.52253285    .01131  -172666.5548144000    .00366 0      I     197902                
    .00034    .00000    .00000    .00000    .617263083242767        0.    197903                
  0.618   0.935  0.0036 -0.0119  0.0001  0.0003      -1001.355            197904
    .00000    .00000    .00000    .00000    .00000    .00000              197905                
    22.441    17.665   907.729   885.700    47.212    80.583 0 0          197906                
        3.0171825368    .01507         .0017262999    .00347  0           197908                
ISHIOKA   NYALES20  1642+690 2019 07 19 09 52  31.0000000000              198001                
   -1010527.19793010    .01287   144740.1058011913    .02625 0      I     198002                
    .00075    .00000    .00000    .00000  -2.512703673766339        0.    198003                
  1.545   0.363 -0.0020 -0.0014 -0.0006  0.0003    -171148.118            198004
    .00000   -.09953    .00000    .00000    .00000    .00000              198005                
    25.900     6.800   999.012  1007.200    98.412    85.900 0 0          198006                
         .0710957986    .01011        -.0380799880    .01389  0           198008                
KATH12M   YARRA12M  2052-474 2019 07 19 09 54  20.0000000000              198101                
    -257497.91601282    .03806   168996.6656112893    .04247 1      I     198102                
    .00019    .00000    .00000    .00000  -2.858946307093613        0.    198103                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            198104
    .00000    .00000    .00000    .00000    .00000    .00000              198105                
    24.939    15.993   996.808   979.207    30.638    69.218 0 0          198106                
       -3.9136708264    .02221        -.0135123009    .01678  0           198108                
FORTLEZA  HART15M   0646-306 2019 07 19 09 57  32.0000000000              198201                
   -9480709.99523615    .00821  1325353.1290284750    .00260 0      I     198202                
    .00046    .00000    .00000    .00000  -2.402773443973940        0.    198203                
  0.982   0.071 -0.0009  0.0002 -0.0030 -0.0003       2931.556            198204
    .03405    .00000    .00000    .00000    .00000    .00000              198205                
    25.864    20.841  1012.524   867.180    64.113    17.052 0 0          198206                
        3.9160730468    .00847         .0032044695    .00180  0           198208                
FORTLEZA  WETTZELL  0646-306 2019 07 19 09 57  32.0000000000              198301                
    7581267.82300276    .00986  1034366.7275153450    .00456 0      I     198302                
    .00046    .00000    .00000    .00000   5.604620383542885        0.    198303                
  0.982   3.158 -0.0009 -0.1238 -0.0030  0.0009      -1075.855            198304
    .03405    .00533    .00000    .00000    .00000    .00000              198305                
    25.864    22.693  1012.524   946.400    64.113    47.989 0 0          198306                
       -2.4869890717    .01490        -.0109562123    .00462  0           198308                
HART15M   WETTZELL  0646-306 2019 07 19 09 57  32.0000000000              198401                
   17061975.06871413    .00596  -290986.1871665724    .00277 0      I     198402                
    .00076    .00000    .00000    .00000   3.843370754552062        0.    198403                
  0.071   3.158  0.0002 -0.1238 -0.0003  0.0009      -4007.411            198404
    .00000    .00533    .00000    .00000    .00000    .00000              198405                
    20.841    22.693   867.180   946.400    17.052    47.989 0 0          198406                
       -6.4432784269    .00578        -.0166206161    .00181  0           198408                
BADARY    ZELENCHK  0345+460 2019 07 19 09 57  54.0000000000              198501                
   -8140996.06932917    .02303   228005.2175140557    .04696 0      I     198502                
    .00041    .00000    .00000    .00000  -5.712486397174365        0.    198503                
  1.938   0.983  0.0627 -0.0067 -0.0044 -0.0003      -1001.127            198504
    .00000    .00000    .00000    .00000    .00000    .00000              198505                
    22.720    17.580   907.620   885.700    46.778    81.318 0 0          198506                
        2.9187072620    .01140         .0145599430    .01672  0           198508                
BADARY    NYALES20  0345+460 2019 07 19 09 57  54.0000000000              198601                
  -11534251.24802699    .03036  -368223.6315089700    .06192 0      I     198602                
    .00031    .00000    .00000    .00000   -.820983921094332        0.    198603                
